CONTEXTLINK,,,,,,,,,,,,/CONTEXTLINK
CONTEXT_SEQNBR.NAME,CURR.EXTERN_ID1,CURR.INSID,DISC_TYPE_CHLNBR.ENTRY,DISC_TYPE_CHLNBR.LIST,GROUP_CHLNBR.ENTRY,GROUP_CHLNBR.LIST,INSADDR.EXTERN_ID1,INSADDR.INSID,MAPPING_TYPE,NAME,TYPE,
Global,,SGD,,,,,,USD,Instrument,FX-USDSGD,Volatility,
Global,,HKD,,,,,,USD,Instrument,FX-USDHKD,Volatility,
Global,,IDR,,,,,,USD,Instrument,FX-USDIDR,Volatility,
