PRICE,,,,,,,/PRICE
PTYNBR.PTYID,SETTLE,HISTORICAL,BITS,DAY,INSADDR.INSID,CURR.INSID,
EOD_MtM,0.77333,Yes,256,2017-01-03,USD/LIBOR/1M,USD,
EOD_MtM,0.76556,Yes,256,2017-01-04,USD/LIBOR/1M,USD,
EOD_MtM,0.76556,Yes,256,2017-01-05,USD/LIBOR/1M,USD,
EOD_MtM,0.76333,Yes,256,2017-01-06,USD/LIBOR/1M,USD,
EOD_MtM,0.76333,Yes,256,2017-01-09,USD/LIBOR/1M,USD,
EOD_MtM,0.765,Yes,256,2017-01-10,USD/LIBOR/1M,USD,
EOD_MtM,0.76722,Yes,256,2017-01-11,USD/LIBOR/1M,USD,
EOD_MtM,0.76722,Yes,256,2017-01-12,USD/LIBOR/1M,USD,
EOD_MtM,0.76833,Yes,256,2017-01-13,USD/LIBOR/1M,USD,
EOD_MtM,0.76778,Yes,256,2017-01-16,USD/LIBOR/1M,USD,
EOD_MtM,0.76944,Yes,256,2017-01-17,USD/LIBOR/1M,USD,
EOD_MtM,0.77667,Yes,256,2017-01-18,USD/LIBOR/1M,USD,
EOD_MtM,0.77639,Yes,256,2017-01-19,USD/LIBOR/1M,USD,
EOD_MtM,0.77528,Yes,256,2017-01-20,USD/LIBOR/1M,USD,
EOD_MtM,0.77111,Yes,256,2017-01-23,USD/LIBOR/1M,USD,
EOD_MtM,0.77333,Yes,256,2017-01-24,USD/LIBOR/1M,USD,
EOD_MtM,0.77611,Yes,256,2017-01-25,USD/LIBOR/1M,USD,
EOD_MtM,0.77611,Yes,256,2017-01-26,USD/LIBOR/1M,USD,
EOD_MtM,0.77833,Yes,256,2017-01-27,USD/LIBOR/1M,USD,
EOD_MtM,0.78,Yes,256,2017-01-30,USD/LIBOR/1M,USD,
EOD_MtM,0.77944,Yes,256,2017-01-31,USD/LIBOR/1M,USD,
EOD_MtM,0.78,Yes,256,2017-02-01,USD/LIBOR/1M,USD,
EOD_MtM,0.77667,Yes,256,2017-02-02,USD/LIBOR/1M,USD,
EOD_MtM,0.77556,Yes,256,2017-02-03,USD/LIBOR/1M,USD,
EOD_MtM,0.77528,Yes,256,2017-02-06,USD/LIBOR/1M,USD,
EOD_MtM,0.77278,Yes,256,2017-02-07,USD/LIBOR/1M,USD,
EOD_MtM,0.77167,Yes,256,2017-02-08,USD/LIBOR/1M,USD,
EOD_MtM,0.77056,Yes,256,2017-02-09,USD/LIBOR/1M,USD,
EOD_MtM,0.77111,Yes,256,2017-02-10,USD/LIBOR/1M,USD,
EOD_MtM,0.77,Yes,256,2017-02-13,USD/LIBOR/1M,USD,
