TACCOUNTMAPPING,,,,,,,,/TACCOUNTMAPPING
T_ACCOUNT_ALLOC_LINK.ID,TREATMENT_LINK.ID,ID,QUERY_SEQNBR.NAME,NEXT_ID,QUERY_SEQNBR.TYPE,PREVIOUS_ID,TYPE,
Treasury_DL|Cash Accounts Nostro|CP_AutoInvest_Premium|Amount|Debit|Cash_Payment Autoinvest,Treasury_DL|Cash_Payment Autoinvest|CP_AutoInvest_Premium,1bedb428-6454-4f5a-8871-232dc546d7e1,,1a509fe7-9866-4ef5-8e36-8a508e3230d3,,,Settlement,
Treasury_DL|03-021 LoanDepo Principal Liabilities|CP_AutoInvest_Premium|Amount|Credit|Cash_Payment Autoinvest,Treasury_DL|Cash_Payment Autoinvest|CP_AutoInvest_Premium,1a509fe7-9866-4ef5-8e36-8a508e3230d3,,,,1bedb428-6454-4f5a-8871-232dc546d7e1,Settlement,
Treasury_DL|05-018 LoanDepo Interest Income|CP_Interest Accrued|Amount|Credit|Cash_Payment Autoinvest,Treasury_DL|Cash_Payment Autoinvest|CP_Interest Accrued,e016ade0-9c26-481a-bd2a-9f1101cfbf84,,9b03dfd9-64a8-478c-8313-31e4e1323332,,,Settlement,
Treasury_DL|Cash Accounts Nostro|CP_Interest Accrued|Amount|Debit|Cash_Payment Autoinvest,Treasury_DL|Cash_Payment Autoinvest|CP_Interest Accrued,9b03dfd9-64a8-478c-8313-31e4e1323332,,,,e016ade0-9c26-481a-bd2a-9f1101cfbf84,Settlement,
Treasury_DL|01-031 LoanDepo Accrual Assets|CP_Interest income|Amount|Debit|Cash_Payment Autoinvest,Treasury_DL|Cash_Payment Autoinvest|CP_Interest income,3c745b59-6cae-4725-b8f7-d8bf81e3d007,,9f765d74-8c68-4728-95ee-dcf0dd0c37a4,,,Settlement,
Treasury_DL|05-018 LoanDepo Interest Income|CP_Interest income|Amount|Credit|Cash_Payment Autoinvest,Treasury_DL|Cash_Payment Autoinvest|CP_Interest income,9f765d74-8c68-4728-95ee-dcf0dd0c37a4,,,,3c745b59-6cae-4725-b8f7-d8bf81e3d007,Settlement,
Treasury_DL|86012801|DepoLoan_MF_Trade Date Offbalance Principal|Cash Analysis Projected|Debit|Placement,Treasury_DL|Placement|DepoLoan_MF_Trade Date Offbalance Principal,aadf1049-0733-42fd-99ec-5a45a238b047,A_AC_TD_CMP_CL_OVP_SHARI,1729372d-4790-4685-9655-6a277955ca4c,FASQL Query,,Trade,
Treasury_DL|66012801|DepoLoan_MF_Trade Date Offbalance Principal|Cash Analysis Projected|Credit|Placement,Treasury_DL|Placement|DepoLoan_MF_Trade Date Offbalance Principal,1729372d-4790-4685-9655-6a277955ca4c,A_AC_TD_CMP_CL_OVP_SHARI,094c5c7c-45f9-4e25-8d08-963002fdc1b4,FASQL Query,aadf1049-0733-42fd-99ec-5a45a238b047,Trade,
Treasury_DL|66012801|DepoLoan_MF_Value Date Offbalance Principal|Cash Analysis Projected|Debit|Placement,Treasury_DL|Placement|DepoLoan_MF_Value Date Offbalance Principal,61b197c7-e788-4541-9ca6-c35d7dae1ace,A_AC_TD_CMP_CL_OVP_SHARI,7f64e0ef-38cc-4552-98d8-b1d6a5438513,FASQL Query,,Trade,
Treasury_DL|86012801|DepoLoan_MF_Value Date Offbalance Principal|Cash Analysis Projected|Credit|Placement,Treasury_DL|Placement|DepoLoan_MF_Value Date Offbalance Principal,7f64e0ef-38cc-4552-98d8-b1d6a5438513,A_AC_TD_CMP_CL_OVP_SHARI,6c2e29df-2702-4879-bd01-24c046e27e12,FASQL Query,61b197c7-e788-4541-9ca6-c35d7dae1ace,Trade,
Treasury_DL|12511102|DepoLoan_MF_Value Date Principal|Cash Analysis Projected|Credit|Placement,Treasury_DL|Placement|DepoLoan_MF_Value Date Principal,3d8e438f-09d3-46f4-a471-2079cf687f2d,A_AC_TD_CMP_CL_SHARI,f136536e-8faa-4158-964a-1ffde3c70cda,FASQL Query,47d92677-ac2c-43c1-822b-8dde46609f04,Trade,
Treasury_DL|19511633|DepoLoan_MF_Value Date Principal|Cash Analysis Projected|Debit|Placement,Treasury_DL|Placement|DepoLoan_MF_Value Date Principal,47d92677-ac2c-43c1-822b-8dde46609f04,A_AC_All,3d8e438f-09d3-46f4-a471-2079cf687f2d,FASQL Query,,Trade,
Treasury_DL|Cash Accounts Client|Value Day (Real-Time)|Amount|Debit|Settlement,Treasury_DL|Settlement|Value Day (Real-Time),c676bcb1-b038-416b-bfd4-824df5bc5a0e,,0244aa39-f556-44cc-bd45-e23635681acb,,,Settlement,
Treasury_DL|16511102|DepoLoan_TD_Daily Interest Accrual|Accounting Accrued Interest FI|Debit|Placement,Treasury_DL|Placement|DepoLoan_TD_Daily Interest Accrual,03d80a04-3f6a-40cc-a6cf-defb5b26b827,A_AC_TD_CMP_CL_SHARI,77d8dea2-7db9-4a51-a524-e43c5778deb0,FASQL Query,88e036b4-df27-4813-b1f9-1506ac9b7374,Trade,
Treasury_DL|41021102|DepoLoan_TD_Daily Interest Accrual|Accounting Accrued Interest FI|Credit|Placement,Treasury_DL|Placement|DepoLoan_TD_Daily Interest Accrual,bf7d1599-d95f-4240-8bb3-41134c096e0e,A_AC_TD_CMP_CL_SHARI_AccountingCCY,9ca6cefe-f001-49ce-a171-8c05dcca31da,FASQL Query,b4106ed8-5f75-4b04-8903-acd410c6793d,Trade,
Treasury_DL|19511633|DepoLoan_MF_Pay Date Interest PL|PSAK FI Interest Income|Debit|Placement,Treasury_DL|Placement|DepoLoan_MF_Pay Date Interest PL,45d11a36-617b-49ac-9006-a11d3f69ee6f,A_AC_All,301b41e0-586b-48ce-a6c9-284f579d60bb,FASQL Query,,Trade,
Treasury_DL|41021102|DepoLoan_TD_Daily Interest Accrual_FCY_ACCY|PSAK Accrued Acc Curr|Credit|Placement,Treasury_DL|Placement|DepoLoan_TD_Daily Interest Accrual_FCY_ACCY,1691514a-af73-43dd-b3d1-9618202965b1,A_AC_TD_CMP_CL_SHARI,9b5a7925-dd82-47a3-b072-3f83b95afca8,FASQL Query,,Trade,
Treasury_DL|19811105|DepoLoan_TD_Daily Interest Accrual_FCY_ACCY|PSAK Accrued Acc Curr|Debit|Placement,Treasury_DL|Placement|DepoLoan_TD_Daily Interest Accrual_FCY_ACCY,9b5a7925-dd82-47a3-b072-3f83b95afca8,A_AC_All,c90855c8-957b-4533-bad2-fcd035b40214,FASQL Query,1691514a-af73-43dd-b3d1-9618202965b1,Trade,
Treasury_DL|19511633|DepoLoan_MF_Maturity Date Principal|Cash Analysis Projected|Debit|Placement,Treasury_DL|Placement|DepoLoan_MF_Maturity Date Principal,f13c156d-5de4-4eeb-b3e0-5162ffa8b20d,A_AC_All,ed37a374-c9f4-4ea6-adad-130b7b8ca010,FASQL Query,,Trade,
Treasury_DL|12511102|DepoLoan_MF_Maturity Date Principal|Cash Analysis Projected|Credit|Placement,Treasury_DL|Placement|DepoLoan_MF_Maturity Date Principal,ed37a374-c9f4-4ea6-adad-130b7b8ca010,A_AC_TD_CMP_CL_SHARI,33235223-6b74-490e-b9cd-63e0c8730871,FASQL Query,f13c156d-5de4-4eeb-b3e0-5162ffa8b20d,Trade,
