CONTEXTLINK,,,,,,,,,,/CONTEXTLINK
CONTEXT_SEQNBR.NAME,INSADDR.INSID,GROUP_CHLNBR.LIST,GROUP_CHLNBR.ENTRY,CURR.INSID,DISC_TYPE_CHLNBR.LIST,DISC_TYPE_CHLNBR.ENTRY,MAPPING_TYPE,NAME,TYPE,
Global,,,,INR,DiscType,FX,Instrument,INR-FX,Yield Curve,
Global,USD,,,INR,,,Instrument,INR-FX,Yield Curve,
Global,,,,INR,,,Instrument,INR-SWAP,Yield Curve,
