INSTRUMENT,,,,,,,,,,,,LEG,,,,,,,,,,,,,,,,,,,,,,/LEG,LEG,,,,,,,,,,,,,/LEG,/INSTRUMENT
PAY_OFFSET_METHOD,PRODUCT_CHLNBR.ENTRY,MTM_FROM_FEED,QUOTATION_SEQNBR.NAME,GENERIC,INSID,OTC,PRODUCT_CHLNBR.LIST,CONTR_SIZE,CURR.INSID,SPOT_BANKING_DAYS_OFFSET,INSTYPE,ROUNDING,DECIMALS,DAYCOUNT_METHOD,RESET_DAY_METHOD,ROLLING_PERIOD,CURR.INSID,END_PERIOD,PAY_DAY_METHOD,FLOAT_RATE.INSID,TYPE,NOMINAL_FACTOR,END_DATE_METHOD,FLOAT_RATE_FACTOR,START_PERIOD,RESET_CALNBR.CALID,FLOAT_RATE.EXTERN_ID1,PAY_CALNBR.CALID,INTEREST_PAYMENT_TIME,PAYLEG,RESET_TYPE,RESET_DAY_OFFSET,ROLLING_CONVENTION,,PAY_CALNBR.CALID,END_DATE_METHOD,TYPE,INTEREST_PAYMENT_TIME,DAYCOUNT_METHOD,PAYLEG,START_PERIOD,ROLLING_PERIOD,END_PERIOD,CURR.INSID,PAY_DAY_METHOD,NOMINAL_FACTOR,ROLLING_CONVENTION,,
Business Days,Swap,Yes,Coupon,Yes,CHF/IRS/F-LI3M/1Y,Yes,ValGroup,1000000,CHF,2,Swap,Normal,5,Act/360,Mod. Following,3m,CHF,1y,Mod. Following,CHF/LIBOR/3M,Float,1,Relative Start,1,0d,London,SF0003M,Zurich,In Arrears,No,Single,-2,None,,Zurich,Relative Start,Fixed,In Arrears,30/360,Yes,0d,1y,1y,CHF,Mod. Following,1,None,,
