CONTEXTLINK,,,,,,,,,,/CONTEXTLINK
CONTEXT_SEQNBR.NAME,INSADDR.INSID,GROUP_CHLNBR.LIST,GROUP_CHLNBR.ENTRY,CURR.INSID,DISC_TYPE_CHLNBR.LIST,DISC_TYPE_CHLNBR.ENTRY,MAPPING_TYPE,NAME,TYPE,
Global,,,,CNY,DiscType,FX,Instrument,CNY-FX,Yield Curve,
Global,USD,,,CNY,,,Instrument,CNY-FX,Yield Curve,
Global,,,,CNY,,,Instrument,CNY-SWAP,Yield Curve,
