TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury,Borrowing,DepoLoan_MF_Pay Date Interest PL_FCY (NI),Treasury|Borrowing|DepoLoan_MF_Pay Date Interest PL_FCY (NI),
Treasury,Placement,DepoLoan_MF_Pay Date Interest PL_FCY (NI),Treasury|Placement|DepoLoan_MF_Pay Date Interest PL_FCY (NI),
Treasury,Borrowing,DepoLoan_MF_Pay Date Interest PL_FCY_IDR,Treasury|Borrowing|DepoLoan_MF_Pay Date Interest PL_FCY_IDR,
Treasury,Placement,DepoLoan_MF_Pay Date Interest PL_FCY_IDR,Treasury|Placement|DepoLoan_MF_Pay Date Interest PL_FCY_IDR,
Treasury,Borrowing,DepoLoan_MF_Pay Date WIthholding Tax _FCY_IDR,Treasury|Borrowing|DepoLoan_MF_Pay Date WIthholding Tax _FCY_IDR,
Treasury,Borrowing,DepoLoan_MF_Pay Date WIthholding Tax_FCY (NI),Treasury|Borrowing|DepoLoan_MF_Pay Date WIthholding Tax_FCY (NI),
Treasury,Placement,DepoLoan_MF_Trade Date Offbalance Principal,Treasury|Placement|DepoLoan_MF_Trade Date Offbalance Principal,
Treasury,Borrowing,DepoLoan_MF_Trade Date Offbalance Principal,Treasury|Borrowing|DepoLoan_MF_Trade Date Offbalance Principal,
Treasury,Placement,DepoLoan_MF_Trade Date Principal,Treasury|Placement|DepoLoan_MF_Trade Date Principal,
Treasury,Borrowing,DepoLoan_MF_Trade Date Principal,Treasury|Borrowing|DepoLoan_MF_Trade Date Principal,
Treasury,Placement,DepoLoan_MF_Value Date Offbalance Principal,Treasury|Placement|DepoLoan_MF_Value Date Offbalance Principal,
Treasury,Borrowing,DepoLoan_MF_Value Date Offbalance Principal,Treasury|Borrowing|DepoLoan_MF_Value Date Offbalance Principal,
Treasury,Placement,DepoLoan_MF_Value Date Principal,Treasury|Placement|DepoLoan_MF_Value Date Principal,
Treasury,Borrowing,DepoLoan_MF_Value Date Principal,Treasury|Borrowing|DepoLoan_MF_Value Date Principal,
Treasury,Placement,DepoLoan_TD_Daily Interest Accrual,Treasury|Placement|DepoLoan_TD_Daily Interest Accrual,
Treasury,Borrowing,DepoLoan_TD_Daily Interest Accrual,Treasury|Borrowing|DepoLoan_TD_Daily Interest Accrual,
Treasury,Borrowing,DepoLoan_TD_Daily Interest Accrual_FCY (NI),Treasury|Borrowing|DepoLoan_TD_Daily Interest Accrual_FCY (NI),
Treasury,Placement,DepoLoan_TD_Daily Interest Accrual_FCY (NI),Treasury|Placement|DepoLoan_TD_Daily Interest Accrual_FCY (NI),
Treasury,Borrowing,DepoLoan_TD_Daily Interest Accrual_FCY_IDR,Treasury|Borrowing|DepoLoan_TD_Daily Interest Accrual_FCY_IDR,
Treasury,Placement,DepoLoan_TD_Daily Interest Accrual_FCY_IDR,Treasury|Placement|DepoLoan_TD_Daily Interest Accrual_FCY_IDR,
Treasury,FRA,FRA_MF_Pay Date Gain/Loss,Treasury|FRA|FRA_MF_Pay Date Gain/Loss,
Treasury,FRA,FRA_MF_Pay Date Gain/Loss_FCY (NI),Treasury|FRA|FRA_MF_Pay Date Gain/Loss_FCY (NI),
Treasury,FRA,FRA_MF_Pay Date Gain/Loss_FCY_IDR,Treasury|FRA|FRA_MF_Pay Date Gain/Loss_FCY_IDR,
Treasury,FRA,FRA_TD_Daily Mark to Market,Treasury|FRA|FRA_TD_Daily Mark to Market,
Treasury,FRA,FRA_TD_Maturity Date Commitment,Treasury|FRA|FRA_TD_Maturity Date Commitment,
Treasury,FRA,FRA_TD_Trade Date Commitment,Treasury|FRA|FRA_TD_Trade Date Commitment,
Treasury,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends,Treasury|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends,
Treasury,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends,Treasury|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends,
Treasury,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends,Treasury|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends,
Treasury,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury,FXO,FX Option_MF_Payment Premium Trade Date,Treasury|FXO|FX Option_MF_Payment Premium Trade Date,
Treasury,FXO,FX Option_MF_Payment Premium Value Date,Treasury|FXO|FX Option_MF_Payment Premium Value Date,
Treasury,MMLD FXO,FX Option_MF_Payment Premium Value Date,Treasury|MMLD FXO|FX Option_MF_Payment Premium Value Date,
Treasury,FXO,FX Option_MF_Premium Trade Date,Treasury|FXO|FX Option_MF_Premium Trade Date,
Treasury,FXO,FX Option_MF_Premium Value Date,Treasury|FXO|FX Option_MF_Premium Value Date,
Treasury,MMLD FXO,FX Option_MF_Termination Fee,Treasury|MMLD FXO|FX Option_MF_Termination Fee,
Treasury,FXO,FX Option_MF_Termination Fee,Treasury|FXO|FX Option_MF_Termination Fee,
Treasury,MMLD FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury|MMLD FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury,FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury|FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury,MMLD FXO,FX Option_MF_Termination Fee_FCY_IDR,Treasury|MMLD FXO|FX Option_MF_Termination Fee_FCY_IDR,
Treasury,FXO,FX Option_MF_Termination Fee_FCY_IDR,Treasury|FXO|FX Option_MF_Termination Fee_FCY_IDR,
Treasury,FXO,FX Option_TD_Daily Mark to Market,Treasury|FXO|FX Option_TD_Daily Mark to Market,
Treasury,FXO,FX Option_TD_Exercise/Closing Date OffBalance Principal,Treasury|FXO|FX Option_TD_Exercise/Closing Date OffBalance Principal,
Treasury,FXO,FX Option_TD_Maturity Date OffBalance Principal,Treasury|FXO|FX Option_TD_Maturity Date OffBalance Principal,
Treasury,FXO,FX Option_TD_Trade Date OffBalance Principal,Treasury|FXO|FX Option_TD_Trade Date OffBalance Principal,
Treasury,FX Swap,FX_MF_Pay Date FX Position IDR Strong Currency,Treasury|FX Swap|FX_MF_Pay Date FX Position IDR Strong Currency,
Treasury,FX Forward,FX_MF_Pay Date FX Position IDR Strong Currency,Treasury|FX Forward|FX_MF_Pay Date FX Position IDR Strong Currency,
Treasury,FX Spot,FX_MF_Pay Date FX Position IDR Strong Currency,Treasury|FX Spot|FX_MF_Pay Date FX Position IDR Strong Currency,
Treasury,CCS IRS,FX_MF_Pay Date FX Position IDR Strong Currency,Treasury|CCS IRS|FX_MF_Pay Date FX Position IDR Strong Currency,
Treasury,CCS IRS,FX_MF_Pay Date FX Position Reval,Treasury|CCS IRS|FX_MF_Pay Date FX Position Reval,
Treasury,FX Swap,FX_MF_Pay Date FX Position Reval,Treasury|FX Swap|FX_MF_Pay Date FX Position Reval,
Treasury,FX Forward,FX_MF_Pay Date FX Position Reval,Treasury|FX Forward|FX_MF_Pay Date FX Position Reval,
Treasury,FX Spot,FX_MF_Pay Date FX Position Reval,Treasury|FX Spot|FX_MF_Pay Date FX Position Reval,
Treasury,FX NDF,FX_MF_Settle Date Payout,Treasury|FX NDF|FX_MF_Settle Date Payout,
Treasury,FX NDF,FX_MF_Settle Date Payout_FCY (NI),Treasury|FX NDF|FX_MF_Settle Date Payout_FCY (NI),
Treasury,FX NDF,FX_MF_Settle Date Payout_FCY_IDR,Treasury|FX NDF|FX_MF_Settle Date Payout_FCY_IDR,
Treasury,FX Swap,FX_MF_Trade Date OffBalance Principal,Treasury|FX Swap|FX_MF_Trade Date OffBalance Principal,
Treasury,FX Forward,FX_MF_Trade Date OffBalance Principal,Treasury|FX Forward|FX_MF_Trade Date OffBalance Principal,
Treasury,FX Spot,FX_MF_Trade Date OffBalance Principal,Treasury|FX Spot|FX_MF_Trade Date OffBalance Principal,
Treasury,FX Swap,FX_MF_Value Date OffBalance Principal,Treasury|FX Swap|FX_MF_Value Date OffBalance Principal,
Treasury,FX Forward,FX_MF_Value Date OffBalance Principal,Treasury|FX Forward|FX_MF_Value Date OffBalance Principal,
Treasury,FX Spot,FX_MF_Value Date OffBalance Principal,Treasury|FX Spot|FX_MF_Value Date OffBalance Principal,
Treasury,FX Swap,FX_MF_Value Date Principal,Treasury|FX Swap|FX_MF_Value Date Principal,
Treasury,FX Forward,FX_MF_Value Date Principal,Treasury|FX Forward|FX_MF_Value Date Principal,
Treasury,FX Spot,FX_MF_Value Date Principal,Treasury|FX Spot|FX_MF_Value Date Principal,
Treasury,FX Swap,FX_TD_Daily Mark-to-Market,Treasury|FX Swap|FX_TD_Daily Mark-to-Market,
Treasury,FX Forward,FX_TD_Daily Mark-to-Market,Treasury|FX Forward|FX_TD_Daily Mark-to-Market,
Treasury,FX Spot,FX_TD_Daily Mark-to-Market,Treasury|FX Spot|FX_TD_Daily Mark-to-Market,
Treasury,FX NDF,FX_TD_Daily Mark-to-Market NDF,Treasury|FX NDF|FX_TD_Daily Mark-to-Market NDF,
Treasury,FX NDF,FX_TD_Expiry Date OffBalance Principal,Treasury|FX NDF|FX_TD_Expiry Date OffBalance Principal,
Treasury,FX NDF,FX_TD_Trade Date OffBalance Principal,Treasury|FX NDF|FX_TD_Trade Date OffBalance Principal,
Treasury,Reverse Repo,MM_TD_Daily Attributable Fee Amortization,Treasury|Reverse Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury,Repo,MM_TD_Daily Attributable Fee Amortization,Treasury|Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury,Placement,MM_TD_Daily Attributable Fee Amortization,Treasury|Placement|MM_TD_Daily Attributable Fee Amortization,
Treasury,Borrowing,MM_TD_Daily Attributable Fee Amortization,Treasury|Borrowing|MM_TD_Daily Attributable Fee Amortization,
Treasury,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury,Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury|Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury,Placement,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury|Placement|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY_IDR,Treasury|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY_IDR,
Treasury,Repo,MM_TD_Daily Attributable Fee Amortization_FCY_IDR,Treasury|Repo|MM_TD_Daily Attributable Fee Amortization_FCY_IDR,
Treasury,Placement,MM_TD_Daily Attributable Fee Amortization_FCY_IDR,Treasury|Placement|MM_TD_Daily Attributable Fee Amortization_FCY_IDR,
Treasury,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY_IDR,Treasury|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY_IDR,
Treasury,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass,Treasury|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass,
Treasury,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass_FCY (NI),Treasury|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass_FCY (NI),
Treasury,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass_FCY_IDR,Treasury|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date,Treasury|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date,
Treasury,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL,Treasury|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL,
Treasury,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL_FCY (NI),Treasury|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL_FCY (NI),
Treasury,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL_FCY_IDR,Treasury|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL_FCY_IDR,
Treasury,MMLD FXO,MMLD FXO_TD_Closing Date Offbalance,Treasury|MMLD FXO|MMLD FXO_TD_Closing Date Offbalance,
Treasury,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass,Treasury|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass,
Treasury,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass_FCY (NI),Treasury|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass_FCY (NI),
Treasury,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass_FCY_IDR,Treasury|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass_FCY_IDR,
Treasury,MMLD FXO,MMLD FXO_TD_Daily Accrual,Treasury|MMLD FXO|MMLD FXO_TD_Daily Accrual,
Treasury,MMLD FXO,MMLD FXO_TD_Daily Accrual_FCY (NI),Treasury|MMLD FXO|MMLD FXO_TD_Daily Accrual_FCY (NI),
Treasury,MMLD FXO,MMLD FXO_TD_Daily Accrual_FCY_IDR,Treasury|MMLD FXO|MMLD FXO_TD_Daily Accrual_FCY_IDR,
Treasury,MMLD FXO,MMLD FXO_TD_Maturity Date Offbalance,Treasury|MMLD FXO|MMLD FXO_TD_Maturity Date Offbalance,
Treasury,MMLD FXO,MMLD FXO_TD_Trade Date Full Premium,Treasury|MMLD FXO|MMLD FXO_TD_Trade Date Full Premium,
Treasury,MMLD FXO,MMLD FXO_TD_Trade Date Offbalance,Treasury|MMLD FXO|MMLD FXO_TD_Trade Date Offbalance,
Treasury,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass,Treasury|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass,
Treasury,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass_FCY (NI),Treasury|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass_FCY (NI),
Treasury,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass_FCY_IDR,Treasury|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass_FCY_IDR,
Treasury,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass,Treasury|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass,
Treasury,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass_FCY (NI),Treasury|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass_FCY (NI),
Treasury,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass_FCY_IDR,Treasury|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury,MMLD Rate,MMLD Rate_MF_Full Upfront Premium Pay Date (Client),Treasury|MMLD Rate|MMLD Rate_MF_Full Upfront Premium Pay Date (Client),
Treasury,MMLD Rate,MMLD Rate_MF_Full Upfront Premium Pay Date (Cpty),Treasury|MMLD Rate|MMLD Rate_MF_Full Upfront Premium Pay Date (Cpty),
Treasury,MMLD Rate,MMLD Rate_MF_Pay Date Premium Instalments,Treasury|MMLD Rate|MMLD Rate_MF_Pay Date Premium Instalments,
Treasury,MMLD Rate,MMLD Rate_MF_Pay Date Yield,Treasury|MMLD Rate|MMLD Rate_MF_Pay Date Yield,
Treasury,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL,Treasury|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL,
Treasury,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL_FCY (NI),Treasury|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL_FCY (NI),
Treasury,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL_FCY_IDR,Treasury|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL_FCY_IDR,
Treasury,MMLD Rate,MMLD Rate_MF_Trade Date Full Premium (Instalment),Treasury|MMLD Rate|MMLD Rate_MF_Trade Date Full Premium (Instalment),
Treasury,MMLD Rate,MMLD Rate_TD_Daily Mark to Market,Treasury|MMLD Rate|MMLD Rate_TD_Daily Mark to Market,
Treasury,MMLD FXO,MMLD_MF Reversal of Remaining Premium,Treasury|MMLD FXO|MMLD_MF Reversal of Remaining Premium,
Treasury,MMLD Rate,MMLD_MF Reversal of Remaining Premium,Treasury|MMLD Rate|MMLD_MF Reversal of Remaining Premium,
Treasury,DCI Premium,Option MF_Expiry Date Premium Reclass,Treasury|DCI Premium|Option MF_Expiry Date Premium Reclass,
Treasury,FXO,Option MF_Expiry Date Premium Reclass,Treasury|FXO|Option MF_Expiry Date Premium Reclass,
Treasury,Bond Option,Option MF_Expiry Date Premium Reclass,Treasury|Bond Option|Option MF_Expiry Date Premium Reclass,
Treasury,DCI Premium,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury|DCI Premium|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury,FXO,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury|FXO|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury,Bond Option,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury|Bond Option|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury,DCI Premium,Option MF_Expiry Date Premium Reclass_FCY_IDR,Treasury|DCI Premium|Option MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury,FXO,Option MF_Expiry Date Premium Reclass_FCY_IDR,Treasury|FXO|Option MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury,Bond Option,Option MF_Expiry Date Premium Reclass_FCY_IDR,Treasury|Bond Option|Option MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury,Reverse Repo,PSAK_MF_Pay Date Attributable Fee,Treasury|Reverse Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury,Borrowing,PSAK_MF_Pay Date Attributable Fee,Treasury|Borrowing|PSAK_MF_Pay Date Attributable Fee,
Treasury,Placement,PSAK_MF_Pay Date Attributable Fee,Treasury|Placement|PSAK_MF_Pay Date Attributable Fee,
Treasury,Bond Amortised Cost,PSAK_MF_Pay Date Attributable Fee,Treasury|Bond Amortised Cost|PSAK_MF_Pay Date Attributable Fee,
Treasury,Bond FVOCI,PSAK_MF_Pay Date Attributable Fee,Treasury|Bond FVOCI|PSAK_MF_Pay Date Attributable Fee,
Treasury,Bond Issuance,PSAK_MF_Pay Date Attributable Fee,Treasury|Bond Issuance|PSAK_MF_Pay Date Attributable Fee,
Treasury,Repo,PSAK_MF_Pay Date Attributable Fee,Treasury|Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury,Placement(Discounted),PSAK_MF_Pay Date Attributable Fee,Treasury|Placement(Discounted)|PSAK_MF_Pay Date Attributable Fee,
Treasury,Bond Amortised Cost,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury|Bond Amortised Cost|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury,Bond FVOCI,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury|Bond FVOCI|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury,Bond FVTPL,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury|Bond FVTPL|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),Treasury|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),
Treasury,Bond Amortised Cost,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),Treasury|Bond Amortised Cost|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),
Treasury,Bond FVOCI,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),Treasury|Bond FVOCI|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),
Treasury,Bond FVTPL,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),Treasury|Bond FVTPL|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),
Treasury,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_IDR,Treasury|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_IDR,
Treasury,Bond Amortised Cost,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_IDR,Treasury|Bond Amortised Cost|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_IDR,
Treasury,Bond FVOCI,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_IDR,Treasury|Bond FVOCI|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_IDR,
Treasury,Bond FVTPL,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_IDR,Treasury|Bond FVTPL|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_IDR,
Treasury,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) Issuance,Treasury|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) Issuance,
Treasury,Bond Amortised Cost,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury|Bond Amortised Cost|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury,Bond FVOCI,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury|Bond FVOCI|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury,Bond FVTPL,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury|Bond FVTPL|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury,FX Forward,PSAK_MF_Pay Date WIthholding Tax,Treasury|FX Forward|PSAK_MF_Pay Date WIthholding Tax,
Treasury,FXO,PSAK_MF_Pay Date WIthholding Tax,Treasury|FXO|PSAK_MF_Pay Date WIthholding Tax,
Treasury,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax,Treasury|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax,
Treasury,Borrowing,PSAK_MF_Pay Date WIthholding Tax,Treasury|Borrowing|PSAK_MF_Pay Date WIthholding Tax,
Treasury,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax,Treasury|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax,
Treasury,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax,Treasury|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax,
Treasury,Bond FVTPL,PSAK_MF_Pay Date WIthholding Tax,Treasury|Bond FVTPL|PSAK_MF_Pay Date WIthholding Tax,
Treasury,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax,Treasury|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax,
Treasury,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury,FX Forward,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury|FX Forward|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury,FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury|FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury,Borrowing,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury|Borrowing|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury,Bond FVTPL,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury|Bond FVTPL|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury,FX Forward,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury|FX Forward|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury,FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury|FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury,Bond FVTPL,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury|Bond FVTPL|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury,Borrowing,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury|Borrowing|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury,Bond FVTPL,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury|Bond FVTPL|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization,
