TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury,Bond FVTPL,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury|Bond FVTPL|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR,Treasury|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR,
Treasury,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR,Treasury|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR,
Treasury,Bond FVTPL,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR,Treasury|Bond FVTPL|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR,
Treasury,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR,Treasury|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR,
Treasury,Bond Amortised Cost,PSAK_TD_Total Premium/Discount Amortization Maturity Date,Treasury|Bond Amortised Cost|PSAK_TD_Total Premium/Discount Amortization Maturity Date,
Treasury,Bond FVOCI,PSAK_TD_Total Premium/Discount Amortization Maturity Date,Treasury|Bond FVOCI|PSAK_TD_Total Premium/Discount Amortization Maturity Date,
Treasury,Placement(Discounted),PSAK_TD_Total Premium/Discount Amortization Maturity Date,Treasury|Placement(Discounted)|PSAK_TD_Total Premium/Discount Amortization Maturity Date,
Treasury,Reverse Repo,Repo_MF_Maturity Date Principal,Treasury|Reverse Repo|Repo_MF_Maturity Date Principal,
Treasury,Repo,Repo_MF_Maturity Date Principal,Treasury|Repo|Repo_MF_Maturity Date Principal,
Treasury,Repo Coupon Transfer,Repo_MF_Pay Date Collateral Coupon Transfer,Treasury|Repo Coupon Transfer|Repo_MF_Pay Date Collateral Coupon Transfer,
Treasury,Reverse Repo,Repo_MF_Pay Date Interest,Treasury|Reverse Repo|Repo_MF_Pay Date Interest,
Treasury,Repo,Repo_MF_Pay Date Interest,Treasury|Repo|Repo_MF_Pay Date Interest,
Treasury,Repo,Repo_MF_Pay Date Interest PL_FCY (NI),Treasury|Repo|Repo_MF_Pay Date Interest PL_FCY (NI),
Treasury,Reverse Repo,Repo_MF_Pay Date Interest PL_FCY (NI),Treasury|Reverse Repo|Repo_MF_Pay Date Interest PL_FCY (NI),
Treasury,Repo,Repo_MF_Pay Date Interest PL_FCY_IDR,Treasury|Repo|Repo_MF_Pay Date Interest PL_FCY_IDR,
Treasury,Reverse Repo,Repo_MF_Pay Date Interest PL_FCY_IDR,Treasury|Reverse Repo|Repo_MF_Pay Date Interest PL_FCY_IDR,
Treasury,Repo,Repo_MF_Trade Date Principal,Treasury|Repo|Repo_MF_Trade Date Principal,
Treasury,Reverse Repo,Repo_MF_Trade Date Principal,Treasury|Reverse Repo|Repo_MF_Trade Date Principal,
Treasury,Reverse Repo,Repo_MF_Value Date Principal,Treasury|Reverse Repo|Repo_MF_Value Date Principal,
Treasury,Repo,Repo_MF_Value Date Principal,Treasury|Repo|Repo_MF_Value Date Principal,
Treasury,Repo,Repo_TD_Daily Interest Accrual,Treasury|Repo|Repo_TD_Daily Interest Accrual,
Treasury,Reverse Repo,Repo_TD_Daily Interest Accrual,Treasury|Reverse Repo|Repo_TD_Daily Interest Accrual,
Treasury,Repo,Repo_TD_Daily Interest Accrual_FCY (NI),Treasury|Repo|Repo_TD_Daily Interest Accrual_FCY (NI),
Treasury,Reverse Repo,Repo_TD_Daily Interest Accrual_FCY (NI),Treasury|Reverse Repo|Repo_TD_Daily Interest Accrual_FCY (NI),
Treasury,Repo,Repo_TD_Daily Interest Accrual_FCY_IDR,Treasury|Repo|Repo_TD_Daily Interest Accrual_FCY_IDR,
Treasury,Reverse Repo,Repo_TD_Daily Interest Accrual_FCY_IDR,Treasury|Reverse Repo|Repo_TD_Daily Interest Accrual_FCY_IDR,
Treasury,Settlement,Tax Actual Pay Date (EOD),Treasury|Settlement|Tax Actual Pay Date (EOD),
Treasury,Settlement,Value Day (EOD),Treasury|Settlement|Value Day (EOD),
Treasury,Settlement,Value Day (Real-Time),Treasury|Settlement|Value Day (Real-Time),
Treasury,Bond FVTPL,Bond_TD_Maturity Pay Date RPL,Treasury|Bond FVTPL|Bond_TD_Maturity Pay Date RPL,
Treasury,Bond FVTPL,Bond_TD_Maturity Pay Date RPL_FCY (NI),Treasury|Bond FVTPL|Bond_TD_Maturity Pay Date RPL_FCY (NI),
Treasury,Bond FVTPL,Bond_TD_Maturity Pay Date RPL_FCY_IDR,Treasury|Bond FVTPL|Bond_TD_Maturity Pay Date RPL_FCY_IDR,
Treasury,Settlement,Value Day (EOD) TPS_NI,Treasury|Settlement|Value Day (EOD) TPS_NI,
Treasury,FX NDF,FX_MF_Fixing Date Commitment,Treasury|FX NDF|FX_MF_Fixing Date Commitment,
Treasury,FX NDF,FX_MF_Maturity Date Commitment,Treasury|FX NDF|FX_MF_Maturity Date Commitment,
Treasury,FX NDF,FX_MF_Expiry Date Mark to Market NDF,Treasury|FX NDF|FX_MF_Expiry Date Mark to Market NDF,
Treasury,FX NDF,FX_MF_Mark to Market NDF,Treasury|FX NDF|FX_MF_Mark to Market NDF,
Treasury,Bond FVOCI,Bond_TD_Sell Date Traded Interest,Treasury|Bond FVOCI|Bond_TD_Sell Date Traded Interest,
Treasury,Bond FVOCI,Bond_TD_Sell Date Traded Interest_FCY (NI),Treasury|Bond FVOCI|Bond_TD_Sell Date Traded Interest_FCY (NI),
Treasury,Bond FVOCI,Bond_TD_Sell Date Traded Interest_FCY_IDR,Treasury|Bond FVOCI|Bond_TD_Sell Date Traded Interest_FCY_IDR,
Treasury,Bond FVTPL,Bond_TD_Sell Date Traded Interest,Treasury|Bond FVTPL|Bond_TD_Sell Date Traded Interest,
Treasury,Bond FVTPL,Bond_TD_Sell Date Traded Interest_FCY (NI),Treasury|Bond FVTPL|Bond_TD_Sell Date Traded Interest_FCY (NI),
Treasury,Bond FVTPL,Bond_TD_Sell Date Traded Interest_FCY_IDR,Treasury|Bond FVTPL|Bond_TD_Sell Date Traded Interest_FCY_IDR,
Treasury,Placement,DepoLoan_TD_Daily Mark to Market,Treasury|Placement|DepoLoan_TD_Daily Mark to Market,
Treasury,Placement,DepoLoan_MF_Closing Date Principal,Treasury|Placement|DepoLoan_MF_Closing Date Principal,
Treasury,Placement,DepoLoan_MF_Closing Date Accrued Interest,Treasury|Placement|DepoLoan_MF_Closing Date Accrued Interest,
Treasury,Placement,DepoLoan_MF_Closing Date Accrued Interest_FCY (NI),Treasury|Placement|DepoLoan_MF_Closing Date Accrued Interest_FCY (NI),
Treasury,Placement,DepoLoan_MF_Closing Date Accrued Interest_FCY_IDR,Treasury|Placement|DepoLoan_MF_Closing Date Accrued Interest_FCY_IDR,
Treasury,Placement,DepoLoan_MF_Pay Date Termination Fee,Treasury|Placement|DepoLoan_MF_Pay Date Termination Fee,
Treasury,Placement,DepoLoan_MF_Pay Date Termination Fee_FCY (NI),Treasury|Placement|DepoLoan_MF_Pay Date Termination Fee_FCY (NI),
Treasury,Placement,DepoLoan_MF_Pay Date Termination Fee_FCY_IDR,Treasury|Placement|DepoLoan_MF_Pay Date Termination Fee_FCY_IDR,
Treasury,Borrowing,DepoLoan_TD_Daily Mark to Market,Treasury|Borrowing|DepoLoan_TD_Daily Mark to Market,
Treasury,Borrowing,DepoLoan_MF_Closing Date Accrued Interest,Treasury|Borrowing|DepoLoan_MF_Closing Date Accrued Interest,
Treasury,Borrowing,DepoLoan_MF_Closing Date Accrued Interest_FCY (NI),Treasury|Borrowing|DepoLoan_MF_Closing Date Accrued Interest_FCY (NI),
Treasury,Borrowing,DepoLoan_MF_Closing Date Accrued Interest_FCY_IDR,Treasury|Borrowing|DepoLoan_MF_Closing Date Accrued Interest_FCY_IDR,
Treasury,Borrowing,DepoLoan_MF_Closing Date Principal,Treasury|Borrowing|DepoLoan_MF_Closing Date Principal,
Treasury,Borrowing,DepoLoan_MF_Pay Date Termination Fee,Treasury|Borrowing|DepoLoan_MF_Pay Date Termination Fee,
Treasury,Borrowing,DepoLoan_MF_Pay Date Termination Fee_FCY (NI),Treasury|Borrowing|DepoLoan_MF_Pay Date Termination Fee_FCY (NI),
Treasury,Borrowing,DepoLoan_MF_Pay Date Termination Fee_FCY_IDR,Treasury|Borrowing|DepoLoan_MF_Pay Date Termination Fee_FCY_IDR,
Treasury,Reverse Repo,Repo_TD_Daily Mark to Market,Treasury|Reverse Repo|Repo_TD_Daily Mark to Market,
Treasury,Reverse Repo,Repo_MF_Closing Date Accrued Interest,Treasury|Reverse Repo|Repo_MF_Closing Date Accrued Interest,
Treasury,Reverse Repo,Repo_MF_Closing Date Accrued Interest_FCY (NI),Treasury|Reverse Repo|Repo_MF_Closing Date Accrued Interest_FCY (NI),
Treasury,Reverse Repo,Repo_MF_Closing Date Accrued Interest_FCY_IDR,Treasury|Reverse Repo|Repo_MF_Closing Date Accrued Interest_FCY_IDR,
Treasury,Reverse Repo,Repo_MF_Pay Date Termination Fee,Treasury|Reverse Repo|Repo_MF_Pay Date Termination Fee,
Treasury,Reverse Repo,Repo_MF_Pay Date Termination Fee_FCY (NI),Treasury|Reverse Repo|Repo_MF_Pay Date Termination Fee_FCY (NI),
Treasury,Reverse Repo,Repo_MF_Pay Date Termination Fee_FCY_IDR,Treasury|Reverse Repo|Repo_MF_Pay Date Termination Fee_FCY_IDR,
Treasury,Reverse Repo,Repo_MF_Closing Date Principal,Treasury|Reverse Repo|Repo_MF_Closing Date Principal,
Treasury,Repo,Repo_TD_Daily Mark to Market,Treasury|Repo|Repo_TD_Daily Mark to Market,
Treasury,Repo,Repo_MF_Closing Date Accrued Interest,Treasury|Repo|Repo_MF_Closing Date Accrued Interest,
Treasury,Repo,Repo_MF_Closing Date Accrued Interest_FCY (NI),Treasury|Repo|Repo_MF_Closing Date Accrued Interest_FCY (NI),
Treasury,Repo,Repo_MF_Closing Date Accrued Interest_FCY_IDR,Treasury|Repo|Repo_MF_Closing Date Accrued Interest_FCY_IDR,
Treasury,Repo,Repo_MF_Closing Date Principal,Treasury|Repo|Repo_MF_Closing Date Principal,
Treasury,Repo,Repo_MF_Pay Date Termination Fee,Treasury|Repo|Repo_MF_Pay Date Termination Fee,
Treasury,Repo,Repo_MF_Pay Date Termination Fee_FCY (NI),Treasury|Repo|Repo_MF_Pay Date Termination Fee_FCY (NI),
Treasury,Repo,Repo_MF_Pay Date Termination Fee_FCY_IDR,Treasury|Repo|Repo_MF_Pay Date Termination Fee_FCY_IDR,
Treasury,Bond Amortised Cost,PSAK_TD_Total Premium/Discount Amort Maturity Date_FCY (NI),Treasury|Bond Amortised Cost|PSAK_TD_Total Premium/Discount Amort Maturity Date_FCY (NI),
Treasury,Bond Amortised Cost,PSAK_TD_Total Premium/Discount Amort Maturity Date_FCY_IDR,Treasury|Bond Amortised Cost|PSAK_TD_Total Premium/Discount Amort Maturity Date_FCY_IDR,
Treasury,Bond FVOCI,PSAK_TD_Total Premium/Discount Amort Maturity Date_FCY (NI),Treasury|Bond FVOCI|PSAK_TD_Total Premium/Discount Amort Maturity Date_FCY (NI),
Treasury,Bond FVOCI,PSAK_TD_Total Premium/Discount Amort Maturity Date_FCY_IDR,Treasury|Bond FVOCI|PSAK_TD_Total Premium/Discount Amort Maturity Date_FCY_IDR,
Treasury,Bond Issuance,Bond Issue_TD_ Attributable Fee Maturity Date_FCY (NI),Treasury|Bond Issuance|Bond Issue_TD_ Attributable Fee Maturity Date_FCY (NI),
Treasury,Bond Issuance,Bond Issue_TD_ Attributable Fee Maturity Date_FCY_IDR,Treasury|Bond Issuance|Bond Issue_TD_ Attributable Fee Maturity Date_FCY_IDR,
Treasury,Bond Issuance,Bond Issue_TD_Premium/Discount Maturity Date_FCY (NI),Treasury|Bond Issuance|Bond Issue_TD_Premium/Discount Maturity Date_FCY (NI),
Treasury,Bond Issuance,Bond Issue_TD_Premium/Discount Maturity Date_FCY_IDR,Treasury|Bond Issuance|Bond Issue_TD_Premium/Discount Maturity Date_FCY_IDR,
Treasury,Placement,DepoLoan_TD_Daily Mark to Market_FCY (NI),Treasury|Placement|DepoLoan_TD_Daily Mark to Market_FCY (NI),
Treasury,Placement,DepoLoan_TD_Daily Mark to Market_FCY_IDR,Treasury|Placement|DepoLoan_TD_Daily Mark to Market_FCY_IDR,
Treasury,Borrowing,DepoLoan_TD_Daily Mark to Market_FCY (NI),Treasury|Borrowing|DepoLoan_TD_Daily Mark to Market_FCY (NI),
Treasury,Borrowing,DepoLoan_TD_Daily Mark to Market_FCY_IDR,Treasury|Borrowing|DepoLoan_TD_Daily Mark to Market_FCY_IDR,
Treasury,Repo,Repo_TD_Daily Mark to Market_FCY (NI),Treasury|Repo|Repo_TD_Daily Mark to Market_FCY (NI),
Treasury,Repo,Repo_TD_Daily Mark to Market_FCY_IDR,Treasury|Repo|Repo_TD_Daily Mark to Market_FCY_IDR,
Treasury,Reverse Repo,Repo_TD_Daily Mark to Market_FCY (NI),Treasury|Reverse Repo|Repo_TD_Daily Mark to Market_FCY (NI),
Treasury,Reverse Repo,Repo_TD_Daily Mark to Market_FCY_IDR,Treasury|Reverse Repo|Repo_TD_Daily Mark to Market_FCY_IDR,
Treasury,MMLD FXO,MMLD FXO_TD_Daily Mark to Market,Treasury|MMLD FXO|MMLD FXO_TD_Daily Mark to Market,
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Rec_FCY_IDR,Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Rec_FCY_IDR,
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Rec_FCY (NI),Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Rec_FCY (NI),
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Rec,Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Rec,
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY (NI),Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY (NI),
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY_IDR,Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY_IDR,
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY_IDR,Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY_IDR,
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Pay_FCY_IDR,Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Pay_FCY_IDR,
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY (NI),Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY (NI),
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Pay_FCY (NI),Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Pay_FCY (NI),
Treasury,CCS IRS,CCS/IRS_MF_Daily Interest Accrued_Pay,Treasury|CCS IRS|CCS/IRS_MF_Daily Interest Accrued_Pay,
