ACCOUNTINGPARAMETERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ACCOUNTINGPARAMETERS
ACCRUED_INCL_WEEKENDS_ONLY,ACC_METH,AEL_MODULE,ALLOCATION_FEE_ALLOC,ALLOC_INSTR_DAYCOUNT,ALLOC_START_DAY,ASSIGNMENT_FEE_ALLOC,BILL_ALLOC,BOND_ALLOC,BROKER_FEE_ALLOC,CASH_ALLOC,CFD_RPL,COMMISSION_ALLOC,CURR.INSID,DEFAULT_ALLOC,DEPOSIT_ALLOC,EXERCISE_CASH_ALLOC,EXTENSION_FEE_ALLOC,FILL_FEE_ALLOC,FRA_ALLOC,FRN_ALLOC,FUTURE_RPL,INTERNAL_FEE_ALLOC,INTR_DUE_ALLOC,IRA_ALLOC,MATCH_METH,MBS_ABS_ALLOC,MTM_PTYNBR.PTYID,NAME,NO_INTEREST_UNTIL_ACQUIRE_DAY,OPTION_ALLOC,OUTRIGHT_PIPS_INTEREST_START,PL_VERSION,RECOVERY_ALLOC,SETTLE_ON_PAY_DAY,SWAP_ALLOC,TERMINATION_FEE_ALLOC,USE_TAX_LOTS,ZERO_ALLOC,
Yes,Mark-to-Market,PS_Liquidity_Acc_Hook,As Fee on Pay Day,1,Instrument Start/Acquire Day,As Fee on Pay Day,Depr Prem Linear,Depr Prem At Maturity,As Fee on Pay Day,As Fee on Pay Day,Daily,As Fee on Pay Day,EUR,Depr Prem Linear,Depr Prem YTM Periodic Linear,As Fee on Pay Day,As Fee on Pay Day,As Fee on Pay Day,As Interest Coupon,Depr Prem YTM Periodic Linear,Daily,As Fee on Pay Day,As Interest Coupon,Trade Day,FIFO,Depr Prem Linear,EOD_MtM,LIQUIDITY,1,Trade Day,Spot,2,As Fee on Pay Day,1,As Fee,As Fee on Pay Day,1,Depr Prem Linear,
