TACCOUNTALLOCLINK,,,,,,/TACCOUNTALLOCLINK
COA.ID,CHART_OF_ACCOUNT.T_ACCOUNT.NUMBER,JVD.ID,CHART_OF_ACCOUNT.BOOK.NAME,ID,TREATMENT.NAME,
Treasury|81512401,81512401,FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Put|Credit,Treasury,Treasury|81512401|FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Put|Credit|FXO,FXO,
Treasury|81512401,81512401,FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Put|Debit,Treasury,Treasury|81512401|FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Put|Debit|FXO,FXO,
Treasury|81512401,81512401,FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Put|Debit,Treasury,Treasury|81512401|FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Put|Debit|FXO,FXO,
Treasury|61512101,61512101,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|61512101|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit|FX Spot,FX Spot,
Treasury|61512101,61512101,BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Credit,Treasury,Treasury|61512101|BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|61512101,61512101,BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Credit,Treasury,Treasury|61512101|BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|61512101,61512101,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|61512101|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit|FX Spot,FX Spot,
Treasury|61512101,61512101,BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Debit,Treasury,Treasury|61512101|BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Debit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|61512101,61512101,BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Debit,Treasury,Treasury|61512101|BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Debit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|81512101,81512101,BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Credit,Treasury,Treasury|81512101|BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|81512101,81512101,BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Credit,Treasury,Treasury|81512101|BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|81512101,81512101,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|81512101|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit|FX Spot,FX Spot,
Treasury|81512101,81512101,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|81512101|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit|FX Spot,FX Spot,
Treasury|81512101,81512101,BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Debit,Treasury,Treasury|81512101|BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Debit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|81512101,81512101,BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Debit,Treasury,Treasury|81512101|BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Debit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|61512601,61512601,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|61512601|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit|FX Swap,FX Swap,
Treasury|61512601,61512601,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|61512601|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit|FX Swap,FX Swap,
Treasury|81512601,81512601,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|81512601|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit|FX Swap,FX Swap,
Treasury|81512601,81512601,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|81512601|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit|FX Swap,FX Swap,
Treasury|61522201,61522201,FRA_TD_Maturity Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|61522201|FRA_TD_Maturity Date Commitment|Nominal Amount Accounting|Credit|FRA,FRA,
Treasury|61522201,61522201,FRA_TD_Trade Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|61522201|FRA_TD_Trade Date Commitment|Nominal Amount Accounting|Debit|FRA,FRA,
Treasury|81522201,81522201,FRA_TD_Trade Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|81522201|FRA_TD_Trade Date Commitment|Nominal Amount Accounting|Credit|FRA,FRA,
Treasury|81522201,81522201,FRA_TD_Maturity Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|81522201|FRA_TD_Maturity Date Commitment|Nominal Amount Accounting|Debit|FRA,FRA,
Treasury|61522601,61522601,CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|61522601|CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Credit|CCS IRS,CCS IRS,
Treasury|61522601,61522601,CCS/IRS_MF_Nominal Exchange Commitment_Rec|Cash Analysis Projected|Debit,Treasury,Treasury|61522601|CCS/IRS_MF_Nominal Exchange Commitment_Rec|Cash Analysis Projected|Debit|CCS IRS,CCS IRS,
Treasury|61522601,61522601,CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|61522601|CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Debit|CCS IRS,CCS IRS,
Treasury|61522601,61522601,CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|61522601|CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Debit|CCS IRS,CCS IRS,
Treasury|81522601,81522601,CCS/IRS_MF_Nominal Exchange Commitment_Rec|Cash Analysis Projected|Credit,Treasury,Treasury|81522601|CCS/IRS_MF_Nominal Exchange Commitment_Rec|Cash Analysis Projected|Credit|CCS IRS,CCS IRS,
Treasury|81522601,81522601,CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|81522601|CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Credit|CCS IRS,CCS IRS,
Treasury|81522601,81522601,CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|81522601|CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Credit|CCS IRS,CCS IRS,
Treasury|81522601,81522601,CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|81522601|CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Debit|CCS IRS,CCS IRS,
Treasury|81522301,81522301,Bond Option_TD_OffBalance Trade Date Contract Value|PSAK Bond Option Contract Value|Credit,Treasury,Treasury|81522301|Bond Option_TD_OffBalance Trade Date Contract Value|PSAK Bond Option Contract Value|Credit|Bond Option,Bond Option,
Treasury|81522301,81522301,Bond Option_TD_OffBalance Expiry Date Contract Value|PSAK Bond Option Contract Value|Debit,Treasury,Treasury|81522301|Bond Option_TD_OffBalance Expiry Date Contract Value|PSAK Bond Option Contract Value|Debit|Bond Option,Bond Option,
Treasury|61522301,61522301,Bond Option_TD_OffBalance Expiry Date Contract Value|PSAK Bond Option Contract Value|Credit,Treasury,Treasury|61522301|Bond Option_TD_OffBalance Expiry Date Contract Value|PSAK Bond Option Contract Value|Credit|Bond Option,Bond Option,
Treasury|61522301,61522301,Bond Option_TD_OffBalance Trade Date Contract Value|PSAK Bond Option Contract Value|Debit,Treasury,Treasury|61522301|Bond Option_TD_OffBalance Trade Date Contract Value|PSAK Bond Option Contract Value|Debit|Bond Option,Bond Option,
Treasury|61522401,61522401,Bond Option_TD_OffBalance Trade Date|PSAK Bond Option Contract Value|Credit,Treasury,Treasury|61522401|Bond Option_TD_OffBalance Trade Date|PSAK Bond Option Contract Value|Credit|Bond Option,Bond Option,
Treasury|61522401,61522401,Bond Option_TD_OffBalance Expiry Date|PSAK Bond Option Contract Value|Debit,Treasury,Treasury|61522401|Bond Option_TD_OffBalance Expiry Date|PSAK Bond Option Contract Value|Debit|Bond Option,Bond Option,
Treasury|81522401,81522401,Bond Option_TD_OffBalance Expiry Date|PSAK Bond Option Contract Value|Credit,Treasury,Treasury|81522401|Bond Option_TD_OffBalance Expiry Date|PSAK Bond Option Contract Value|Credit|Bond Option,Bond Option,
Treasury|81522401,81522401,Bond Option_TD_OffBalance Trade Date|PSAK Bond Option Contract Value|Debit,Treasury,Treasury|81522401|Bond Option_TD_OffBalance Trade Date|PSAK Bond Option Contract Value|Debit|Bond Option,Bond Option,
Treasury|91512701,91512701,MMLD FXO_TD_Trade Date Offbalance|Accounting MMLD notional|Credit,Treasury,Treasury|91512701|MMLD FXO_TD_Trade Date Offbalance|Accounting MMLD notional|Credit|MMLD FXO,MMLD FXO,
Treasury|91512701,91512701,MMLD FXO_TD_Closing Date Offbalance|Accounting MMLD notional|Debit,Treasury,Treasury|91512701|MMLD FXO_TD_Closing Date Offbalance|Accounting MMLD notional|Debit|MMLD FXO,MMLD FXO,
Treasury|91512701,91512701,MMLD FXO_TD_Maturity Date Offbalance|Accounting MMLD notional|Debit,Treasury,Treasury|91512701|MMLD FXO_TD_Maturity Date Offbalance|Accounting MMLD notional|Debit|MMLD FXO,MMLD FXO,
Treasury|71512701,71512701,MMLD FXO_TD_Maturity Date Offbalance|Accounting MMLD notional|Credit,Treasury,Treasury|71512701|MMLD FXO_TD_Maturity Date Offbalance|Accounting MMLD notional|Credit|MMLD FXO,MMLD FXO,
Treasury|71512701,71512701,MMLD FXO_TD_Closing Date Offbalance|Accounting MMLD notional|Credit,Treasury,Treasury|71512701|MMLD FXO_TD_Closing Date Offbalance|Accounting MMLD notional|Credit|MMLD FXO,MMLD FXO,
Treasury|71512701,71512701,MMLD FXO_TD_Trade Date Offbalance|Accounting MMLD notional|Debit,Treasury,Treasury|71512701|MMLD FXO_TD_Trade Date Offbalance|Accounting MMLD notional|Debit|MMLD FXO,MMLD FXO,
Treasury|71512201,71512201,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|71512201|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit|FX Forward,FX Forward,
Treasury|71512201,71512201,BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Credit,Treasury,Treasury|71512201|BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Credit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|71512201,71512201,BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Credit,Treasury,Treasury|71512201|BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Credit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|71512201,71512201,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|71512201|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit|FX Forward,FX Forward,
Treasury|71512201,71512201,BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Debit,Treasury,Treasury|71512201|BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Debit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|71512201,71512201,BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Debit,Treasury,Treasury|71512201|BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Debit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|91512201,91512201,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|91512201|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit|FX Forward,FX Forward,
Treasury|91512201,91512201,BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Credit,Treasury,Treasury|91512201|BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Credit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|91512201,91512201,BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Credit,Treasury,Treasury|91512201|BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Credit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|91512201,91512201,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|91512201|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit|FX Forward,FX Forward,
Treasury|91512201,91512201,BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Debit,Treasury,Treasury|91512201|BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Debit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|91512201,91512201,BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Debit,Treasury,Treasury|91512201|BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Debit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|91512202,91512202,FX_TD_Trade Date OffBalance Principal|Nominal Amount Accounting Currency 2|Credit,Treasury,Treasury|91512202|FX_TD_Trade Date OffBalance Principal|Nominal Amount Accounting Currency 2|Credit|FX NDF,FX NDF,
Treasury|91512202,91512202,FX_TD_Trade Date OffBalance Principal|Nominal Amount Accounting|Credit,Treasury,Treasury|91512202|FX_TD_Trade Date OffBalance Principal|Nominal Amount Accounting|Credit|FX NDF,FX NDF,
Treasury|91512202,91512202,FX_TD_Expiry Date OffBalance Principal|Nominal Amount Accounting Currency 2|Debit,Treasury,Treasury|91512202|FX_TD_Expiry Date OffBalance Principal|Nominal Amount Accounting Currency 2|Debit|FX NDF,FX NDF,
Treasury|91512202,91512202,FX_TD_Expiry Date OffBalance Principal|Nominal Amount Accounting|Debit,Treasury,Treasury|91512202|FX_TD_Expiry Date OffBalance Principal|Nominal Amount Accounting|Debit|FX NDF,FX NDF,
Treasury|71512202,71512202,FX_TD_Expiry Date OffBalance Principal|Nominal Amount Accounting Currency 2|Credit,Treasury,Treasury|71512202|FX_TD_Expiry Date OffBalance Principal|Nominal Amount Accounting Currency 2|Credit|FX NDF,FX NDF,
Treasury|71512202,71512202,FX_TD_Expiry Date OffBalance Principal|Nominal Amount Accounting|Credit,Treasury,Treasury|71512202|FX_TD_Expiry Date OffBalance Principal|Nominal Amount Accounting|Credit|FX NDF,FX NDF,
Treasury|71512202,71512202,FX_TD_Trade Date OffBalance Principal|Nominal Amount Accounting Currency 2|Debit,Treasury,Treasury|71512202|FX_TD_Trade Date OffBalance Principal|Nominal Amount Accounting Currency 2|Debit|FX NDF,FX NDF,
Treasury|71512202,71512202,FX_TD_Trade Date OffBalance Principal|Nominal Amount Accounting|Debit,Treasury,Treasury|71512202|FX_TD_Trade Date OffBalance Principal|Nominal Amount Accounting|Debit|FX NDF,FX NDF,
Treasury|71512301,71512301,FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Call|Credit,Treasury,Treasury|71512301|FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Call|Credit|FXO,FXO,
Treasury|71512301,71512301,FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Call|Debit,Treasury,Treasury|71512301|FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Call|Debit|FXO,FXO,
Treasury|71512301,71512301,FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Call|Debit,Treasury,Treasury|71512301|FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Call|Debit|FXO,FXO,
Treasury|91512301,91512301,FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Call|Credit,Treasury,Treasury|91512301|FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Call|Credit|FXO,FXO,
Treasury|91512301,91512301,FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Call|Credit,Treasury,Treasury|91512301|FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Call|Credit|FXO,FXO,
Treasury|91512301,91512301,FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Call|Debit,Treasury,Treasury|91512301|FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Call|Debit|FXO,FXO,
Treasury|71512401,71512401,FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Put|Credit,Treasury,Treasury|71512401|FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Put|Credit|FXO,FXO,
Treasury|71512401,71512401,FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Put|Credit,Treasury,Treasury|71512401|FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Put|Credit|FXO,FXO,
Treasury|71512401,71512401,FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Put|Debit,Treasury,Treasury|71512401|FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Put|Debit|FXO,FXO,
Treasury|91512401,91512401,FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Put|Credit,Treasury,Treasury|91512401|FX Option_TD_Maturity Date OffBalance Principal|Nominal Amount FXO Put|Credit|FXO,FXO,
Treasury|91512401,91512401,FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Put|Debit,Treasury,Treasury|91512401|FX Option_TD_Trade Date OffBalance Principal|Nominal Amount FXO Put|Debit|FXO,FXO,
Treasury|91512401,91512401,FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Put|Debit,Treasury,Treasury|91512401|FX Option_TD_Exercise/Closing Date OffBalance Principal|Nominal Amount FXO Put|Debit|FXO,FXO,
Treasury|71512101,71512101,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|71512101|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit|FX Spot,FX Spot,
Treasury|71512101,71512101,BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Credit,Treasury,Treasury|71512101|BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|71512101,71512101,BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Credit,Treasury,Treasury|71512101|BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|71512101,71512101,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|71512101|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit|FX Spot,FX Spot,
Treasury|71512101,71512101,BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Debit,Treasury,Treasury|71512101|BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Debit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|71512101,71512101,BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Debit,Treasury,Treasury|71512101|BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Debit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|91512101,91512101,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|91512101|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit|FX Spot,FX Spot,
Treasury|91512101,91512101,BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Credit,Treasury,Treasury|91512101|BN_TD_Trade Date Nominal OffBalance|Nominal Amount Accounting|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|91512101,91512101,BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Credit,Treasury,Treasury|91512101|BN_TD_Trade Date Premium OffBalance|Trade Premium Dv|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|91512101,91512101,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|91512101|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit|FX Spot,FX Spot,
Treasury|91512101,91512101,BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Debit,Treasury,Treasury|91512101|BN_TD_Value Date Nominal OffBalance|Nominal Amount Accounting|Debit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|91512101,91512101,BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Debit,Treasury,Treasury|91512101|BN_TD_Value Date Premium OffBalance|Trade Premium Dv|Debit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|71512601,71512601,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|71512601|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Credit|FX Swap,FX Swap,
Treasury|71512601,71512601,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|71512601|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Debit|FX Swap,FX Swap,
Treasury|91512601,91512601,FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit,Treasury,Treasury|91512601|FX_MF_Trade Date OffBalance Principal|Cash Analysis Projected|Credit|FX Swap,FX Swap,
Treasury|91512601,91512601,FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit,Treasury,Treasury|91512601|FX_MF_Value Date OffBalance Principal|Cash Analysis Projected|Debit|FX Swap,FX Swap,
Treasury|91522201,91522201,FRA_TD_Maturity Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|91522201|FRA_TD_Maturity Date Commitment|Nominal Amount Accounting|Credit|FRA,FRA,
Treasury|91522201,91522201,FRA_TD_Trade Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|91522201|FRA_TD_Trade Date Commitment|Nominal Amount Accounting|Debit|FRA,FRA,
Treasury|71522201,71522201,FRA_TD_Trade Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|71522201|FRA_TD_Trade Date Commitment|Nominal Amount Accounting|Credit|FRA,FRA,
Treasury|71522201,71522201,FRA_TD_Maturity Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|71522201|FRA_TD_Maturity Date Commitment|Nominal Amount Accounting|Debit|FRA,FRA,
Treasury|71522601,71522601,CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|71522601|CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Credit|CCS IRS,CCS IRS,
Treasury|71522601,71522601,CCS/IRS_MF_Nominal Exchange Commitment_Pay|Cash Analysis Projected|Debit,Treasury,Treasury|71522601|CCS/IRS_MF_Nominal Exchange Commitment_Pay|Cash Analysis Projected|Debit|CCS IRS,CCS IRS,
Treasury|71522601,71522601,CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|71522601|CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Debit|CCS IRS,CCS IRS,
Treasury|71522601,71522601,CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|71522601|CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Debit|CCS IRS,CCS IRS,
Treasury|91522601,91522601,CCS/IRS_MF_Nominal Exchange Commitment_Pay|Cash Analysis Projected|Credit,Treasury,Treasury|91522601|CCS/IRS_MF_Nominal Exchange Commitment_Pay|Cash Analysis Projected|Credit|CCS IRS,CCS IRS,
Treasury|91522601,91522601,CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|91522601|CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Credit|CCS IRS,CCS IRS,
Treasury|91522601,91522601,CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|91522601|CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Credit|CCS IRS,CCS IRS,
Treasury|91522601,91522601,CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|91522601|CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Debit|CCS IRS,CCS IRS,
Treasury|91522301,91522301,Bond Option_TD_OffBalance Expiry Date|PSAK Bond Option Contract Value|Credit,Treasury,Treasury|91522301|Bond Option_TD_OffBalance Expiry Date|PSAK Bond Option Contract Value|Credit|Bond Option,Bond Option,
Treasury|91522301,91522301,Bond Option_TD_OffBalance Trade Date|PSAK Bond Option Contract Value|Debit,Treasury,Treasury|91522301|Bond Option_TD_OffBalance Trade Date|PSAK Bond Option Contract Value|Debit|Bond Option,Bond Option,
Treasury|71522301,71522301,Bond Option_TD_OffBalance Trade Date|PSAK Bond Option Contract Value|Credit,Treasury,Treasury|71522301|Bond Option_TD_OffBalance Trade Date|PSAK Bond Option Contract Value|Credit|Bond Option,Bond Option,
Treasury|71522301,71522301,Bond Option_TD_OffBalance Expiry Date|PSAK Bond Option Contract Value|Debit,Treasury,Treasury|71522301|Bond Option_TD_OffBalance Expiry Date|PSAK Bond Option Contract Value|Debit|Bond Option,Bond Option,
Treasury|91522401,91522401,Bond Option_TD_OffBalance Trade Date Contract Value|PSAK Bond Option Contract Value|Credit,Treasury,Treasury|91522401|Bond Option_TD_OffBalance Trade Date Contract Value|PSAK Bond Option Contract Value|Credit|Bond Option,Bond Option,
Treasury|91522401,91522401,Bond Option_TD_OffBalance Expiry Date Contract Value|PSAK Bond Option Contract Value|Debit,Treasury,Treasury|91522401|Bond Option_TD_OffBalance Expiry Date Contract Value|PSAK Bond Option Contract Value|Debit|Bond Option,Bond Option,
Treasury|71522401,71522401,Bond Option_TD_OffBalance Expiry Date Contract Value|PSAK Bond Option Contract Value|Credit,Treasury,Treasury|71522401|Bond Option_TD_OffBalance Expiry Date Contract Value|PSAK Bond Option Contract Value|Credit|Bond Option,Bond Option,
Treasury|71522401,71522401,Bond Option_TD_OffBalance Trade Date Contract Value|PSAK Bond Option Contract Value|Debit,Treasury,Treasury|71522401|Bond Option_TD_OffBalance Trade Date Contract Value|PSAK Bond Option Contract Value|Debit|Bond Option,Bond Option,
Treasury|81522701,81522701,CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|81522701|CCS/IRS_Leg Closing Date Commitment|Nominal Amount Accounting|Credit|MMLD Rate,MMLD Rate,
Treasury|81522701,81522701,CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|81522701|CCS/IRS_Leg_Trade Date Commitment|Nominal Amount Accounting|Credit|MMLD Rate,MMLD Rate,
Treasury|81522701,81522701,CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Debit,Treasury,Treasury|81522701|CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Debit|MMLD Rate,MMLD Rate,
Treasury|61522701,61522701,CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Credit,Treasury,Treasury|61522701|CCS/IRS_Leg Maturity Date Commitment|Nominal Amount Accounting|Credit|MMLD Rate,MMLD Rate,
