TACCOUNTALLOCLINK,,,,,,/TACCOUNTALLOCLINK
COA.ID,CHART_OF_ACCOUNT.T_ACCOUNT.NUMBER,JVD.ID,CHART_OF_ACCOUNT.BOOK.NAME,ID,TREATMENT.NAME,
Treasury|45033201,45033201,Fund_MF_Pay Date Aggregated Dividends|Cash Analysis Projected|Credit,Treasury,Treasury|45033201|Fund_MF_Pay Date Aggregated Dividends|Cash Analysis Projected|Credit|Bond Amortised Cost,Bond Amortised Cost,
Treasury|45011101,45011101,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|45011101|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45011101,45011101,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45011101|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45011101,45011101,Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45011101|Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45013101,45013101,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|45013101|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45013101,45013101,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45013101|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45013101,45013101,Bond_TD_Daily Interest Accrual_FCY (NI)|Accounting Accrued Interest FI|Credit,Treasury,Treasury|45013101|Bond_TD_Daily Interest Accrual_FCY (NI)|Accounting Accrued Interest FI|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45013101,45013101,Bond_TD_Daily Interest Accrual_FCY_IDR|PSAK Accrued IDR|Credit,Treasury,Treasury|45013101|Bond_TD_Daily Interest Accrual_FCY_IDR|PSAK Accrued IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45013101,45013101,Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45013101|Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45013101,45013101,Bond_TD_Daily Interest Accrual|Accounting Accrued Interest FI|Credit,Treasury,Treasury|45013101|Bond_TD_Daily Interest Accrual|Accounting Accrued Interest FI|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45013101,45013101,BondRepoCollateral_TD_Daily Interest Income (RTM)|Repo Reclass Accrued Acc Curr RTM|Credit,Treasury,Treasury|45013101|BondRepoCollateral_TD_Daily Interest Income (RTM)|Repo Reclass Accrued Acc Curr RTM|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45013101,45013101,Bond_TD_Maturity Date Remaining Premium Discount|Portfolio Profit and Loss Remaining Premium Discount|Debit,Treasury,Treasury|45013101|Bond_TD_Maturity Date Remaining Premium Discount|Portfolio Profit and Loss Remaining Premium Discount|Debit|Bond FVTPL,Bond FVTPL,
Treasury|45012601,45012601,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|45012601|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45012601,45012601,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45012601|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45012601,45012601,Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45012601|Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45012701,45012701,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|45012701|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45012701,45012701,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45012701|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45012701,45012701,Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45012701|Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45012801,45012801,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|45012801|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45012801,45012801,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45012801|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45012801,45012801,Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45012801|Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45023301,45023301,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|45023301|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY_IDR|Portfolio Book Unrealized Profit and Loss IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45023301,45023301,Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45023301|Bond_TD_Daily MtM Trade Contract Ref BUPL_FCY (NI)|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|45023301,45023301,Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit,Treasury,Treasury|45023301|Bond_TD_Daily MtM Trade Contract Ref BUPL|Portfolio Book Unrealized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|48011134,48011134,MMLD FXO_TD_Daily Accrual_FCY_IDR|Accounting MMLD Daily Accrual IDR|Credit,Treasury,Treasury|48011134|MMLD FXO_TD_Daily Accrual_FCY_IDR|Accounting MMLD Daily Accrual IDR|Credit|MMLD FXO,MMLD FXO,
Treasury|48011134,48011134,MMLD FXO_TD_Daily Accrual_FCY (NI)|Accounting MMLD Daily Accrual|Credit,Treasury,Treasury|48011134|MMLD FXO_TD_Daily Accrual_FCY (NI)|Accounting MMLD Daily Accrual|Credit|MMLD FXO,MMLD FXO,
Treasury|48011134,48011134,MMLD FXO_TD_Daily Accrual|Accounting MMLD Daily Accrual|Credit,Treasury,Treasury|48011134|MMLD FXO_TD_Daily Accrual|Accounting MMLD Daily Accrual|Credit|MMLD FXO,MMLD FXO,
Treasury|48011134,48011134,MMLD FXO_MF_MMLD Yield Pay Date PL_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|48011134|MMLD FXO_MF_MMLD Yield Pay Date PL_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit|MMLD FXO,MMLD FXO,
Treasury|48011134,48011134,MMLD FXO_MF_MMLD Yield Pay Date PL_FCY (NI)|Cash Analysis Projected|Credit,Treasury,Treasury|48011134|MMLD FXO_MF_MMLD Yield Pay Date PL_FCY (NI)|Cash Analysis Projected|Credit|MMLD FXO,MMLD FXO,
Treasury|48011134,48011134,MMLD FXO_MF_MMLD Yield Pay Date PL|Cash Analysis Projected|Credit,Treasury,Treasury|48011134|MMLD FXO_MF_MMLD Yield Pay Date PL|Cash Analysis Projected|Credit|MMLD FXO,MMLD FXO,
Treasury|48011134,48011134,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_IDR|PSAK Instrument Accrued IDR Swaps|Credit,Treasury,Treasury|48011134|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_IDR|PSAK Instrument Accrued IDR Swaps|Credit|MMLD Rate,MMLD Rate,
Treasury|48011134,48011134,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI)|Portfolio Instrument Accrued|Credit,Treasury,Treasury|48011134|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI)|Portfolio Instrument Accrued|Credit|MMLD Rate,MMLD Rate,
Treasury|48011134,48011134,CCS/IRS_Leg_Daily Interest Accrued_Rec|Portfolio Instrument Accrued|Credit,Treasury,Treasury|48011134|CCS/IRS_Leg_Daily Interest Accrued_Rec|Portfolio Instrument Accrued|Credit|MMLD Rate,MMLD Rate,
Treasury|48011134,48011134,MMLD Rate_MF_Pay Date Yield PL_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|48011134|MMLD Rate_MF_Pay Date Yield PL_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit|MMLD Rate,MMLD Rate,
Treasury|48011134,48011134,MMLD Rate_MF_Pay Date Yield PL_FCY (NI)|Cash Analysis Projected|Credit,Treasury,Treasury|48011134|MMLD Rate_MF_Pay Date Yield PL_FCY (NI)|Cash Analysis Projected|Credit|MMLD Rate,MMLD Rate,
Treasury|48011134,48011134,MMLD Rate_MF_Pay Date Yield PL|Cash Analysis Projected|Credit,Treasury,Treasury|48011134|MMLD Rate_MF_Pay Date Yield PL|Cash Analysis Projected|Credit|MMLD Rate,MMLD Rate,
Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,MMLD Rate_MF_Closing Date Premium Reclass|Cash Analysis Projected|Credit,Treasury,Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS|MMLD Rate_MF_Closing Date Premium Reclass|Cash Analysis Projected|Credit|MMLD Rate,MMLD Rate,
Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,MMLD Rate_MF_Closing Date Premium Reclass_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS|MMLD Rate_MF_Closing Date Premium Reclass_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit|MMLD Rate,MMLD Rate,
Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,MMLD Rate_MF_Closing Date Premium Reclass_FCY (NI)|Cash Analysis Projected|Credit,Treasury,Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS|MMLD Rate_MF_Closing Date Premium Reclass_FCY (NI)|Cash Analysis Projected|Credit|MMLD Rate,MMLD Rate,
Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,MMLD FXO_TD_Closing Date Premium Reclass_FCY (NI)|Accounting MMLD Full Premium|Debit,Treasury,Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS|MMLD FXO_TD_Closing Date Premium Reclass_FCY (NI)|Accounting MMLD Full Premium|Debit|MMLD FXO,MMLD FXO,
Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,MMLD FXO_TD_Closing Date Premium Reclass_FCY_IDR|Accounting MMLD Full Premium IDR|Debit,Treasury,Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS|MMLD FXO_TD_Closing Date Premium Reclass_FCY_IDR|Accounting MMLD Full Premium IDR|Debit|MMLD FXO,MMLD FXO,
Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,MMLD FXO_TD_Closing Date Premium Reclass|Accounting MMLD Full Premium|Debit,Treasury,Treasury|POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS|MMLD FXO_TD_Closing Date Premium Reclass|Accounting MMLD Full Premium|Debit|MMLD FXO,MMLD FXO,
Treasury|44511101,44511101,FX_TD_Daily Mark-to-Market NDF|Portfolio Unrealized Profit and Loss|Credit,Treasury,Treasury|44511101|FX_TD_Daily Mark-to-Market NDF|Portfolio Unrealized Profit and Loss|Credit|FX NDF,FX NDF,
Treasury|44511101,44511101,FX_TD_Daily Mark-to-Market|Portfolio Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|44511101|FX_TD_Daily Mark-to-Market|Portfolio Unrealized Profit and Loss IDR|Credit|FX Swap,FX Swap,
Treasury|44511101,44511101,FX_TD_Daily Mark-to-Market|Portfolio Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|44511101|FX_TD_Daily Mark-to-Market|Portfolio Unrealized Profit and Loss IDR|Credit|FX Forward,FX Forward,
Treasury|44511101,44511101,FX_TD_Daily Mark-to-Market|Portfolio Unrealized Profit and Loss IDR|Credit,Treasury,Treasury|44511101|FX_TD_Daily Mark-to-Market|Portfolio Unrealized Profit and Loss IDR|Credit|FX Spot,FX Spot,
Treasury|44511101,44511101,FX Option_TD_Daily Mark to Market|Portfolio Theoretical Value No Premium IDR|Credit,Treasury,Treasury|44511101|FX Option_TD_Daily Mark to Market|Portfolio Theoretical Value No Premium IDR|Credit|FXO,FXO,
Treasury|44511102,44511102,FRA_MF_Pay Date Gain/Loss_FCY (NI)|Cash Analysis Projected|Credit,Treasury,Treasury|44511102|FRA_MF_Pay Date Gain/Loss_FCY (NI)|Cash Analysis Projected|Credit|FRA,FRA,
Treasury|44511102,44511102,FRA_MF_Pay Date Gain/Loss_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|44511102|FRA_MF_Pay Date Gain/Loss_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit|FRA,FRA,
Treasury|44511102,44511102,FRA_MF_Pay Date Gain/Loss|Cash Analysis Projected|Credit,Treasury,Treasury|44511102|FRA_MF_Pay Date Gain/Loss|Cash Analysis Projected|Credit|FRA,FRA,
Treasury|44511102,44511102,FRA_TD_Daily Mark to Market|Portfolio Value IDR|Credit,Treasury,Treasury|44511102|FRA_TD_Daily Mark to Market|Portfolio Value IDR|Credit|FRA,FRA,
Treasury|44511102,44511102,CCS/IRS_MF_Closing Date Accrued Interest_FCY (NI)|Cash Analysis Projected|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Closing Date Accrued Interest_FCY (NI)|Cash Analysis Projected|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_MF_Closing Date Accrued Interest_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Closing Date Accrued Interest_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_MF_Pay Date Interest_Rec_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Pay Date Interest_Rec_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI)|Cash Analysis Projected|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI)|Cash Analysis Projected|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_MF_Pay Date Interest_Pay_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Pay Date Interest_Pay_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI)|Cash Analysis Projected|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI)|Cash Analysis Projected|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_IDR|PSAK Instrument Accrued IDR Swaps|Credit,Treasury,Treasury|44511102|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_IDR|PSAK Instrument Accrued IDR Swaps|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI)|Portfolio Instrument Accrued|Credit,Treasury,Treasury|44511102|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI)|Portfolio Instrument Accrued|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_IDR|PSAK Instrument Accrued IDR Swaps|Credit,Treasury,Treasury|44511102|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_IDR|PSAK Instrument Accrued IDR Swaps|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI)|Portfolio Instrument Accrued|Credit,Treasury,Treasury|44511102|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI)|Portfolio Instrument Accrued|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_MF_Closing Date Accrued Interest|Cash Analysis Projected|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Closing Date Accrued Interest|Cash Analysis Projected|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_MF_Pay Date Interest_Pay|Cash Analysis Projected|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Pay Date Interest_Pay|Cash Analysis Projected|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_MF_Pay Date Interest_Rec|Cash Analysis Projected|Credit,Treasury,Treasury|44511102|CCS/IRS_MF_Pay Date Interest_Rec|Cash Analysis Projected|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_TD_Daily Mark to Market|Accounting MtM less Accrued Interest Acc Curr|Credit,Treasury,Treasury|44511102|CCS/IRS_TD_Daily Mark to Market|Accounting MtM less Accrued Interest Acc Curr|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_Leg_Daily Interest Accrued_Rec|Portfolio Instrument Accrued|Credit,Treasury,Treasury|44511102|CCS/IRS_Leg_Daily Interest Accrued_Rec|Portfolio Instrument Accrued|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,CCS/IRS_Leg_Daily Interest Accrued_Pay|Portfolio Instrument Accrued|Credit,Treasury,Treasury|44511102|CCS/IRS_Leg_Daily Interest Accrued_Pay|Portfolio Instrument Accrued|Credit|CCS IRS,CCS IRS,
Treasury|44511102,44511102,Bond Option_TD_Daily MtM|Portfolio Theoretical Value No Premium IDR|Credit,Treasury,Treasury|44511102|Bond Option_TD_Daily MtM|Portfolio Theoretical Value No Premium IDR|Credit|Bond Option,Bond Option,
Treasury|44511102,44511102,Bond Forward_TD_Daily MtM Contract|Portfolio Theoretical Value IDR|Credit,Treasury,Treasury|44511102|Bond Forward_TD_Daily MtM Contract|Portfolio Theoretical Value IDR|Credit|Bond Forward,Bond Forward,
Treasury|46011101,46011101,Bond_TD_Trade Date Sell RPL_FCY (NI)|Portfolio Pure Realized Profit and Loss|Credit,Treasury,Treasury|46011101|Bond_TD_Trade Date Sell RPL_FCY (NI)|Portfolio Pure Realized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|46011101,46011101,Bond_TD_Trade Date Sell RPL_FCY_IDR|PSAK Pure RPL IDR|Credit,Treasury,Treasury|46011101|Bond_TD_Trade Date Sell RPL_FCY_IDR|PSAK Pure RPL IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|46011101,46011101,Bond_MF_Daily Interest Accrual PL_FCY_IDR|PSAK FI Interest Income IDR|Credit,Treasury,Treasury|46011101|Bond_MF_Daily Interest Accrual PL_FCY_IDR|PSAK FI Interest Income IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|46011101,46011101,Bond_MF_Daily Interest Accrual PL_FCY (NI)|PSAK FI Interest Income|Credit,Treasury,Treasury|46011101|Bond_MF_Daily Interest Accrual PL_FCY (NI)|PSAK FI Interest Income|Credit|Bond FVTPL,Bond FVTPL,
Treasury|46011101,46011101,Bond_MF_Daily Interest Accrual PL|PSAK FI Interest Income|Credit,Treasury,Treasury|46011101|Bond_MF_Daily Interest Accrual PL|PSAK FI Interest Income|Credit|Bond FVTPL,Bond FVTPL,
Treasury|46011101,46011101,Bond_TD_Trade Date Sell RPL|Portfolio Pure Realized Profit and Loss|Credit,Treasury,Treasury|46011101|Bond_TD_Trade Date Sell RPL|Portfolio Pure Realized Profit and Loss|Credit|Bond FVTPL,Bond FVTPL,
Treasury|46011102,46011102,Bond_TD_Trade Date Sell RPL_FCY_IDR|PSAK Pure RPL IDR|Credit,Treasury,Treasury|46011102|Bond_TD_Trade Date Sell RPL_FCY_IDR|PSAK Pure RPL IDR|Credit|Bond FVOCI,Bond FVOCI,
Treasury|46011102,46011102,Bond_TD_Trade Date Sell RPL_FCY (NI)|Portfolio Pure Realized Profit and Loss|Credit,Treasury,Treasury|46011102|Bond_TD_Trade Date Sell RPL_FCY (NI)|Portfolio Pure Realized Profit and Loss|Credit|Bond FVOCI,Bond FVOCI,
Treasury|46011102,46011102,Bond_TD_Trade Date Sell RPL|Portfolio Pure Realized Profit and Loss|Credit,Treasury,Treasury|46011102|Bond_TD_Trade Date Sell RPL|Portfolio Pure Realized Profit and Loss|Credit|Bond FVOCI,Bond FVOCI,
Treasury|44011101,44011101,FX_MF_Settle Date Payout_FCY (NI)|Cash Analysis Projected|Credit,Treasury,Treasury|44011101|FX_MF_Settle Date Payout_FCY (NI)|Cash Analysis Projected|Credit|FX NDF,FX NDF,
Treasury|44011101,44011101,FX_MF_Settle Date Payout_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|44011101|FX_MF_Settle Date Payout_FCY_IDR|PSAK Cash Analysis Projected IDR|Credit|FX NDF,FX NDF,
Treasury|44011101,44011101,FX_MF_Settle Date Payout|Cash Analysis Projected|Credit,Treasury,Treasury|44011101|FX_MF_Settle Date Payout|Cash Analysis Projected|Credit|FX NDF,FX NDF,
Treasury|44011101,44011101,FX_MF_Pay Date FX Position Reval|PSAK FX Revaluation Amount|Credit,Treasury,Treasury|44011101|FX_MF_Pay Date FX Position Reval|PSAK FX Revaluation Amount|Credit|CCS IRS,CCS IRS,
Treasury|44011101,44011101,FX_MF_Pay Date FX Position Reval|PSAK FX Revaluation Amount|Credit,Treasury,Treasury|44011101|FX_MF_Pay Date FX Position Reval|PSAK FX Revaluation Amount|Credit|FX Swap,FX Swap,
Treasury|44011101,44011101,FX_MF_Pay Date FX Position Reval|PSAK FX Revaluation Amount|Credit,Treasury,Treasury|44011101|FX_MF_Pay Date FX Position Reval|PSAK FX Revaluation Amount|Credit|FX Forward,FX Forward,
Treasury|44011101,44011101,FX_MF_Pay Date FX Position Reval|PSAK FX Revaluation Amount|Credit,Treasury,Treasury|44011101|FX_MF_Pay Date FX Position Reval|PSAK FX Revaluation Amount|Credit|FX Spot,FX Spot,
Treasury|44011102,44011102,BN_TD_Value Date Nominal PnL|PSAK Nominal Amt IDR|Credit,Treasury,Treasury|44011102|BN_TD_Value Date Nominal PnL|PSAK Nominal Amt IDR|Credit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|44011102,44011102,BN_TD_Value Date Nominal PnL|PSAK Nominal Amt IDR|Credit,Treasury,Treasury|44011102|BN_TD_Value Date Nominal PnL|PSAK Nominal Amt IDR|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|44011102,44011102,BN_MF_Value Date Premium PnL|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|44011102|BN_MF_Value Date Premium PnL|PSAK Cash Analysis Projected IDR|Credit|Bank Notes Commodity Spot,Bank Notes Commodity Spot,
Treasury|44011102,44011102,BN_MF_Value Date Premium PnL|PSAK Cash Analysis Projected IDR|Credit,Treasury,Treasury|44011102|BN_MF_Value Date Premium PnL|PSAK Cash Analysis Projected IDR|Credit|Bank Notes Commodity Fwd,Bank Notes Commodity Fwd,
Treasury|48511199,48511199,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR|Fee Realized Non-Attributable Linear IDR|Credit,Treasury,Treasury|48511199|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR|Fee Realized Non-Attributable Linear IDR|Credit|Bond FVTPL,Bond FVTPL,
Treasury|48511199,48511199,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI)|Fee Realized Non-Attributable Linear|Credit,Treasury,Treasury|48511199|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI)|Fee Realized Non-Attributable Linear|Credit|Bond FVTPL,Bond FVTPL,
Treasury|48511199,48511199,PSAK_TD_Daily Non-Attributable Fee Amortization|Fee Realized Non-Attributable Linear|Credit,Treasury,Treasury|48511199|PSAK_TD_Daily Non-Attributable Fee Amortization|Fee Realized Non-Attributable Linear|Credit|Bond FVTPL,Bond FVTPL,
Treasury|48511199,48511199,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR|Fee Realized Non-Attributable Linear IDR|Credit,Treasury,Treasury|48511199|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_IDR|Fee Realized Non-Attributable Linear IDR|Credit|Bond FVOCI,Bond FVOCI,
Treasury|48511199,48511199,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI)|Fee Realized Non-Attributable Linear|Credit,Treasury,Treasury|48511199|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI)|Fee Realized Non-Attributable Linear|Credit|Bond FVOCI,Bond FVOCI,
