TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury_CI,CCS IRS,CCS/IRS_Leg Closing Date Commitment,Treasury_CI|CCS IRS|CCS/IRS_Leg Closing Date Commitment,
Treasury_CI,CCS IRS,CCS/IRS_MF_Pay Date Interest_Rec,Treasury_CI|CCS IRS|CCS/IRS_MF_Pay Date Interest_Rec,
Treasury_CI,CCS IRS,CCS/IRS_MF_Pay Date Nominal Exchange,Treasury_CI|CCS IRS|CCS/IRS_MF_Pay Date Nominal Exchange,
Treasury_CI,CCS IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),
Treasury_CI,CCS IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,Treasury_CI|CCS IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,
Treasury_CI,CCS IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),
Treasury_CI,CCS IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,Treasury_CI|CCS IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,
Treasury_CI,CCS IRS,CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI),
Treasury_CI,CCS IRS,CCS/IRS_MF_Pay Date Interest_Pay_FCY_ACCY,Treasury_CI|CCS IRS|CCS/IRS_MF_Pay Date Interest_Pay_FCY_ACCY,
Treasury_CI,CCS IRS,CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI),
Treasury_CI,CCS IRS,CCS/IRS_MF_Pay Date Interest_Rec_FCY_ACCY,Treasury_CI|CCS IRS|CCS/IRS_MF_Pay Date Interest_Rec_FCY_ACCY,
Treasury_CI,CCS IRS,CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),Treasury_CI|CCS IRS|CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),
Treasury_CI,CCS IRS,CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,Treasury_CI|CCS IRS|CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,
Treasury_CI,FRA,FRA_TD_Trade Date Commitment,Treasury_CI|FRA|FRA_TD_Trade Date Commitment,
Treasury_CI,FRA,FRA_TD_Maturity Date Commitment,Treasury_CI|FRA|FRA_TD_Maturity Date Commitment,
Treasury_CI,FRA,FRA_TD_Daily Mark to Market,Treasury_CI|FRA|FRA_TD_Daily Mark to Market,
Treasury_CI,FRA,FRA_MF_Pay Date Gain/Loss,Treasury_CI|FRA|FRA_MF_Pay Date Gain/Loss,
Treasury_CI,FRA,FRA_MF_Pay Date Gain/Loss_FCY_IDR,Treasury_CI|FRA|FRA_MF_Pay Date Gain/Loss_FCY_IDR,
Treasury_CI,FRA,FRA_MF_Pay Date Gain/Loss_FCY (NI),Treasury_CI|FRA|FRA_MF_Pay Date Gain/Loss_FCY (NI),
Treasury_CI,Placement(Discounted),DepoLoan Discounted_MF_Maturity Date,Treasury_CI|Placement(Discounted)|DepoLoan Discounted_MF_Maturity Date,
Treasury_CI,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends,Treasury_CI|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends,
Treasury_CI,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends,Treasury_CI|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends,
Treasury_CI,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_CI|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_CI,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_CI|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_CI,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends,Treasury_CI|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends,
Treasury_CI,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_CI|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_CI,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_CI|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_CI,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_CI|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_CI,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_CI|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_CI,Repo Coupon Transfer,Repo_MF_Pay Date Collateral Coupon Transfer,Treasury_CI|Repo Coupon Transfer|Repo_MF_Pay Date Collateral Coupon Transfer,
Treasury_CI,Repo,PSAK_MF_Pay Date Attributable Fee,Treasury_CI|Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury_CI,Bond Option,Bond Option_TD_Daily MtM,Treasury_CI|Bond Option|Bond Option_TD_Daily MtM,
Treasury_CI,Bond Option,Bond Option_MF_Premium Pay Date,Treasury_CI|Bond Option|Bond Option_MF_Premium Pay Date,
Treasury_CI,Bond Option,Bond Option_MF_Premium Trade Date,Treasury_CI|Bond Option|Bond Option_MF_Premium Trade Date,
Treasury_CI,Bond Option,Option MF_Expiry Date Premium Reclass,Treasury_CI|Bond Option|Option MF_Expiry Date Premium Reclass,
Treasury_CI,Bond Option,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_CI|Bond Option|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_CI,Bond Option,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_CI|Bond Option|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_CI,FXO,FX Option_MF_Premium Value Date,Treasury_CI|FXO|FX Option_MF_Premium Value Date,
Treasury_CI,FXO,FX Option_MF_Premium Trade Date,Treasury_CI|FXO|FX Option_MF_Premium Trade Date,
Treasury_CI,FXO,FX Option_TD_Exercise/Closing Date OffBalance Principal,Treasury_CI|FXO|FX Option_TD_Exercise/Closing Date OffBalance Principal,
Treasury_CI,FXO,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_CI|FXO|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_CI,FXO,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_CI|FXO|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_CI,FXO,Option MF_Expiry Date Premium Reclass,Treasury_CI|FXO|Option MF_Expiry Date Premium Reclass,
Treasury_CI,Bank Notes Commodity Spot,BN_TD_Trade Date Nominal OffBalance,Treasury_CI|Bank Notes Commodity Spot|BN_TD_Trade Date Nominal OffBalance,
Treasury_CI,Bank Notes Commodity Spot,BN_TD_Trade Date Premium OffBalance,Treasury_CI|Bank Notes Commodity Spot|BN_TD_Trade Date Premium OffBalance,
Treasury_CI,Bank Notes Commodity Spot,BN_MF_Value Date Premium,Treasury_CI|Bank Notes Commodity Spot|BN_MF_Value Date Premium,
Treasury_CI,Bank Notes Commodity Spot,BN_MF_Value Date Premium PnL,Treasury_CI|Bank Notes Commodity Spot|BN_MF_Value Date Premium PnL,
Treasury_CI,Bank Notes Commodity Spot,BN_TD_Value Date Nominal OffBalance,Treasury_CI|Bank Notes Commodity Spot|BN_TD_Value Date Nominal OffBalance,
Treasury_CI,Bank Notes Commodity Spot,BN_TD_Value Date Premium OffBalance,Treasury_CI|Bank Notes Commodity Spot|BN_TD_Value Date Premium OffBalance,
Treasury_CI,Bank Notes Commodity Spot,BN_TD_Value Date Nominal,Treasury_CI|Bank Notes Commodity Spot|BN_TD_Value Date Nominal,
Treasury_CI,Bank Notes Commodity Fwd,BN_TD_Trade Date Nominal OffBalance,Treasury_CI|Bank Notes Commodity Fwd|BN_TD_Trade Date Nominal OffBalance,
Treasury_CI,Bank Notes Commodity Fwd,BN_TD_Trade Date Premium OffBalance,Treasury_CI|Bank Notes Commodity Fwd|BN_TD_Trade Date Premium OffBalance,
Treasury_CI,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal OffBalance,Treasury_CI|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal OffBalance,
Treasury_CI,Bank Notes Commodity Fwd,BN_TD_Value Date Premium OffBalance,Treasury_CI|Bank Notes Commodity Fwd|BN_TD_Value Date Premium OffBalance,
Treasury_CI,Bank Notes Commodity Fwd,BN_MF_Value Date Premium,Treasury_CI|Bank Notes Commodity Fwd|BN_MF_Value Date Premium,
Treasury_CI,Bank Notes Commodity Fwd,BN_MF_Value Date Premium PnL,Treasury_CI|Bank Notes Commodity Fwd|BN_MF_Value Date Premium PnL,
Treasury_CI,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal,Treasury_CI|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal,
Treasury_CI,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_CI|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_CI,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_CI|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_CI,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Bank Notes Commodity Spot,BN_TD_Value Date Nominal PnL,Treasury_CI|Bank Notes Commodity Spot|BN_TD_Value Date Nominal PnL,
Treasury_CI,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal PnL,Treasury_CI|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal PnL,
Treasury_CI,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_CI|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_CI,Bond FVOCI,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_CI|Bond FVOCI|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_CI,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (NR),Treasury_CI|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_CI,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_CI|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_CI,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_CI|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_CI,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (NR),Treasury_CI|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_CI,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_CI|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_CI,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_CI|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_CI,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (RTM),Treasury_CI|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (RTM),
Treasury_CI,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (NR),Treasury_CI|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (NR),
Treasury_CI,Bond Amortised Cost,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_CI|Bond Amortised Cost|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_CI,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_CI|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_CI,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_CI|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_CI,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_CI|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_CI,FX Spot,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_CI|FX Spot|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_CI,FX Forward,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_CI|FX Forward|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_CI,FX Swap,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_CI|FX Swap|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_CI,CCS IRS,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_CI|CCS IRS|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_CI,CCS IRS,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_CI|CCS IRS|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_CI,FX Spot,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_CI|FX Spot|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_CI,FX Forward,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_CI|FX Forward|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_CI,FX Swap,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_CI|FX Swap|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_CI,Bond FVTPL,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_CI|Bond FVTPL|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_CI,Bond Amortised Cost,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_CI|Bond Amortised Cost|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_CI,Borrowing,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|Borrowing|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,Bond FVTPL,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|Bond FVTPL|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_CI|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_CI,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_CI|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_CI,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,Settlement,Tax Actual Pay Date (EOD),Treasury_CI|Settlement|Tax Actual Pay Date (EOD),
Treasury_CI,Bond FVTPL,Bond_MF_Pay Date Principal,Treasury_CI|Bond FVTPL|Bond_MF_Pay Date Principal,
Treasury_CI,Bond Amortised Cost,Bond_MF_Pay Date Principal,Treasury_CI|Bond Amortised Cost|Bond_MF_Pay Date Principal,
Treasury_CI,Bond FVOCI,Bond_MF_Pay Date Principal,Treasury_CI|Bond FVOCI|Bond_MF_Pay Date Principal,
Treasury_CI,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization,Treasury_CI|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization,
Treasury_CI,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_CI|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_CI,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_CI|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_CI,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_CI|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_CI,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,FXO,FX Option_MF_Payment Premium Trade Date,Treasury_CI|FXO|FX Option_MF_Payment Premium Trade Date,
Treasury_CI,FXO,FX Option_MF_Payment Premium Value Date,Treasury_CI|FXO|FX Option_MF_Payment Premium Value Date,
Treasury_CI,FXO,FX Option_MF_Termination Fee,Treasury_CI|FXO|FX Option_MF_Termination Fee,
Treasury_CI,FXO,FX Option_MF_Termination Fee_FCY_ACCY,Treasury_CI|FXO|FX Option_MF_Termination Fee_FCY_ACCY,
Treasury_CI,FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury_CI|FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury_CI,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization,Treasury_CI|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization,
Treasury_CI,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization_FCY (NI),Treasury_CI|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization_FCY (NI),
Treasury_CI,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization_FCY_ACCY,Treasury_CI|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization_FCY_ACCY,
Treasury_CI,Bond FVOCI,Bond_TD_Trade Date Sell RPL,Treasury_CI|Bond FVOCI|Bond_TD_Trade Date Sell RPL,
Treasury_CI,Bond FVOCI,PSAK_TD_Total Amortization Maturity Date,Treasury_CI|Bond FVOCI|PSAK_TD_Total Amortization Maturity Date,
Treasury_CI,Bond FVOCI,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_CI|Bond FVOCI|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_CI,Bond FVOCI,Bond_TD_Trade Date Sell Premium,Treasury_CI|Bond FVOCI|Bond_TD_Trade Date Sell Premium,
Treasury_CI,Bond FVTPL,Bond_TD_Trade Date Sell Premium,Treasury_CI|Bond FVTPL|Bond_TD_Trade Date Sell Premium,
Treasury_CI,Bond FVTPL,Bond_TD_Trade Date Sell RPL,Treasury_CI|Bond FVTPL|Bond_TD_Trade Date Sell RPL,
Treasury_CI,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization,Treasury_CI|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization,
Treasury_CI,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_CI|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_CI,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Borrowing,MM_TD_Daily Attributable Fee Amortization,Treasury_CI|Borrowing|MM_TD_Daily Attributable Fee Amortization,
Treasury_CI,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_CI|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_CI,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Placement,MM_TD_Daily Attributable Fee Amortization,Treasury_CI|Placement|MM_TD_Daily Attributable Fee Amortization,
Treasury_CI,Placement,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_CI|Placement|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_CI,Placement,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Placement|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Repo,MM_TD_Daily Attributable Fee Amortization,Treasury_CI|Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury_CI,Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_CI|Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_CI,Repo,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Repo|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Reverse Repo,MM_TD_Daily Attributable Fee Amortization,Treasury_CI|Reverse Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury_CI,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_CI|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_CI,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Placement(Discounted),Bond_TD_Daily Premium/Discount Amortization,Treasury_CI|Placement(Discounted)|Bond_TD_Daily Premium/Discount Amortization,
Treasury_CI,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization,Treasury_CI|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization,
Treasury_CI,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_CI|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_CI,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_CI|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_CI,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_CI|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_CI,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_CI|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_CI,Bond Amortised Cost,PSAK_TD_Total Amortization Maturity Date,Treasury_CI|Bond Amortised Cost|PSAK_TD_Total Amortization Maturity Date,
Treasury_CI,Reverse Repo,PSAK_MF_Pay Date Attributable Fee,Treasury_CI|Reverse Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury_CI,Placement(Discounted),PSAK_TD_Total Amortization Maturity Date,Treasury_CI|Placement(Discounted)|PSAK_TD_Total Amortization Maturity Date,
Treasury_CI,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) Issuance,Treasury_CI|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) Issuance,
Treasury_CI,Bond Issuance,Bond Issue_TD_Premium/Discount Maturity Date,Treasury_CI|Bond Issuance|Bond Issue_TD_Premium/Discount Maturity Date,
Treasury_CI,Bond Issuance,Bond Issue_TD_ Attributable Fee Maturity Date,Treasury_CI|Bond Issuance|Bond Issue_TD_ Attributable Fee Maturity Date,
Treasury_CI,MMLD FXO,MMLD FXO_TD_Trade Date Offbalance,Treasury_CI|MMLD FXO|MMLD FXO_TD_Trade Date Offbalance,
Treasury_CI,MMLD FXO,FX Option_MF_Payment Premium Value Date,Treasury_CI|MMLD FXO|FX Option_MF_Payment Premium Value Date,
Treasury_CI,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date,Treasury_CI|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date,
Treasury_CI,MMLD FXO,FX Option_TD_Daily Mark to Market,Treasury_CI|MMLD FXO|FX Option_TD_Daily Mark to Market,
Treasury_CI,MMLD FXO,MMLD FXO_TD_Maturity Date Offbalance,Treasury_CI|MMLD FXO|MMLD FXO_TD_Maturity Date Offbalance,
Treasury_CI,MMLD FXO,MMLD FXO_TD_Daily Accrual,Treasury_CI|MMLD FXO|MMLD FXO_TD_Daily Accrual,
Treasury_CI,MMLD FXO,MMLD FXO_TD_Closing Date Offbalance,Treasury_CI|MMLD FXO|MMLD FXO_TD_Closing Date Offbalance,
Treasury_CI,MMLD FXO,MMLD FXO_TD_Daily Accrual_FCY (NI),Treasury_CI|MMLD FXO|MMLD FXO_TD_Daily Accrual_FCY (NI),
Treasury_CI,MMLD FXO,MMLD FXO_TD_Daily Accrual_FCY_IDR,Treasury_CI|MMLD FXO|MMLD FXO_TD_Daily Accrual_FCY_IDR,
Treasury_CI,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax,Treasury_CI|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax,
Treasury_CI,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_CI|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_CI,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,MMLD FXO,FX Option_MF_Termination Fee,Treasury_CI|MMLD FXO|FX Option_MF_Termination Fee,
Treasury_CI,MMLD FXO,FX Option_MF_Termination Fee_FCY_ACCY,Treasury_CI|MMLD FXO|FX Option_MF_Termination Fee_FCY_ACCY,
Treasury_CI,MMLD FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury_CI|MMLD FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury_CI,DCI Premium,DCI_MF_Premium Trade Date (Client),Treasury_CI|DCI Premium|DCI_MF_Premium Trade Date (Client),
Treasury_CI,DCI Premium,DCI_MF_Premium Trade Date (Cpty),Treasury_CI|DCI Premium|DCI_MF_Premium Trade Date (Cpty),
Treasury_CI,FXO,PSAK_MF_Pay Date WIthholding Tax,Treasury_CI|FXO|PSAK_MF_Pay Date WIthholding Tax,
Treasury_CI,FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_CI|FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_CI,FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_CI|FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_CI,MMLD FXO,MMLD FXO_TD_Trade Date Full Premium,Treasury_CI|MMLD FXO|MMLD FXO_TD_Trade Date Full Premium,
Treasury_CI,DCI Premium,DCI_MF_Premium Pay Date (Client),Treasury_CI|DCI Premium|DCI_MF_Premium Pay Date (Client),
Treasury_CI,DCI Premium,Option MF_Expiry Date Premium Reclass,Treasury_CI|DCI Premium|Option MF_Expiry Date Premium Reclass,
