PRICELINKDEFINITION,,,,,,,,,,,,,,,/PRICELINKDEFINITION
INSADDR.EXTERN_ID1,PRICE_SEMANTIC_SEQNBR.NAME,XML_DATA,FORCE_UPDATE,DISNBR.DISID,SOURCE_PTYNBR.PTYID,DONOT_RESET_FIELDS,SERVICE.LIST,IDP_CODE,STOP_TIME,UPDATE_INTERVAL,SERVICE.ENTRY,INSADDR.INSID,CURR.INSID,MULTIPLICATION_FACTOR,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,IDR6M=,960,-1,IDN_SELECTFEED,USD-IDR/FXS/6M,IDR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,IDR1Y=,960,-1,IDN_SELECTFEED,USD-IDR/FXS/1Y,IDR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INRON=,960,-1,IDN_SELECTFEED,USD-INR/FXS/ON,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INRSW=,960,-1,IDN_SELECTFEED,USD-INR/FXS/1W,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR2W=,960,-1,IDN_SELECTFEED,USD-INR/FXS/2W,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR3W=,960,-1,IDN_SELECTFEED,USD-INR/FXS/3W,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR1M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/1M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR2M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/2M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR3M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/3M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR4M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/4M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR5M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/5M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR6M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/6M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR7M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/7M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR8M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/8M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR9M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/9M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR10M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/10M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR11M=,960,-1,IDN_SELECTFEED,USD-INR/FXS/11M,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,INR1Y=,960,-1,IDN_SELECTFEED,USD-INR/FXS/1Y,INR,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZDON=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/ON,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZDSW=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/1W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD2W=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/2W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD3W=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/3W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD1M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/1M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD2M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/2M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD3M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/3M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD4M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/4M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD5M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/5M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD6M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/6M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD7M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/7M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD8M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/8M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD9M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/9M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD10M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/10M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD11M=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/11M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,NZD1Y=,960,-1,IDN_SELECTFEED,NZD-USD/FXS/1Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY1MFSR=,960,-1,IDN_SELECTFEED,JPY/LIBOR/1M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY3MFSR=,960,-1,IDN_SELECTFEED,JPY/LIBOR/3M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY6MFSR=,960,-1,IDN_SELECTFEED,JPY/LIBOR/6M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYON=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/ON,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYTN=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/TN,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSN=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/SN,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY2W=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/2W,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY3W=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/3W,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY2M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/2M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY4M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/4M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY5M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/5M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY7M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/7M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY8M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/8M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY10M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/10M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY11M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/11M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY15M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/15M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY18M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/18M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY21M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/21M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY2Y=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/2Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L18M=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/18M,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L1Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/2Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L3Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/3Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L4Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/4Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L5Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/5Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L6Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/6Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L7Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/7Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L8Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/8Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L9Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/9Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L10Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/10Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L12Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/12Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L15Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/15Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L20Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/20Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L25Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/25Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSB6L30Y=,960,-1,IDN_SELECTFEED,JPY/IRS/LI6M-F/30Y,JPY,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EURON=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/ON,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EURTN=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/TN,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EURSN=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/SN,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EURSW=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/1W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR2W=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/2W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR3W=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/3W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR1M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/1M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR2M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/2M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR3M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/3M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR4M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/4M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR5M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/5M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR6M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/6M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR7M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/7M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR8M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/8M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR9M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/9M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR10M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/10M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR11M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/11M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR1Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/12M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR15M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/15M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR18M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/18M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR21M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/21M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR2Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/2Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR3Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/3Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR4Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/4Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR5Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/5Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR6Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/6Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR7Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/7Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR8Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/8Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR9Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/9Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR10Y=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/10Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,EUR30M=,960,-1,IDN_SELECTFEED,EUR-USD/FXS/30M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYON=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/ON,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYTN=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/TN,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSN=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/SN,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPYSW=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/1W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY2W=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/2W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY3W=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/3W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY1M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/1M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY2M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/2M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY3M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/3M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY4M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/4M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY5M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/5M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY6M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/6M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY7M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/7M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY8M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/8M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY9M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/9M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY10M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/10M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY11M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/11M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY1Y=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/1Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY15M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/15M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY18M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/18M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY21M=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/21M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,JPY2Y=,960,-1,IDN_SELECTFEED,USD-JPY/FXS/2Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBPON=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/ON,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBPTN=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/TN,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBPSN=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/SN,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBPSW=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/1W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP2W=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/2W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP3W=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/3W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP1M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/1M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP2M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/2M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP3M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/3M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP4M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/4M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP5M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/5M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP6M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/6M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP7M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/7M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP8M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/8M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP9M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/9M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP10M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/10M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP11M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/11M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP1Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/12M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP15M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/15M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP18M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/18M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP21M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/21M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP2Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/2Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP3Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/3Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP4Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/4Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP5Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/5Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP6Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/6Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP7Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/7Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP8Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/8Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP9Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/9Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP10Y=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/10Y,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,GBP30M=,960,-1,IDN_SELECTFEED,GBP-USD/FXS/30M,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,AUDSW=,960,-1,IDN_SELECTFEED,AUD-USD/FXS/1W,USD,1,
,RSFBND,,FALSE,APH_REFINITIV,REFINITIV_SPOT,-1,PriceServices,AUD1M=,960,-1,IDN_SELECTFEED,AUD-USD/FXS/1M,USD,1,
