TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury_HK,CCS IRS,CCS/IRS_MF_Pay Date Interest_Rec,Treasury_HK|CCS IRS|CCS/IRS_MF_Pay Date Interest_Rec,
Treasury_HK,CCS IRS,CCS/IRS_MF_Pay Date Nominal Exchange,Treasury_HK|CCS IRS|CCS/IRS_MF_Pay Date Nominal Exchange,
Treasury_HK,CCS IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),Treasury_HK|CCS IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),
Treasury_HK,CCS IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,Treasury_HK|CCS IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,
Treasury_HK,CCS IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),Treasury_HK|CCS IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),
Treasury_HK,CCS IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,Treasury_HK|CCS IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,
Treasury_HK,CCS IRS,CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI),Treasury_HK|CCS IRS|CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI),
Treasury_HK,CCS IRS,CCS/IRS_MF_Pay Date Interest_Pay_FCY_ACCY,Treasury_HK|CCS IRS|CCS/IRS_MF_Pay Date Interest_Pay_FCY_ACCY,
Treasury_HK,CCS IRS,CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI),Treasury_HK|CCS IRS|CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI),
Treasury_HK,CCS IRS,CCS/IRS_MF_Pay Date Interest_Rec_FCY_ACCY,Treasury_HK|CCS IRS|CCS/IRS_MF_Pay Date Interest_Rec_FCY_ACCY,
Treasury_HK,CCS IRS,CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),Treasury_HK|CCS IRS|CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),
Treasury_HK,CCS IRS,CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,Treasury_HK|CCS IRS|CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,
Treasury_HK,FRA,FRA_TD_Trade Date Commitment,Treasury_HK|FRA|FRA_TD_Trade Date Commitment,
Treasury_HK,FRA,FRA_TD_Maturity Date Commitment,Treasury_HK|FRA|FRA_TD_Maturity Date Commitment,
Treasury_HK,FRA,FRA_TD_Daily Mark to Market,Treasury_HK|FRA|FRA_TD_Daily Mark to Market,
Treasury_HK,FRA,FRA_MF_Pay Date Gain/Loss,Treasury_HK|FRA|FRA_MF_Pay Date Gain/Loss,
Treasury_HK,FRA,FRA_MF_Pay Date Gain/Loss_FCY_IDR,Treasury_HK|FRA|FRA_MF_Pay Date Gain/Loss_FCY_IDR,
Treasury_HK,FRA,FRA_MF_Pay Date Gain/Loss_FCY (NI),Treasury_HK|FRA|FRA_MF_Pay Date Gain/Loss_FCY (NI),
Treasury_HK,Placement(Discounted),DepoLoan Discounted_MF_Maturity Date,Treasury_HK|Placement(Discounted)|DepoLoan Discounted_MF_Maturity Date,
Treasury_HK,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends,Treasury_HK|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends,
Treasury_HK,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends,Treasury_HK|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends,
Treasury_HK,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_HK|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_HK,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_HK|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_HK,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends,Treasury_HK|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends,
Treasury_HK,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_HK|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_HK,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_HK|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_HK,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_HK|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_HK,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_HK|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_HK,Repo Coupon Transfer,Repo_MF_Pay Date Collateral Coupon Transfer,Treasury_HK|Repo Coupon Transfer|Repo_MF_Pay Date Collateral Coupon Transfer,
Treasury_HK,Repo,PSAK_MF_Pay Date Attributable Fee,Treasury_HK|Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury_HK,Bond Option,Bond Option_TD_Daily MtM,Treasury_HK|Bond Option|Bond Option_TD_Daily MtM,
Treasury_HK,Bond Option,Bond Option_MF_Premium Pay Date,Treasury_HK|Bond Option|Bond Option_MF_Premium Pay Date,
Treasury_HK,Bond Option,Bond Option_MF_Premium Trade Date,Treasury_HK|Bond Option|Bond Option_MF_Premium Trade Date,
Treasury_HK,Bond Option,Option MF_Expiry Date Premium Reclass,Treasury_HK|Bond Option|Option MF_Expiry Date Premium Reclass,
Treasury_HK,Bond Option,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_HK|Bond Option|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_HK,Bond Option,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_HK|Bond Option|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_HK,FXO,FX Option_MF_Premium Value Date,Treasury_HK|FXO|FX Option_MF_Premium Value Date,
Treasury_HK,FXO,FX Option_MF_Premium Trade Date,Treasury_HK|FXO|FX Option_MF_Premium Trade Date,
Treasury_HK,FXO,FX Option_TD_Exercise/Closing Date OffBalance Principal,Treasury_HK|FXO|FX Option_TD_Exercise/Closing Date OffBalance Principal,
Treasury_HK,FXO,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_HK|FXO|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_HK,FXO,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_HK|FXO|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_HK,FXO,Option MF_Expiry Date Premium Reclass,Treasury_HK|FXO|Option MF_Expiry Date Premium Reclass,
Treasury_HK,Bank Notes Commodity Spot,BN_TD_Trade Date Nominal OffBalance,Treasury_HK|Bank Notes Commodity Spot|BN_TD_Trade Date Nominal OffBalance,
Treasury_HK,Bank Notes Commodity Spot,BN_TD_Trade Date Premium OffBalance,Treasury_HK|Bank Notes Commodity Spot|BN_TD_Trade Date Premium OffBalance,
Treasury_HK,Bank Notes Commodity Spot,BN_MF_Value Date Premium,Treasury_HK|Bank Notes Commodity Spot|BN_MF_Value Date Premium,
Treasury_HK,Bank Notes Commodity Spot,BN_MF_Value Date Premium PnL,Treasury_HK|Bank Notes Commodity Spot|BN_MF_Value Date Premium PnL,
Treasury_HK,Bank Notes Commodity Spot,BN_TD_Value Date Nominal OffBalance,Treasury_HK|Bank Notes Commodity Spot|BN_TD_Value Date Nominal OffBalance,
Treasury_HK,Bank Notes Commodity Spot,BN_TD_Value Date Premium OffBalance,Treasury_HK|Bank Notes Commodity Spot|BN_TD_Value Date Premium OffBalance,
Treasury_HK,Bank Notes Commodity Spot,BN_TD_Value Date Nominal,Treasury_HK|Bank Notes Commodity Spot|BN_TD_Value Date Nominal,
Treasury_HK,Bank Notes Commodity Fwd,BN_TD_Trade Date Nominal OffBalance,Treasury_HK|Bank Notes Commodity Fwd|BN_TD_Trade Date Nominal OffBalance,
Treasury_HK,Bank Notes Commodity Fwd,BN_TD_Trade Date Premium OffBalance,Treasury_HK|Bank Notes Commodity Fwd|BN_TD_Trade Date Premium OffBalance,
Treasury_HK,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal OffBalance,Treasury_HK|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal OffBalance,
Treasury_HK,Bank Notes Commodity Fwd,BN_TD_Value Date Premium OffBalance,Treasury_HK|Bank Notes Commodity Fwd|BN_TD_Value Date Premium OffBalance,
Treasury_HK,Bank Notes Commodity Fwd,BN_MF_Value Date Premium,Treasury_HK|Bank Notes Commodity Fwd|BN_MF_Value Date Premium,
Treasury_HK,Bank Notes Commodity Fwd,BN_MF_Value Date Premium PnL,Treasury_HK|Bank Notes Commodity Fwd|BN_MF_Value Date Premium PnL,
Treasury_HK,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal,Treasury_HK|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal,
Treasury_HK,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_HK|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_HK,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_HK|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_HK,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Bank Notes Commodity Spot,BN_TD_Value Date Nominal PnL,Treasury_HK|Bank Notes Commodity Spot|BN_TD_Value Date Nominal PnL,
Treasury_HK,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal PnL,Treasury_HK|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal PnL,
Treasury_HK,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_HK|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_HK,Bond FVOCI,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_HK|Bond FVOCI|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_HK,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (NR),Treasury_HK|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_HK,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_HK|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_HK,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_HK|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_HK,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (NR),Treasury_HK|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_HK,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_HK|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_HK,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_HK|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_HK,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (RTM),Treasury_HK|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (RTM),
Treasury_HK,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (NR),Treasury_HK|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (NR),
Treasury_HK,Bond Amortised Cost,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_HK|Bond Amortised Cost|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_HK,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_HK|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_HK,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_HK|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_HK,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_HK|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_HK,FX Spot,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_HK|FX Spot|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_HK,FX Forward,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_HK|FX Forward|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_HK,FX Swap,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_HK|FX Swap|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_HK,CCS IRS,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_HK|CCS IRS|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_HK,CCS IRS,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_HK|CCS IRS|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_HK,FX Spot,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_HK|FX Spot|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_HK,FX Forward,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_HK|FX Forward|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_HK,FX Swap,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_HK|FX Swap|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_HK,Bond FVTPL,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_HK|Bond FVTPL|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_HK,Bond Amortised Cost,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_HK|Bond Amortised Cost|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_HK,Borrowing,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_HK|Borrowing|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_HK,Bond FVTPL,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_HK|Bond FVTPL|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_HK,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_HK|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_HK,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_HK|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_HK,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_HK|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_HK,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_HK|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_HK,Settlement,Tax Actual Pay Date (EOD),Treasury_HK|Settlement|Tax Actual Pay Date (EOD),
Treasury_HK,Bond FVTPL,Bond_MF_Pay Date Principal,Treasury_HK|Bond FVTPL|Bond_MF_Pay Date Principal,
Treasury_HK,Bond Amortised Cost,Bond_MF_Pay Date Principal,Treasury_HK|Bond Amortised Cost|Bond_MF_Pay Date Principal,
Treasury_HK,Bond FVOCI,Bond_MF_Pay Date Principal,Treasury_HK|Bond FVOCI|Bond_MF_Pay Date Principal,
Treasury_HK,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization,Treasury_HK|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization,
Treasury_HK,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_HK|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_HK,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_HK|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_HK,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_HK|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_HK,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,FXO,FX Option_MF_Payment Premium Trade Date,Treasury_HK|FXO|FX Option_MF_Payment Premium Trade Date,
Treasury_HK,FXO,FX Option_MF_Payment Premium Value Date,Treasury_HK|FXO|FX Option_MF_Payment Premium Value Date,
Treasury_HK,FXO,FX Option_MF_Termination Fee,Treasury_HK|FXO|FX Option_MF_Termination Fee,
Treasury_HK,FXO,FX Option_MF_Termination Fee_FCY_ACCY,Treasury_HK|FXO|FX Option_MF_Termination Fee_FCY_ACCY,
Treasury_HK,FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury_HK|FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury_HK,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization,Treasury_HK|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization,
Treasury_HK,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization_FCY (NI),Treasury_HK|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization_FCY (NI),
Treasury_HK,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization_FCY_ACCY,Treasury_HK|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization_FCY_ACCY,
Treasury_HK,Bond FVOCI,Bond_TD_Trade Date Sell RPL,Treasury_HK|Bond FVOCI|Bond_TD_Trade Date Sell RPL,
Treasury_HK,Bond FVOCI,PSAK_TD_Total Amortization Maturity Date,Treasury_HK|Bond FVOCI|PSAK_TD_Total Amortization Maturity Date,
Treasury_HK,Bond FVOCI,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_HK|Bond FVOCI|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_HK,Bond FVOCI,Bond_TD_Trade Date Sell Premium,Treasury_HK|Bond FVOCI|Bond_TD_Trade Date Sell Premium,
Treasury_HK,Bond FVTPL,Bond_TD_Trade Date Sell Premium,Treasury_HK|Bond FVTPL|Bond_TD_Trade Date Sell Premium,
Treasury_HK,Bond FVTPL,Bond_TD_Trade Date Sell RPL,Treasury_HK|Bond FVTPL|Bond_TD_Trade Date Sell RPL,
Treasury_HK,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization,Treasury_HK|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization,
Treasury_HK,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_HK|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_HK,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Borrowing,MM_TD_Daily Attributable Fee Amortization,Treasury_HK|Borrowing|MM_TD_Daily Attributable Fee Amortization,
Treasury_HK,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_HK|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_HK,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Placement,MM_TD_Daily Attributable Fee Amortization,Treasury_HK|Placement|MM_TD_Daily Attributable Fee Amortization,
Treasury_HK,Placement,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_HK|Placement|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_HK,Placement,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Placement|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Repo,MM_TD_Daily Attributable Fee Amortization,Treasury_HK|Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury_HK,Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_HK|Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_HK,Repo,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Repo|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Reverse Repo,MM_TD_Daily Attributable Fee Amortization,Treasury_HK|Reverse Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury_HK,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_HK|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_HK,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Placement(Discounted),Bond_TD_Daily Premium/Discount Amortization,Treasury_HK|Placement(Discounted)|Bond_TD_Daily Premium/Discount Amortization,
Treasury_HK,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization,Treasury_HK|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization,
Treasury_HK,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_HK|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_HK,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_HK|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_HK,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_HK|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_HK,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_HK|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_HK,Bond Amortised Cost,PSAK_TD_Total Amortization Maturity Date,Treasury_HK|Bond Amortised Cost|PSAK_TD_Total Amortization Maturity Date,
Treasury_HK,Reverse Repo,PSAK_MF_Pay Date Attributable Fee,Treasury_HK|Reverse Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury_HK,Placement(Discounted),PSAK_TD_Total Amortization Maturity Date,Treasury_HK|Placement(Discounted)|PSAK_TD_Total Amortization Maturity Date,
Treasury_HK,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) Issuance,Treasury_HK|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) Issuance,
Treasury_HK,Bond Issuance,Bond Issue_TD_Premium/Discount Maturity Date,Treasury_HK|Bond Issuance|Bond Issue_TD_Premium/Discount Maturity Date,
Treasury_HK,Bond Issuance,Bond Issue_TD_ Attributable Fee Maturity Date,Treasury_HK|Bond Issuance|Bond Issue_TD_ Attributable Fee Maturity Date,
Treasury_HK,MMLD FXO,MMLD FXO_TD_Trade Date Offbalance,Treasury_HK|MMLD FXO|MMLD FXO_TD_Trade Date Offbalance,
Treasury_HK,MMLD FXO,FX Option_MF_Payment Premium Value Date,Treasury_HK|MMLD FXO|FX Option_MF_Payment Premium Value Date,
Treasury_HK,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date,Treasury_HK|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date,
Treasury_HK,MMLD FXO,FX Option_TD_Daily Mark to Market,Treasury_HK|MMLD FXO|FX Option_TD_Daily Mark to Market,
Treasury_HK,MMLD FXO,MMLD FXO_TD_Maturity Date Offbalance,Treasury_HK|MMLD FXO|MMLD FXO_TD_Maturity Date Offbalance,
Treasury_HK,MMLD FXO,MMLD FXO_TD_Daily Accrual,Treasury_HK|MMLD FXO|MMLD FXO_TD_Daily Accrual,
Treasury_HK,MMLD FXO,MMLD FXO_TD_Closing Date Offbalance,Treasury_HK|MMLD FXO|MMLD FXO_TD_Closing Date Offbalance,
Treasury_HK,MMLD FXO,MMLD FXO_TD_Daily Accrual_FCY (NI),Treasury_HK|MMLD FXO|MMLD FXO_TD_Daily Accrual_FCY (NI),
Treasury_HK,MMLD FXO,MMLD FXO_TD_Daily Accrual_FCY_IDR,Treasury_HK|MMLD FXO|MMLD FXO_TD_Daily Accrual_FCY_IDR,
Treasury_HK,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax,Treasury_HK|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax,
Treasury_HK,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_HK|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_HK,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_HK|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_HK,MMLD FXO,FX Option_MF_Termination Fee,Treasury_HK|MMLD FXO|FX Option_MF_Termination Fee,
Treasury_HK,MMLD FXO,FX Option_MF_Termination Fee_FCY_ACCY,Treasury_HK|MMLD FXO|FX Option_MF_Termination Fee_FCY_ACCY,
Treasury_HK,MMLD FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury_HK|MMLD FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury_HK,DCI Premium,DCI_MF_Premium Trade Date (Client),Treasury_HK|DCI Premium|DCI_MF_Premium Trade Date (Client),
Treasury_HK,DCI Premium,DCI_MF_Premium Trade Date (Cpty),Treasury_HK|DCI Premium|DCI_MF_Premium Trade Date (Cpty),
Treasury_HK,FXO,PSAK_MF_Pay Date WIthholding Tax,Treasury_HK|FXO|PSAK_MF_Pay Date WIthholding Tax,
Treasury_HK,FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_HK|FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_HK,FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_HK|FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_HK,MMLD FXO,MMLD FXO_TD_Trade Date Full Premium,Treasury_HK|MMLD FXO|MMLD FXO_TD_Trade Date Full Premium,
Treasury_HK,DCI Premium,DCI_MF_Premium Pay Date (Client),Treasury_HK|DCI Premium|DCI_MF_Premium Pay Date (Client),
Treasury_HK,DCI Premium,Option MF_Expiry Date Premium Reclass,Treasury_HK|DCI Premium|Option MF_Expiry Date Premium Reclass,
Treasury_HK,DCI Premium,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_HK|DCI Premium|Option MF_Expiry Date Premium Reclass_FCY (NI),
