CONTEXTLINK,,,,,,,,,,/CONTEXTLINK
CONTEXT_SEQNBR.NAME,INSADDR.INSID,GROUP_CHLNBR.LIST,GROUP_CHLNBR.ENTRY,CURR.INSID,DISC_TYPE_CHLNBR.LIST,DISC_TYPE_CHLNBR.ENTRY,MAPPING_TYPE,NAME,TYPE,
Global,,,,MYR,DiscType,FX,Instrument,MYR-FX,Yield Curve,
Global,USD,,,MYR,,,Instrument,MYR-FX,Yield Curve,
Global,,,,MYR,,,Instrument,MYR-SWAP,Yield Curve,
