TRADE,,,,,,,,,,,,,,,,/TRADE
STATUS,QUANTITY,PREMIUM,CURR.INSID,PRFNBR.PRFID,ACQUIRE_DAY,TIME,VALUE_DAY,TYPE,EXECUTION_TIME,PRICE,ACQUIRER_PTYNBR.PTYID,TRADER_USRNBR.USERID,OPTIONAL_KEY,INSADDR.INSID,COUNTERPARTY_PTYNBR.PTYID,
FO Agreed,3,-3006129.225,USD,MTB.Credit,7/30/2019,7/26/2019 21:52,7/30/2019,Normal,7/26/2019 21:52,100,MTB Abs Ret Fund,BRAD.BRADLEY,17801,BABSN 2018-1A C LL,DB-PB,
