VOLATILITY,,,,,,,,,,,,,,,,,,,,,,,,VOLATILITYSKEW,,,,,,,,,,,,,,/VOLATILITYSKEW,/VOLATILITY
BOND_VOL_TYPE,BUTTERFLY_QUOTE,CURR_PAIR_SEQNBR.CURR1.INSID,CURR_PAIR_SEQNBR.CURR2.INSID,CURR_PAIR_SEQNBR.NAME,DATA,DELTA_ATM_DEFINITION,DELTA_TERM,DOMESTIC_HOLIDAY_WEIGHT,DOMESTIC_WEEKEND_WEIGHT,EXPIRY_EXTRAPOLATION_METHOD,EXPIRY_INTERPOLATION_METHOD,FAVOUR_CALL,FOREIGN_HOLIDAY_WEIGHT,FOREIGN_WEEKEND_WEIGHT,FRAMEWORK,INTERPOLATION_METHOD,RISK_TYPE,STORED_ATM_VOL_MULTIPLIER,STRIKE_DIMENSION,STRIKE_TYPE,VOL_NAME,VOL_TYPE,VOL_VALUE_TYPE,A1,A2,A3,A4,A5,A6,A7,A8,A9,CALL,DELTA_TYPE,EXP_PERIOD,NBR_OF_INTERPOLATION_POINTS,VOL_CUT_OFF_TYPE,,
Price,2 Vol,AUD,USD,AUD/USD,,Zero Delta Straddle,Domestic per foreign,1,1,Default,Variance,Yes,1,1,Black & Scholes,Cubic Spline,FX Vol,1,Delta,Delta,FX-AUDUSD,Malz,Relative,0.09,0.0015,0.0054,0.06,-0.0025,-0.0045,0.06,-0.01,0.01,Yes,Spot,1d,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.0025,0.0075,0.06,-0.005,-0.009,0.06,-0.01,0.01,Yes,Spot,1w,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.131,0.0025,0.0075,0.06,-0.006,-0.0108,0.06,-0.01,0.01,Yes,Spot,2w,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.12325,0.0025,0.0075,0.06,-0.01,-0.018,0.06,-0.01,0.01,Yes,Spot,1m,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.128,0.003,0.009,0.06,-0.0125,-0.0225,0.06,-0.01,0.01,Yes,Spot,2m,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.0035,0.0112,0.06,-0.015,-0.027,0.06,-0.01,0.01,Yes,Spot,3m,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.1275,0.005,0.016,0.06,-0.0185,-0.0333,0.06,-0.01,0.01,Yes,Spot,6m,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.1265,0.006,0.0192,0.06,-0.0225,-0.0405,0.06,-0.01,0.01,Yes,Spot,1y,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.0805,0.00243,0.00728,0.06,5.00E-05,7.00E-05,0.06,-0.01,0.01,Yes,Spot,2y,5,Delta,,
