CALENDAR,,,,,/CALENDAR
CALID,WEEKEND_DAYS,SPOT_BANKING_DAYS,BUSINESS_CENTER,DESCRIPTION,
AUD,192,2,AUSY,AUD Calendar,
CNH,192,2,,CNH Calendar,
EUR,192,2,EUTA,EUR Calendar,
GBP,192,2,GBLO,GBP Calendar,
HKD,192,2,HKHK,HKD Calendar,
IDR,192,2,IDJA,IDR Calendar,
JPY,192,2,JPTO,JPY Calendar,
NZD,192,2,NZWE,NZD Calendar,
SGD,192,2,SGSI,SGD Calendar,
USD,192,2,USNY,USD Calendar,
No Holiday,192,2,,No Holiday Calendar,
