INSTRUMENT,,,,,,,,,,,,,,,,,,,,/INSTRUMENT
STRIKE_PRICE,PAY_OFFSET_METHOD,QUOTATION_SEQNBR.NAME,PAY_DAY_OFFSET,STRIKE_TYPE,CURR.INSID,UND_INSTYPE,PAYTYPE,UND_INSADDR.INSID,EXERCISE_TYPE,CONTR_SIZE,SPOT_BANKING_DAYS_OFFSET,INSID,STRIKE_QUOTATION_SEQNBR.NAME,STRIKE_CURR.INSID,OPTION_TYPE,EXP_DAY,OTC,SETTLEMENT,INSTYPE,
14800,Business Days,Points of UndCurr,2,Absolute,IDR,Curr,Spot,USD,European,1,2,USD/P/IDR/C/220627/14800.00,Per Unit,IDR,Put,6/27/2022,Yes,Physical Delivery,Option,
