CONTEXTLINK,,,,,,,,,,/CONTEXTLINK
CONTEXT_SEQNBR.NAME,INSADDR.INSID,GROUP_CHLNBR.LIST,GROUP_CHLNBR.ENTRY,CURR.INSID,DISC_TYPE_CHLNBR.LIST,DISC_TYPE_CHLNBR.ENTRY,MAPPING_TYPE,NAME,TYPE,
Global,,ValGroup,RateIndex,USD,,,Val Group,USD-CAP-B&S-LOG,Volatility,
Global,USD/SOFR,,,USD,,,Instrument,USD-CAP-SOFR,Volatility,
Global,,,,USD,,,Instrument,USD-SWTN-BP-VOL,Volatility,
Global,,ValGroup,Vol-Swtn-RFR,USD,,,Val Group,USD-SWTN-SOFR,Volatility,
