CHOICELIST,,,/CHOICELIST
LIST,ENTRY,DESCRIPTION,
MASTER,DocumentumDocType,Documentum DocumentType Folder,
DocumentumDocType,Underlying,0b0336bb819f626c,
DocumentumDocType,DealTicket,0b0336bb819f621e,
DocumentumDocType,Agreement,0b0336bb819f623e,
DocumentumDocType,Conversation,0b0336bb819f621c,
DocumentumDocType,Others,0b0336bb819f6246,

