YIELDCURVE,,,,,,,,,,,,,,,,,,,YIELDCURVEPOINT,,/YIELDCURVEPOINT,BENCHMARK,,,,,/BENCHMARK,/YIELDCURVE
CALCULATION_FORMAT,CURR.INSID,DATA,DEPENDENCY_YIELD_CURVE_SEQNBR.YIELD_CURVE_NAME,ESTIMATION_TYPE,EXTRAPOL_TYPE_LONG_END,EXTRAPOL_TYPE_SHORT_END,FORWARD_PERIOD,INTERPOLATION_TYPE,IPOL_RATE_TYPE,IR_FORMAT,RISK_TYPE,STORAGE_CALC_TYPE,STORAGE_DAYCOUNT,STORAGE_RATE_TYPE,UPDATE_INTERVAL,USE_BM_DATES,YIELD_CURVE_NAME,YIELD_CURVE_TYPE,INSADDR.INSID,VALUE,,BENCHMARK_SHIFT_TYPE,DATE_METHOD,INSTRUMENT.INSID,PRECEDENCE,SPREAD_TYPE,,
Use Storage Format,IDR,,,Boot Strap,Default,Flat,1d,Linear RT,Spot Rate,Zero Coupon Curve,FX,Spot Rate,Act/360,Continuous,60,1,IDR-FX,Benchmark,USD-IDR/FXS/ON,-0.003887018,,Up,End Date,USD-IDR/FXS/ON,1,No,,
,,,,,,,,,,,,,,,,,,,USD-IDR/FXS/6M,-0.01042544,,Up,End Date,USD-IDR/FXS/6M,,No,,
,,,,,,,,,,,,,,,,,,,USD-IDR/FXS/1Y,-0.010014818,,Up,End Date,USD-IDR/FXS/1Y,,No,,
,,,,,,,,,,,,,,,,,,,USD-IDR/FXS/1W,-0.007090433,,Up,End Date,USD-IDR/FXS/1W,,No,,
,,,,,,,,,,,,,,,,,,,USD-IDR/FXS/2W,-0.007597666,,Up,End Date,USD-IDR/FXS/2W,,No,,
,,,,,,,,,,,,,,,,,,,USD-IDR/FXS/1M,-0.008366918,,Up,End Date,USD-IDR/FXS/1M,,No,,
,,,,,,,,,,,,,,,,,,,USD-IDR/FXS/2M,-0.012058557,,Up,End Date,USD-IDR/FXS/2M,,No,,
,,,,,,,,,,,,,,,,,,,USD-IDR/FXS/3M,-0.011325682,,Up,End Date,USD-IDR/FXS/3M,,No,,
