TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury_SG_ACU,Bond Issuance,Bond_TD_Daily Premium/Discount Amortization_FCY (NI),Treasury_SG_ACU|Bond Issuance|Bond_TD_Daily Premium/Discount Amortization_FCY (NI),
Treasury_SG_ACU,Bond Issuance,Bond_TD_Daily Premium/Discount Amortization_FCY_ACCY,Treasury_SG_ACU|Bond Issuance|Bond_TD_Daily Premium/Discount Amortization_FCY_ACCY,
Treasury_SG_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury_SG_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury_SG_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),Treasury_SG_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),
Treasury_SG_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_ACCY,Treasury_SG_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_ACCY,
Treasury_SG_ACU,Bond Issuance,PSAK_MF_Pay Date Attributable Fee,Treasury_SG_ACU|Bond Issuance|PSAK_MF_Pay Date Attributable Fee,
Treasury_SG_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury_SG_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury_SG_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay,Treasury_SG_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay,
Treasury_SG_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec,Treasury_SG_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec,
Treasury_SG_ACU,IRS,CCS/IRS_Leg_Trade Date Commitment,Treasury_SG_ACU|IRS|CCS/IRS_Leg_Trade Date Commitment,
Treasury_SG_ACU,IRS,CCS/IRS_Leg Maturity Date Commitment,Treasury_SG_ACU|IRS|CCS/IRS_Leg Maturity Date Commitment,
Treasury_SG_ACU,IRS,CCS/IRS_Leg Closing Date Commitment,Treasury_SG_ACU|IRS|CCS/IRS_Leg Closing Date Commitment,
Treasury_SG_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Rec,Treasury_SG_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Rec,
Treasury_SG_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),Treasury_SG_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),
Treasury_SG_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,Treasury_SG_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,
Treasury_SG_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),Treasury_SG_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),
Treasury_SG_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,Treasury_SG_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,
Treasury_SG_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI),Treasury_SG_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI),
Treasury_SG_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Pay_FCY_ACCY,Treasury_SG_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Pay_FCY_ACCY,
Treasury_SG_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI),Treasury_SG_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI),
Treasury_SG_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Rec_FCY_ACCY,Treasury_SG_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Rec_FCY_ACCY,
Treasury_SG_ACU,IRS,CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),Treasury_SG_ACU|IRS|CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),
Treasury_SG_ACU,IRS,CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,Treasury_SG_ACU|IRS|CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,
Treasury_SG_ACU,FRA,FRA_TD_Trade Date Commitment,Treasury_SG_ACU|FRA|FRA_TD_Trade Date Commitment,
Treasury_SG_ACU,FRA,FRA_TD_Maturity Date Commitment,Treasury_SG_ACU|FRA|FRA_TD_Maturity Date Commitment,
Treasury_SG_ACU,FRA,FRA_TD_Daily Mark to Market,Treasury_SG_ACU|FRA|FRA_TD_Daily Mark to Market,
Treasury_SG_ACU,FRA,FRA_MF_Pay Date Gain/Loss,Treasury_SG_ACU|FRA|FRA_MF_Pay Date Gain/Loss,
Treasury_SG_ACU,FRA,FRA_MF_Pay Date Gain/Loss_FCY_IDR,Treasury_SG_ACU|FRA|FRA_MF_Pay Date Gain/Loss_FCY_IDR,
Treasury_SG_ACU,FRA,FRA_MF_Pay Date Gain/Loss_FCY (NI),Treasury_SG_ACU|FRA|FRA_MF_Pay Date Gain/Loss_FCY (NI),
Treasury_SG_ACU,Placement(Discounted),DepoLoan Discounted_MF_Maturity Date,Treasury_SG_ACU|Placement(Discounted)|DepoLoan Discounted_MF_Maturity Date,
Treasury_SG_ACU,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends,Treasury_SG_ACU|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends,
Treasury_SG_ACU,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends,Treasury_SG_ACU|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends,
Treasury_SG_ACU,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_SG_ACU|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_SG_ACU,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_SG_ACU|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_SG_ACU,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends,Treasury_SG_ACU|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends,
Treasury_SG_ACU,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_SG_ACU|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_SG_ACU,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_SG_ACU|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_SG_ACU,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_SG_ACU|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_SG_ACU,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_SG_ACU|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_SG_ACU,Repo Coupon Transfer,Repo_MF_Pay Date Collateral Coupon Transfer,Treasury_SG_ACU|Repo Coupon Transfer|Repo_MF_Pay Date Collateral Coupon Transfer,
Treasury_SG_ACU,Repo,PSAK_MF_Pay Date Attributable Fee,Treasury_SG_ACU|Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury_SG_ACU,Bond Option,Bond Option_TD_Daily MtM,Treasury_SG_ACU|Bond Option|Bond Option_TD_Daily MtM,
Treasury_SG_ACU,Bond Option,Bond Option_MF_Premium Pay Date,Treasury_SG_ACU|Bond Option|Bond Option_MF_Premium Pay Date,
Treasury_SG_ACU,Bond Option,Bond Option_MF_Premium Trade Date,Treasury_SG_ACU|Bond Option|Bond Option_MF_Premium Trade Date,
Treasury_SG_ACU,Bond Option,Option MF_Expiry Date Premium Reclass,Treasury_SG_ACU|Bond Option|Option MF_Expiry Date Premium Reclass,
Treasury_SG_ACU,Bond Option,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_SG_ACU|Bond Option|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_SG_ACU,Bond Option,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_SG_ACU|Bond Option|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_SG_ACU,FXO,FX Option_MF_Premium Value Date,Treasury_SG_ACU|FXO|FX Option_MF_Premium Value Date,
Treasury_SG_ACU,FXO,FX Option_MF_Premium Trade Date,Treasury_SG_ACU|FXO|FX Option_MF_Premium Trade Date,
Treasury_SG_ACU,FXO,FX Option_TD_Exercise/Closing Date OffBalance Principal,Treasury_SG_ACU|FXO|FX Option_TD_Exercise/Closing Date OffBalance Principal,
Treasury_SG_ACU,FXO,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_SG_ACU|FXO|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_SG_ACU,FXO,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_SG_ACU|FXO|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_SG_ACU,FXO,Option MF_Expiry Date Premium Reclass,Treasury_SG_ACU|FXO|Option MF_Expiry Date Premium Reclass,
Treasury_SG_ACU,Bank Notes Commodity Spot,BN_TD_Trade Date Nominal OffBalance,Treasury_SG_ACU|Bank Notes Commodity Spot|BN_TD_Trade Date Nominal OffBalance,
Treasury_SG_ACU,Bank Notes Commodity Spot,BN_TD_Trade Date Premium OffBalance,Treasury_SG_ACU|Bank Notes Commodity Spot|BN_TD_Trade Date Premium OffBalance,
Treasury_SG_ACU,Bank Notes Commodity Spot,BN_MF_Value Date Premium,Treasury_SG_ACU|Bank Notes Commodity Spot|BN_MF_Value Date Premium,
Treasury_SG_ACU,Bank Notes Commodity Spot,BN_MF_Value Date Premium PnL,Treasury_SG_ACU|Bank Notes Commodity Spot|BN_MF_Value Date Premium PnL,
Treasury_SG_ACU,Bank Notes Commodity Spot,BN_TD_Value Date Nominal OffBalance,Treasury_SG_ACU|Bank Notes Commodity Spot|BN_TD_Value Date Nominal OffBalance,
Treasury_SG_ACU,Bank Notes Commodity Spot,BN_TD_Value Date Premium OffBalance,Treasury_SG_ACU|Bank Notes Commodity Spot|BN_TD_Value Date Premium OffBalance,
Treasury_SG_ACU,Bank Notes Commodity Spot,BN_TD_Value Date Nominal,Treasury_SG_ACU|Bank Notes Commodity Spot|BN_TD_Value Date Nominal,
Treasury_SG_ACU,Bank Notes Commodity Fwd,BN_TD_Trade Date Nominal OffBalance,Treasury_SG_ACU|Bank Notes Commodity Fwd|BN_TD_Trade Date Nominal OffBalance,
Treasury_SG_ACU,Bank Notes Commodity Fwd,BN_TD_Trade Date Premium OffBalance,Treasury_SG_ACU|Bank Notes Commodity Fwd|BN_TD_Trade Date Premium OffBalance,
Treasury_SG_ACU,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal OffBalance,Treasury_SG_ACU|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal OffBalance,
Treasury_SG_ACU,Bank Notes Commodity Fwd,BN_TD_Value Date Premium OffBalance,Treasury_SG_ACU|Bank Notes Commodity Fwd|BN_TD_Value Date Premium OffBalance,
Treasury_SG_ACU,Bank Notes Commodity Fwd,BN_MF_Value Date Premium,Treasury_SG_ACU|Bank Notes Commodity Fwd|BN_MF_Value Date Premium,
Treasury_SG_ACU,Bank Notes Commodity Fwd,BN_MF_Value Date Premium PnL,Treasury_SG_ACU|Bank Notes Commodity Fwd|BN_MF_Value Date Premium PnL,
Treasury_SG_ACU,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal,Treasury_SG_ACU|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal,
Treasury_SG_ACU,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SG_ACU|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SG_ACU,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Bank Notes Commodity Spot,BN_TD_Value Date Nominal PnL,Treasury_SG_ACU|Bank Notes Commodity Spot|BN_TD_Value Date Nominal PnL,
Treasury_SG_ACU,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal PnL,Treasury_SG_ACU|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal PnL,
Treasury_SG_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SG_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SG_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_SG_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_SG_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (NR),Treasury_SG_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_SG_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_SG_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_SG_ACU,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_SG_ACU|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_SG_ACU,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (NR),Treasury_SG_ACU|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_SG_ACU,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SG_ACU|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SG_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SG_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SG_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (RTM),Treasury_SG_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (RTM),
Treasury_SG_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (NR),Treasury_SG_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (NR),
Treasury_SG_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_SG_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_SG_ACU,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SG_ACU|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SG_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SG_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SG_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SG_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SG_ACU,FX Spot,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_SG_ACU|FX Spot|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_SG_ACU,FX Forward,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_SG_ACU|FX Forward|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_SG_ACU,FX Swap,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_SG_ACU|FX Swap|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_SG_ACU,FX Spot,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_SG_ACU|FX Spot|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_SG_ACU,FX Forward,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_SG_ACU|FX Forward|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_SG_ACU,FX Swap,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_SG_ACU|FX Swap|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_SG_ACU,Bond FVTPL,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SG_ACU|Bond FVTPL|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SG_ACU,Bond Amortised Cost,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SG_ACU|Bond Amortised Cost|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SG_ACU,Borrowing,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SG_ACU|Borrowing|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SG_ACU,Bond FVTPL,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SG_ACU|Bond FVTPL|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SG_ACU,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SG_ACU|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SG_ACU,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_SG_ACU|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_SG_ACU,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_SG_ACU|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_SG_ACU,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SG_ACU|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SG_ACU,Bond FVTPL,Bond_MF_Pay Date Principal,Treasury_SG_ACU|Bond FVTPL|Bond_MF_Pay Date Principal,
Treasury_SG_ACU,Bond Amortised Cost,Bond_MF_Pay Date Principal,Treasury_SG_ACU|Bond Amortised Cost|Bond_MF_Pay Date Principal,
Treasury_SG_ACU,Bond FVOCI,Bond_MF_Pay Date Principal,Treasury_SG_ACU|Bond FVOCI|Bond_MF_Pay Date Principal,
Treasury_SG_ACU,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization,Treasury_SG_ACU|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization,
Treasury_SG_ACU,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SG_ACU|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SG_ACU,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,FXO,FX Option_MF_Payment Premium Trade Date,Treasury_SG_ACU|FXO|FX Option_MF_Payment Premium Trade Date,
Treasury_SG_ACU,FXO,FX Option_MF_Payment Premium Value Date,Treasury_SG_ACU|FXO|FX Option_MF_Payment Premium Value Date,
Treasury_SG_ACU,FXO,FX Option_MF_Termination Fee,Treasury_SG_ACU|FXO|FX Option_MF_Termination Fee,
Treasury_SG_ACU,FXO,FX Option_MF_Termination Fee_FCY_ACCY,Treasury_SG_ACU|FXO|FX Option_MF_Termination Fee_FCY_ACCY,
Treasury_SG_ACU,FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury_SG_ACU|FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury_SG_ACU,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization,Treasury_SG_ACU|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization,
Treasury_SG_ACU,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization_FCY (NI),Treasury_SG_ACU|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization_FCY (NI),
Treasury_SG_ACU,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Bond FVOCI,Bond_TD_Trade Date Sell RPL,Treasury_SG_ACU|Bond FVOCI|Bond_TD_Trade Date Sell RPL,
Treasury_SG_ACU,Bond FVOCI,PSAK_TD_Total Amortization Maturity Date,Treasury_SG_ACU|Bond FVOCI|PSAK_TD_Total Amortization Maturity Date,
Treasury_SG_ACU,Bond FVOCI,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SG_ACU|Bond FVOCI|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SG_ACU,Bond FVOCI,Bond_TD_Trade Date Sell Premium,Treasury_SG_ACU|Bond FVOCI|Bond_TD_Trade Date Sell Premium,
Treasury_SG_ACU,Bond FVTPL,Bond_TD_Trade Date Sell Premium,Treasury_SG_ACU|Bond FVTPL|Bond_TD_Trade Date Sell Premium,
Treasury_SG_ACU,Bond FVTPL,Bond_TD_Trade Date Sell RPL,Treasury_SG_ACU|Bond FVTPL|Bond_TD_Trade Date Sell RPL,
Treasury_SG_ACU,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization,Treasury_SG_ACU|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization,
Treasury_SG_ACU,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Borrowing,MM_TD_Daily Attributable Fee Amortization,Treasury_SG_ACU|Borrowing|MM_TD_Daily Attributable Fee Amortization,
Treasury_SG_ACU,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Placement,MM_TD_Daily Attributable Fee Amortization,Treasury_SG_ACU|Placement|MM_TD_Daily Attributable Fee Amortization,
Treasury_SG_ACU,Placement,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Placement|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Placement,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Placement|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Repo,MM_TD_Daily Attributable Fee Amortization,Treasury_SG_ACU|Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury_SG_ACU,Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Repo,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Repo|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Reverse Repo,MM_TD_Daily Attributable Fee Amortization,Treasury_SG_ACU|Reverse Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury_SG_ACU,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Placement(Discounted),Bond_TD_Daily Premium/Discount Amortization,Treasury_SG_ACU|Placement(Discounted)|Bond_TD_Daily Premium/Discount Amortization,
Treasury_SG_ACU,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization,Treasury_SG_ACU|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization,
Treasury_SG_ACU,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SG_ACU|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SG_ACU,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_SG_ACU|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_SG_ACU,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_SG_ACU|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_SG_ACU,Bond Amortised Cost,PSAK_TD_Total Amortization Maturity Date,Treasury_SG_ACU|Bond Amortised Cost|PSAK_TD_Total Amortization Maturity Date,
Treasury_SG_ACU,Reverse Repo,PSAK_MF_Pay Date Attributable Fee,Treasury_SG_ACU|Reverse Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury_SG_ACU,Placement(Discounted),PSAK_TD_Total Amortization Maturity Date,Treasury_SG_ACU|Placement(Discounted)|PSAK_TD_Total Amortization Maturity Date,
Treasury_SG_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) Issuance,Treasury_SG_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) Issuance,
Treasury_SG_ACU,Bond Issuance,Bond Issue_TD_Premium/Discount Maturity Date,Treasury_SG_ACU|Bond Issuance|Bond Issue_TD_Premium/Discount Maturity Date,
Treasury_SG_ACU,Bond Issuance,Bond Issue_TD_ Attributable Fee Maturity Date,Treasury_SG_ACU|Bond Issuance|Bond Issue_TD_ Attributable Fee Maturity Date,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Trade Date Offbalance,Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Trade Date Offbalance,
