CONTEXTLINK,,,,,,/CONTEXTLINK
NAME,CONTEXT_SEQNBR.NAME,MAPPING_TYPE,TYPE,PRFNBR.ASSINF,PRFNBR.PRFID,
ACCOUNTING AC/OCI_HO,Accounting,General,Accounting Parameter,,,
ACCOUNTING PL_HO,Accounting,Portfolio,Accounting Parameter,BB BOND PL BMHK,BB BOND PL BMHK,
ACCOUNTING_SHARIAH PL_HO,Accounting,Portfolio,Accounting Parameter,BB BOND SHARIA PL BMHK,BB BOND SHARIA PL BMHK,
ACCOUNTING_SHARIAH AC/OCI_HO,Accounting,Portfolio,Accounting Parameter,BB BOND SHARIA OCI BMHK,BB BOND SHARIA OCI BMHK,
ACCOUNTING_SHARIAH AC/OCI_HO,Accounting,Portfolio,Accounting Parameter,BB BOND SHARIA AC BMHK,BB BOND SHARIA AC BMHK,
