INSTRUMENT,,,,,,,,,,,,,,,,,,,,,,,/INSTRUMENT
CONTR_SIZE,CURR.INSID,EXERCISE_TYPE,EXP_PERIOD,GENERIC,INSID,INSTYPE,MTM_FROM_FEED,OPTION_TYPE,PAYTYPE,PAY_DAY_OFFSET,PAY_OFFSET_METHOD,PRODUCT_CHLNBR.ENTRY,PRODUCT_CHLNBR.LIST,QUOTATION_SEQNBR.NAME,SETTLEMENT,SPOT_BANKING_DAYS_OFFSET,STRIKE_CURR.INSID,STRIKE_PRICE,STRIKE_TYPE,UND_INSADDR.EXTERN_ID1,UND_INSADDR.INSID,UND_INSTYPE,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/20Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR20,USD/IRS/SO1D-F/20Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/25Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR25,USD/IRS/SO1D-F/25Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/2Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR2,USD/IRS/SO1D-F/2Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/30Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR30,USD/IRS/SO1D-F/30Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/3Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR3,USD/IRS/SO1D-F/3Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/4Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR4,USD/IRS/SO1D-F/4Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/5Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR5,USD/IRS/SO1D-F/5Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/6Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR6,USD/IRS/SO1D-F/6Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/7Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR7,USD/IRS/SO1D-F/7Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/8Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR8,USD/IRS/SO1D-F/8Y,Swap,
1000000,USD,European,25y,Yes,USD/R/IRS/SO1D/BP-VOL/25Y/9Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR9,USD/IRS/SO1D-F/9Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/10Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR10,USD/IRS/SO1D-F/10Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/15Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR15,USD/IRS/SO1D-F/15Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/1Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR1,USD/IRS/SO1D-F/12M,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/20Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR20,USD/IRS/SO1D-F/20Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/25Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR25,USD/IRS/SO1D-F/25Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/2Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR2,USD/IRS/SO1D-F/2Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/30Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR30,USD/IRS/SO1D-F/30Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/3Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR3,USD/IRS/SO1D-F/3Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/4Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR4,USD/IRS/SO1D-F/4Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/5Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR5,USD/IRS/SO1D-F/5Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/6Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR6,USD/IRS/SO1D-F/6Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/7Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR7,USD/IRS/SO1D-F/7Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/8Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR8,USD/IRS/SO1D-F/8Y,Swap,
1000000,USD,European,2y,Yes,USD/R/IRS/SO1D/BP-VOL/2Y/9Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR9,USD/IRS/SO1D-F/9Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/10Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR10,USD/IRS/SO1D-F/10Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/15Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR15,USD/IRS/SO1D-F/15Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/1Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR1,USD/IRS/SO1D-F/12M,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/20Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR20,USD/IRS/SO1D-F/20Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/25Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR25,USD/IRS/SO1D-F/25Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/2Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR2,USD/IRS/SO1D-F/2Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/30Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR30,USD/IRS/SO1D-F/30Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/3Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR3,USD/IRS/SO1D-F/3Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/4Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR4,USD/IRS/SO1D-F/4Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/5Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR5,USD/IRS/SO1D-F/5Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/6Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR6,USD/IRS/SO1D-F/6Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/7Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR7,USD/IRS/SO1D-F/7Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/8Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR8,USD/IRS/SO1D-F/8Y,Swap,
1000000,USD,European,30y,Yes,USD/R/IRS/SO1D/BP-VOL/30Y/9Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR9,USD/IRS/SO1D-F/9Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/10Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR10,USD/IRS/SO1D-F/10Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/15Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR15,USD/IRS/SO1D-F/15Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/1Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR1,USD/IRS/SO1D-F/12M,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/20Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR20,USD/IRS/SO1D-F/20Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/25Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR25,USD/IRS/SO1D-F/25Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/2Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR2,USD/IRS/SO1D-F/2Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/30Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR30,USD/IRS/SO1D-F/30Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/3Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR3,USD/IRS/SO1D-F/3Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/4Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR4,USD/IRS/SO1D-F/4Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/5Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR5,USD/IRS/SO1D-F/5Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/6Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR6,USD/IRS/SO1D-F/6Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/7Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR7,USD/IRS/SO1D-F/7Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/8Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR8,USD/IRS/SO1D-F/8Y,Swap,
1000000,USD,European,3m,Yes,USD/R/IRS/SO1D/BP-VOL/3M/9Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR9,USD/IRS/SO1D-F/9Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/10Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR10,USD/IRS/SO1D-F/10Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/15Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR15,USD/IRS/SO1D-F/15Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/1Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR1,USD/IRS/SO1D-F/12M,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/20Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR20,USD/IRS/SO1D-F/20Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/25Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR25,USD/IRS/SO1D-F/25Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/2Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR2,USD/IRS/SO1D-F/2Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/30Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR30,USD/IRS/SO1D-F/30Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/3Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR3,USD/IRS/SO1D-F/3Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/4Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR4,USD/IRS/SO1D-F/4Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/5Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR5,USD/IRS/SO1D-F/5Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/6Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR6,USD/IRS/SO1D-F/6Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/7Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR7,USD/IRS/SO1D-F/7Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/8Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR8,USD/IRS/SO1D-F/8Y,Swap,
1000000,USD,European,3y,Yes,USD/R/IRS/SO1D/BP-VOL/3Y/9Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR9,USD/IRS/SO1D-F/9Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/10Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR10,USD/IRS/SO1D-F/10Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/15Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR15,USD/IRS/SO1D-F/15Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/1Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR1,USD/IRS/SO1D-F/12M,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/20Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR20,USD/IRS/SO1D-F/20Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/25Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR25,USD/IRS/SO1D-F/25Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/2Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR2,USD/IRS/SO1D-F/2Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/30Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR30,USD/IRS/SO1D-F/30Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/3Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR3,USD/IRS/SO1D-F/3Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/4Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR4,USD/IRS/SO1D-F/4Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/5Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR5,USD/IRS/SO1D-F/5Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/6Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR6,USD/IRS/SO1D-F/6Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/7Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR7,USD/IRS/SO1D-F/7Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/8Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR8,USD/IRS/SO1D-F/8Y,Swap,
1000000,USD,European,4y,Yes,USD/R/IRS/SO1D/BP-VOL/4Y/9Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR9,USD/IRS/SO1D-F/9Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/10Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR10,USD/IRS/SO1D-F/10Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/15Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR15,USD/IRS/SO1D-F/15Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/1Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR1,USD/IRS/SO1D-F/12M,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/20Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR20,USD/IRS/SO1D-F/20Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/25Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR25,USD/IRS/SO1D-F/25Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/2Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR2,USD/IRS/SO1D-F/2Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/30Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR30,USD/IRS/SO1D-F/30Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/3Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR3,USD/IRS/SO1D-F/3Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/4Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR4,USD/IRS/SO1D-F/4Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/5Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR5,USD/IRS/SO1D-F/5Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/6Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR6,USD/IRS/SO1D-F/6Y,Swap,
1000000,USD,European,5y,Yes,USD/R/IRS/SO1D/BP-VOL/5Y/7Y/ATM,Option,Yes,Receiver,Spot,0,Business Days,Vol-Swtn-RFR,ValGroup,Volatility bps,Cash,2,USD,0,Rel Frw,USOSFR7,USD/IRS/SO1D-F/7Y,Swap,
