INSTRUMENT,,,,,,,,,,LEG,,,,,,,,,,,,,,,,,,,,,,,,/LEG,/INSTRUMENT
CONTR_SIZE,CURR.INSID,GENERIC,INSID,INSTYPE,MTM_FROM_FEED,OTC,PAY_OFFSET_METHOD,QUOTATION_SEQNBR.NAME,SPOT_BANKING_DAYS_OFFSET,CURR.INSID,DAYCOUNT_METHOD,DECIMALS,END_PERIOD,EXCLUDE_FIRST_PERIOD,FLOAT_RATE.EXTERN_ID1,FLOAT_RATE.INSID,FLOAT_RATE_FACTOR,INTEREST_PAYMENT_TIME,NOMINAL_FACTOR,PAYLEG,PAY_CALNBR.CALID,PAY_DAY_METHOD,RESET_CALNBR.CALID,RESET_DAY_METHOD,RESET_DAY_OFFSET,RESET_TYPE,ROLLING_CONVENTION,ROLLING_PERIOD,ROUNDING,START_PERIOD,STRIKE,STRIKE_TYPE,TYPE,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/1.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/2.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,3,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/4.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,4,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/6.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,6,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/7.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,7,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/12Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,12y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,,Rel ATM Par,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/0.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/0.75,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.75,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/1.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/2.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,3,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/4.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,4,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/6.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,6,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/7.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,7,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/15Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,15y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,,Rel ATM Par,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/0.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/0.75,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.75,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/1.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/2.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,3,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/4.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,4,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/6.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,6,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/7.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,7,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/1Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,1y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,,Rel ATM Par,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/0.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/0.75,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.75,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/1.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/2.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,3,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/4.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,4,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/6.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,6,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/7.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,7,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/20Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,20y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,,Rel ATM Par,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/0.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/0.75,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.75,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/1.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,1.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/2.50,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,2.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,3,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/4.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,4,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/6.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,6,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/7.00,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,7,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/2Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,2y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,,Rel ATM Par,Cap,,
1000000,USD,Yes,USD/CAP/LI3M/BVOL/3Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,USD,Act/360,5,3y,Yes,US0003M,USD/LIBOR/3M,1,In Arrears,1,No,New York,Mod. Following,London,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0y,0.25,Absolute,Cap,,
