VOLATILITY,,,,,,,,,,,,,,,,,,,,,,,,VOLATILITYSKEW,,,,,,,,,,,,,,/VOLATILITYSKEW,/VOLATILITY
BOND_VOL_TYPE,BUTTERFLY_QUOTE,CURR_PAIR_SEQNBR.CURR1.INSID,CURR_PAIR_SEQNBR.CURR2.INSID,CURR_PAIR_SEQNBR.NAME,DATA,DELTA_ATM_DEFINITION,DELTA_TERM,DOMESTIC_HOLIDAY_WEIGHT,DOMESTIC_WEEKEND_WEIGHT,EXPIRY_EXTRAPOLATION_METHOD,EXPIRY_INTERPOLATION_METHOD,FAVOUR_CALL,FOREIGN_HOLIDAY_WEIGHT,FOREIGN_WEEKEND_WEIGHT,FRAMEWORK,INTERPOLATION_METHOD,RISK_TYPE,STORED_ATM_VOL_MULTIPLIER,STRIKE_DIMENSION,STRIKE_TYPE,VOL_NAME,VOL_TYPE,VOL_VALUE_TYPE,A1,A2,A3,A4,A5,A6,A7,A8,A9,CALL,DELTA_TYPE,EXP_PERIOD,NBR_OF_INTERPOLATION_POINTS,VOL_CUT_OFF_TYPE,,
Price,2 Vol,GBP,USD,GBP/USD,,Zero Delta Straddle,Domestic per foreign,1,1,Default,Variance,Yes,1,1,Black & Scholes,Cubic Spline,FX Vol,1,Delta,Delta,FX-GBPUSD,Malz,Relative,0.133,0.0015,0.00495,0.06,-0.015,-0.02625,0.06,-0.01,0.01,Yes,Spot,1d,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.163,0.0015,0.003,0.06,-0.015,-0.02625,0.06,-0.01,0.01,Yes,Spot,1w,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.002,0.006,0.06,-0.06,-0.09,0.06,-0.01,0.01,Yes,Spot,1m,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.1815,0.003,0.009,0.06,-0.066,-0.119,0.06,-0.01,0.01,Yes,Spot,2m,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.1585,0.0045,0.0135,0.06,-0.055,-0.099,0.06,-0.01,0.01,Yes,Spot,3m,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.1305,0.0055,0.0165,0.06,-0.04,-0.072,0.06,-0.01,0.01,Yes,Spot,6m,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.0015,0.003,0.06,-0.0175,-0.03063,0.06,-0.01,0.01,Yes,Spot,2w,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.111,0.006,0.018,0.06,-0.03,-0.054,0.06,-0.01,0.01,Yes,Spot,1y,5,Delta,,
,,,,,,,,,,,,,,,,,,,,,,,,0.1105,0.006,0.018,0.06,-0.028,-0.0532,0.06,-0.01,0.01,Yes,Spot,2y,5,Delta,,
