CHOICELIST,,,,/CHOICELIST
EmasProdCode,441,PKUK-NB,PKUK-NB,
EmasProdCode,442,PNM-IDR,RELENDING PNM,
EmasProdCode,443,PTMN-FLEET,Pertamina Prepaid Fl,
EmasProdCode,444,PTMN-INDV,Pertamina Prepaid In,
EmasProdCode,445,S-ANTARKTR,S-ANTARKTR,
EmasProdCode,446,S-HRAYAA,S-HRAYAA,
EmasProdCode,447,S-HRAYAF,S-HRAYAF,
EmasProdCode,448,S-JPDA,S-JPDA,
EmasProdCode,449,S-JPDF,S-JPDF,
EmasProdCode,450,S-JPJA,S-JPJA,
EmasProdCode,451,S-JPJF,S-JPJF,
EmasProdCode,452,S-JPJKUKA,S-JPJKUKA,
EmasProdCode,453,S-JPJKUKF,S-JPJKUKF,
EmasProdCode,454,S-KARBA,S-KARBA,
EmasProdCode,455,S-KARBF,S-KARBF,
EmasProdCode,456,S-KHUSUSA,S-KHUSUSA,
EmasProdCode,457,S-KHUSUSF,S-KHUSUSF,
EmasProdCode,458,S-KKP-DRRT,S-KKP-DRRT,
EmasProdCode,459,S-KKP-KEND,S-KKP-KEND,
EmasProdCode,460,S-KKP-RMH,S-KKP-RMH,
EmasProdCode,461,S-KKP-TA,S-KKP-TA,
EmasProdCode,462,S-KPKSA,S-KPKSA,
EmasProdCode,463,S-KPKSF,S-KPKSF,
EmasProdCode,464,S-KPKSKUKA,S-KPKSKUKA,
EmasProdCode,465,S-KPKSKUKF,S-KPKSKUKF,
EmasProdCode,466,S-UPP-KEND,S-UPP-KEND,
EmasProdCode,467,S-UPP-RMH,S-UPP-RMH,
EmasProdCode,468,SIEKO,TABUNGAN SI EKO,
EmasProdCode,469,SIEVO,TABUNGAN SI EVO,
EmasProdCode,470,SIPRABA,TABUNGAN SI PRABA,
EmasProdCode,471,SIPRABA-RG,TABUNGAN SIPRABA REG,
EmasProdCode,472,SOL-IDR,SUB ORDINATED LOAN,
EmasProdCode,473,SOL-USD,SUB ORDINATED LOAN,
EmasProdCode,474,TABAUD,TABUNGAN VALAS AUD,
EmasProdCode,475,TABAUD-VPM,TAB VALAS PREM - AUD,
EmasProdCode,476,TABAUD-VPS,TAB VAL PREM S - AUD,
EmasProdCode,477,TABBB,Branchless Banking,
EmasProdCode,478,TABBIS-AUD,TABUNGAN BISNIS AUD,
EmasProdCode,479,TABBIS-CHF,TABUNGAN BISNIA CHF,
EmasProdCode,480,TABBIS-CNY,TABUNGAN BISNIS CNY,
EmasProdCode,481,TABBIS-EUR,TABUNGAN BISNIS EUR,
EmasProdCode,482,TABBIS-GBP,TABUNGAN BISNIS GBP,
EmasProdCode,483,TABBIS-HKD,TABUNGAN BISNIS HKD,
EmasProdCode,484,TABBIS-OL,TAB BISNIS MANDIRI,
EmasProdCode,485,TABBIS-SGD,Tabungan Bisnis SGD,
EmasProdCode,486,TABBIS-USD,Tabungan Bisnis USD,
EmasProdCode,487,TABBISNIS,TAB BISNIS MANDIRI,
EmasProdCode,488,TABCARD,Mandiri Debet Card,
EmasProdCode,489,TABCHF,TABUNGAN VALAS CHF,
EmasProdCode,490,TABCHF-VPM,TAB VALAS PREM - CHF,
EmasProdCode,491,TABCHF-VPS,TAB VAL PREM S - CHF,
EmasProdCode,492,TABEUR,TABUNGAN VALAS EUR,
EmasProdCode,493,TABEUR-VPM,TAB VALAS PREM - EUR,
EmasProdCode,494,TABEUR-VPS,TAB VAL PREM S - EUR,
EmasProdCode,495,TABFELLAS,Tabungan Fellas,
EmasProdCode,496,TABFNP-1,TAB FLEXI NON PYRL 1,
EmasProdCode,497,TABFNP-2,TAB FLEXI NON PYRL 2,
EmasProdCode,498,TABFNP-3,TAB FLEXI NON PYRL 3,
EmasProdCode,499,TABFNP-4,TAB FLEXI NON PYRL 4,
EmasProdCode,500,TABFP-1,TAB FLEXI PYRL 1,
EmasProdCode,501,TABFP-2,TAB FLEXI PYRL 2,
EmasProdCode,502,TABFP-3,TAB FLEXI PYRL 3,
EmasProdCode,503,TABFP-4,TAB FLEXI PYRL 4,
EmasProdCode,504,TABGBP,TABUNGAN VALAS - GBP,
EmasProdCode,505,TABGBP-VPM,TAB VALAS PREM - GBP,
EmasProdCode,506,TABGBP-VPS,TAB VAL PREM S - GBP,
EmasProdCode,507,TABGOLD,Tab Gold Mandiri,
EmasProdCode,508,TABHAJI,Tab Haji dan Umroh,
EmasProdCode,509,TABHAJIN,Tab Haji Non Balas,
EmasProdCode,510,TABHKD,Tabungan Valas - HKD,
EmasProdCode,511,TABHKD-VPM,TAB VALAS PREM - HKD,
EmasProdCode,512,TABHKD-VPS,TAB VAL PREM S - HKD,
EmasProdCode,513,TABINS,TABUNGAN RENCANA MDR,
EmasProdCode,514,TABINS_USD,TABUNGAN TRM - USD,
EmasProdCode,515,TABINS-REP,Tab TRM Replanting,
EmasProdCode,516,TABINSMUDA,MTR SIMUDA RUMAHKU,
EmasProdCode,517,TABINSNON,TAB RENCANA MDR NON,
EmasProdCode,518,TABINVESTA,Tab Investa,
EmasProdCode,519,TABIPO,TABUNGAN IPO,
EmasProdCode,520,TABJPY,Tabungan Valas - JPY,
EmasProdCode,521,TABJPY-VPM,TAB VALAS PREM - JPY,
EmasProdCode,522,TABJPY-VPS,TAB VAL PREM S - JPY,
EmasProdCode,523,TABJT,Branchless Banking,
EmasProdCode,524,TABKAP-REP,Tab Kapel Replanting,
EmasProdCode,525,TABKAPEL,TAB KARYAWAN/PELAJAR,
EmasProdCode,526,TABKAPELLN,TABKAPEL LAINNYA,
EmasProdCode,527,TABKKP,TAB KREDIT KP,
EmasProdCode,528,TABMANDIRI,Tab Mandiri,
EmasProdCode,529,TABMDR-OL,TABUNGAN MANDIRI OL,
EmasProdCode,530,TABMDR2-OL,Tabungan Mandiri Ol,
EmasProdCode,531,TABMIKRO,Mandiri TabunganMU,
EmasProdCode,532,TABMU-OL,MANDIRI TABUNGANMU,
EmasProdCode,533,TABNAS-B,TAB Nasional Badan,
EmasProdCode,534,TABNAS-P,TABNAS Perorangan,
EmasProdCode,535,TABNAS-P2,TABNAS PERORANGAN,
EmasProdCode,536,TABNOW-OL,MANDIRI TABUNGAN NOW,
EmasProdCode,537,TABNOW2-OL,MANDIRI TABUNGAN NOW,
EmasProdCode,538,TABP2P-RDB,MDR TAB P2P-RDB,
EmasProdCode,539,TABP2P-RDL,MDR TAB P2P-RDL,
EmasProdCode,540,TABPOLRI,Tab MD (Mapan) Polri,
EmasProdCode,541,TABPR-BU,TAB PREMIUM BDNUSAHA,
EmasProdCode,542,TABPR-IN,TAB PREMIUM INDIVIDU,
EmasProdCode,543,TABPRO1,TABUNGAN ASURANSI 1,
EmasProdCode,544,TABPRO2,TABUNGAN ASURANSI 2,
EmasProdCode,545,TABPRO3,TABUNGAN ASURANSI 3,
EmasProdCode,546,TABPRO4,TABUNGAN ASURANSI 4,
EmasProdCode,547,TABRAOS,MANDIRI TAB KAPEL,
EmasProdCode,548,TABSDA-IDR,TAB BISNIS DHE - IDR,
EmasProdCode,549,TABSDA-USD,TAB BISNIS DHE - USD,
EmasProdCode,550,TABSGD,Tabungan Valas - SGD,
EmasProdCode,551,TABSGD-VPM,TAB VALAS PREM - SGD,
EmasProdCode,552,TABSGD-VPS,TAB VAL PREM S - SGD,
EmasProdCode,553,TABSIMPEL,TAB SIMPANAN PELAJAR,
EmasProdCode,554,TABSIMPELP,TABSIMPEL PEMERINTAH,
EmasProdCode,555,TABSIMPLP2,TABSIMPL PEMERINTAH2,
EmasProdCode,556,TABSTARTUP,Tabungan Start Up,
EmasProdCode,557,TABTANI,Tabungan Tani #Test#,
EmasProdCode,558,TABTKI-BRN,Tabungan TKI Brunei,
EmasProdCode,559,TABTKI-EUR,Tab TKI Eropa,
EmasProdCode,560,TABTKI-HKG,Tab TKI Hongkong,
EmasProdCode,561,TABTKI-JPY,Tab TKI Jepang,
EmasProdCode,562,TABTKI-KOR,TAB TKI KoreaSelatan,
EmasProdCode,563,TABTKI-MID,Tab TKI Timur Tengah,
EmasProdCode,564,TABTKI-MLY,Tab TKI Malaysia,
EmasProdCode,565,TABTKI-OMN,Tab TKI Oman,
EmasProdCode,566,TABTKI-QTR,Tab TKI Qatar,
EmasProdCode,567,TABTKI-RYD,Tab TKI Riyadh,
EmasProdCode,568,TABTKI-SNG,Tab TKI Singapura,
EmasProdCode,569,TABTKI-TWN,Tab TKI Taiwan,
EmasProdCode,570,TABTKI-UAE,Tab TKI UAE,
EmasProdCode,571,TABTKI-USA,Tab TKI Amerika,
EmasProdCode,572,TABTKI-YOR,Tab TKI Yordania,
EmasProdCode,573,TABTNI,Tab Mpn TNI Mandiri,
EmasProdCode,574,TABUNGANKU,TabunganKu,
EmasProdCode,575,TABUSD,Tabungan Valas - USD,
EmasProdCode,576,TABUSD-VPM,TAB VALAS PREM - USD,
EmasProdCode,577,TABUSD-VPS,TAB VAL PREM S - USD,
EmasProdCode,578,TLG-BPIHK,TLG-BPIHK,
EmasProdCode,579,TLGHAJI,TLGHAJI,
EmasProdCode,580,TP2PRDB-OL,MDR TAB P2P-RDB,
EmasProdCode,581,TP2PRDL-OL,MDR TAB P2P-RDL,
EmasProdCode,582,TRMIDR-ARO,TRM IDR ARO,
EmasProdCode,583,TRMIDR-T1,TRM TENOR 12-47_BLN,
EmasProdCode,584,TRMIDR-T2,TRM TENOR 48-119_BLN,
EmasProdCode,585,TRMIDR-T3,TRM TENOR 120-179_BL,
EmasProdCode,586,TRMIDR-T4,TRM TENOR 180-240_BL,
EmasProdCode,587,TRMMATURED,TRM JATUH TEMPO,
EmasProdCode,588,TRMMUDA1,MTRSIMUDA 12-47 BLN,
EmasProdCode,589,TRMMUDA2,MTRSIMUDA 48-119 BLN,
EmasProdCode,590,TRMMUDA3,MTRSIMUDA 120-179BLN,
EmasProdCode,591,TRMMUDA4,MTRSIMUDA 180-240BLN,
EmasProdCode,592,TRMMUDAARO,MTRSIMUDA ARO,
EmasProdCode,593,TRMNON1,TRM NON 12-47 BLN,
EmasProdCode,594,TRMNON2,TRM NON 48-119 BLN,
EmasProdCode,595,TRMNON3,TRM NON 120-179 BLN,
EmasProdCode,596,TRMNON4,TRM NON 180-240 BLN,
EmasProdCode,597,TRMNONARO,TRM NON ARO,
EmasProdCode,598,TRMUSD-ARO,TRM IDR ARO,
EmasProdCode,599,TRMUSD-JT,TRM USD JATUH TEMPO,
EmasProdCode,600,TSL-IDR,TWO STEP LOAN-IDR,
EmasProdCode,601,TSL-USD,TWO STEP LOAN-USD,
EmasProdCode,602,UAT1,,
EmasProdCode,603,UAT3,,
EmasProdCode,604,VOSTRUSD-1,VOSTRO USD TIERING,
EmasProdCode,605,W-FIN-BL,W-FIN-BL,
EmasProdCode,606,W-FIN-INS,M-UMUM,
EmasProdCode,607,W-FIN-MI,W-FIN-MI,
EmasProdCode,608,W-KMK,W-KMK,
EmasProdCode,609,ZAUD,NonCustValutaAsingAU,
EmasProdCode,610,ZCAD,NonCustValutaAsingCA,
EmasProdCode,611,ZCHF,NonCustValutaAsingCh,
EmasProdCode,612,ZCNY,NonCustValutaAsingCN,
EmasProdCode,613,ZDKK,NonCustValutaAsingDK,
EmasProdCode,614,ZEUR,NonCustValutaAsingEU,
EmasProdCode,615,ZGBP,NonCustValutaAsingGB,
EmasProdCode,616,ZHKD,NonCustValutaAsingHK,
EmasProdCode,617,ZIDR,NonCustomerRupiahM,
EmasProdCode,618,ZINR,NonCustValutAsingINR,
EmasProdCode,619,ZJPY,NonCustValutaAsingJP,
EmasProdCode,620,ZNZD,GNC VALUTA NZD,
EmasProdCode,621,ZSAR,NonCustValasSAR,
EmasProdCode,622,ZSGD,NonCustValutaAsingSG,
EmasProdCode,623,ZUSD,NonCustValutaAsingUS,
EmasProdCode,624,CA-SGD-C,,
EmasProdCode,625,CA-USD-C,,
EmasProdCode,626,VTCF-EUR-C,,
EmasProdCode,627,I/O-SGD,,
EmasProdCode,628,I/O-USD,,
EmasProdCode,629,I/O-HKD,,
EmasProdCode,630,I/O-GBP,,
EmasProdCode,631,I/O-EUR,,
