TRADEALIASTYPE,,/TRADEALIASTYPE
ALIAS_TYPE_DESCRIPTION,ALIAS_TYPE_NAME,
Original trade number in branch office instance,BMCI,
Original trade number in branch office instance,BMDL,
Original trade number in branch office instance,BMHK,
Original trade number in branch office instance,BMSG,
Original trade number in branch office instance,BMSH,
