INSTRUMENT,,,,,,,,,,,,,LEG,,,,,,,,,,,,,,,,,,,,,,,,,,/LEG,LEG,,,,,,,,,,,,,,,,,,,,,,,/LEG,/INSTRUMENT
SETTLE_CALNBR.CALID,PRODUCT_CHLNBR.ENTRY,PAY_OFFSET_METHOD,QUOTATION_SEQNBR.NAME,MTM_FROM_FEED,GENERIC,INSID,OTC,PRODUCT_CHLNBR.LIST,CONTR_SIZE,CURR.INSID,SPOT_BANKING_DAYS_OFFSET,INSTYPE,ROUNDING,DECIMALS,PAY2_CALNBR.CALID,DAYCOUNT_METHOD,RESET_DAY_METHOD,CURR.INSID,ROLLING_PERIOD,END_PERIOD,PAY_DAY_METHOD,FLOAT_RATE.INSID,NOMINAL_FACTOR,TYPE,CALC_PERIOD2_CALNBR.CALID,END_DATE_METHOD,FLOAT_RATE_FACTOR,START_PERIOD,RESET_CALNBR.CALID,FLOAT_RATE.EXTERN_ID1,PAY_CALNBR.CALID,RESET_PERIOD,INTEREST_PAYMENT_TIME,PAYLEG,RESET_TYPE,CALC_PERIOD_CALNBR.CALID,RESET_DAY_OFFSET,ROLLING_CONVENTION,,ROUNDING,DECIMALS,PAY2_CALNBR.CALID,DAYCOUNT_METHOD,RESET_DAY_METHOD,ROLLING_PERIOD,CURR.INSID,END_PERIOD,PAY_DAY_METHOD,FLOAT_RATE.INSID,TYPE,NOMINAL_FACTOR,END_DATE_METHOD,FLOAT_RATE_FACTOR,START_PERIOD,RESET_CALNBR.CALID,FLOAT_RATE.EXTERN_ID1,PAY_CALNBR.CALID,INTEREST_PAYMENT_TIME,PAYLEG,RESET_TYPE,RESET_DAY_OFFSET,ROLLING_CONVENTION,,
London,Swap,Business Days,Spread bps,Yes,Yes,USD/IRS/LI3M-LI1W/10Y,Yes,ValGroup,1000000,USD,2,Swap,Normal,5,London,Act/360,Mod. Following,USD,1w,10y,Mod. Following,USD/LIBOR/3M,1,Float,London,Relative Start,1,0y,London,US0003M,New York,3m,In Arrears,Yes,Flat Compound,New York,-2,EOM Cal Days,,Normal,5,London,Act/360,Mod. Following,1w,USD,10y,Mod. Following,USD/LIBOR/1W,Float,1,Relative Start,1,0y,London,US0001W,New York,In Arrears,No,Single,-2,EOM Cal Days,,
London,Swap,Business Days,Spread bps,Yes,Yes,USD/IRS/LI3M-LI1W/1Y,Yes,ValGroup,1000000,USD,2,Swap,Normal,5,London,Act/360,Mod. Following,USD,1w,1y,Mod. Following,USD/LIBOR/3M,1,Float,London,Relative Start,1,0y,London,US0003M,New York,3m,In Arrears,Yes,Flat Compound,New York,-2,EOM Cal Days,,Normal,5,London,Act/360,Mod. Following,1w,USD,1y,Mod. Following,USD/LIBOR/1W,Float,1,Relative Start,1,0y,London,US0001W,New York,In Arrears,No,Single,-2,EOM Cal Days,,
London,Swap,Business Days,Spread bps,Yes,Yes,USD/IRS/LI3M-LI1W/2Y,Yes,ValGroup,1000000,USD,2,Swap,Normal,5,London,Act/360,Mod. Following,USD,1w,2y,Mod. Following,USD/LIBOR/3M,1,Float,New York,Relative Start,1,0y,London,US0003M,New York,3m,In Arrears,Yes,Flat Compound,London,0,EOM Cal Days,,Normal,5,London,Act/360,Mod. Following,1w,USD,2y,Mod. Following,USD/LIBOR/1W,Float,1,Relative Start,1,0y,London,US0001W,New York,In Arrears,No,Single,-2,EOM Cal Days,,
London,Swap,Business Days,Spread bps,Yes,Yes,USD/IRS/LI3M-LI1W/3Y,Yes,ValGroup,1000000,USD,2,Swap,Normal,5,London,Act/360,Mod. Following,USD,1w,3y,Mod. Following,USD/LIBOR/3M,1,Float,London,Relative Start,1,0y,London,US0003M,New York,3m,In Arrears,Yes,Flat Compound,New York,-2,EOM Cal Days,,Normal,5,London,Act/360,Mod. Following,1w,USD,3y,Mod. Following,USD/LIBOR/1W,Float,1,Relative Start,1,0y,London,US0001W,New York,In Arrears,No,Single,-2,EOM Cal Days,,
London,Swap,Business Days,Spread bps,Yes,Yes,USD/IRS/LI3M-LI1W/4Y,Yes,ValGroup,1000000,USD,2,Swap,Normal,5,London,Act/360,Mod. Following,USD,1w,4y,Mod. Following,USD/LIBOR/3M,1,Float,London,Relative Start,1,0y,London,US0003M,New York,3m,In Arrears,Yes,Flat Compound,New York,-2,EOM Cal Days,,Normal,5,London,Act/360,Mod. Following,1w,USD,4y,Mod. Following,USD/LIBOR/1W,Float,1,Relative Start,1,0y,London,US0001W,New York,In Arrears,No,Single,-2,EOM Cal Days,,
London,Swap,Business Days,Spread bps,Yes,Yes,USD/IRS/LI3M-LI1W/5Y,Yes,ValGroup,1000000,USD,2,Swap,Normal,5,London,Act/360,Mod. Following,USD,1w,5y,Mod. Following,USD/LIBOR/3M,1,Float,London,Relative Start,1,0y,London,US0003M,New York,3m,In Arrears,Yes,Flat Compound,New York,-2,EOM Cal Days,,Normal,5,London,Act/360,Mod. Following,1w,USD,5y,Mod. Following,USD/LIBOR/1W,Float,1,Relative Start,1,0y,London,US0001W,New York,In Arrears,No,Single,-2,EOM Cal Days,,
London,Swap,Business Days,Spread bps,Yes,Yes,USD/IRS/LI3M-LI1W/6M,Yes,ValGroup,1000000,USD,2,Swap,Normal,5,London,Act/360,Mod. Following,USD,1w,6m,Mod. Following,USD/LIBOR/3M,1,Float,London,Relative Start,1,0y,London,US0003M,New York,3m,In Arrears,Yes,Flat Compound,New York,-2,EOM Cal Days,,Normal,5,London,Act/360,Mod. Following,1w,USD,6m,Mod. Following,USD/LIBOR/1W,Float,1,Relative Start,1,0y,London,US0001W,New York,In Arrears,No,Single,-2,EOM Cal Days,,
London,Swap,Business Days,Spread bps,Yes,Yes,USD/IRS/LI3M-LI1W/7Y,Yes,ValGroup,1000000,USD,2,Swap,Normal,5,London,Act/360,Mod. Following,USD,1w,7y,Mod. Following,USD/LIBOR/3M,1,Float,London,Relative Start,1,0y,London,US0003M,New York,3m,In Arrears,Yes,Flat Compound,New York,-2,EOM Cal Days,,Normal,5,London,Act/360,Mod. Following,1w,USD,7y,Mod. Following,USD/LIBOR/1W,Float,1,Relative Start,1,0y,London,US0001W,New York,In Arrears,No,Single,-2,EOM Cal Days,,
