PARTY,,,,,,,,,,,,,,,/PARTY
BIS_STATUS,COUNTRY,FULLNAME,ISSUER,PTYID,RATING1_CHLNBR.ENTRY,RATING1_CHLNBR.LIST,RATING2_CHLNBR.ENTRY,RATING2_CHLNBR.LIST,RED_CODE,RISK_COUNTRY_CHLNBR.ENTRY,RISK_COUNTRY_CHLNBR.LIST,TYPE,USER_RATING_CHLNBR.ENTRY,USER_RATING_CHLNBR.LIST,
OECD Bank,UNITED STATES,UNITED STATES GOVERNMENT,Yes,USGB,Aaa,Moodys,AA+,S&P,9A3AAA,United States,Country of Risk,Issuer,Government,User Rating,
