CONTEXTLINK,,,,,,,,,,/CONTEXTLINK
CONTEXT_SEQNBR.NAME,INSADDR.INSID,GROUP_CHLNBR.LIST,GROUP_CHLNBR.ENTRY,CURR.INSID,DISC_TYPE_CHLNBR.LIST,DISC_TYPE_CHLNBR.ENTRY,MAPPING_TYPE,NAME,TYPE,
Global,,,,SGD,DiscType,FX,Instrument,SGD-FX,Yield Curve,
Global,USD,,,SGD,,,Instrument,SGD-FX,Yield Curve,
Global,,,,SGD,,,Instrument,SGD-SWAP,Yield Curve,
