INSTRUMENT,,,,,,,,,,LEG,,,,,,,,,,,,,,,,,,,,,,,,/LEG,/INSTRUMENT
CONTR_SIZE,CURR.INSID,GENERIC,INSID,INSTYPE,MTM_FROM_FEED,OTC,PAY_OFFSET_METHOD,QUOTATION_SEQNBR.NAME,SPOT_BANKING_DAYS_OFFSET,CURR.INSID,DAYCOUNT_METHOD,DECIMALS,END_PERIOD,EXCLUDE_FIRST_PERIOD,FLOAT_RATE.EXTERN_ID1,FLOAT_RATE.INSID,FLOAT_RATE_FACTOR,INTEREST_PAYMENT_TIME,NOMINAL_FACTOR,PAYLEG,PAY_CALNBR.CALID,PAY_DAY_METHOD,RESET_CALNBR.CALID,RESET_DAY_METHOD,RESET_DAY_OFFSET,RESET_TYPE,ROLLING_CONVENTION,ROLLING_PERIOD,ROUNDING,START_PERIOD,STRIKE,STRIKE_TYPE,TYPE,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/-0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/-1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/-1.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-1.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/-1.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-1.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/0.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,0.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/10.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,10,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,2,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,3,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/1Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,1y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,,Rel ATM Par,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/-0.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-0.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/-0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/-1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/-1.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-1.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/-1.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,-1.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/0.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,0.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/10.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,10,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,2,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,3,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU3M/DISP-VOL/2Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,2y,Yes,EUR003M,EUR/EURIBOR/3M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,3m,Normal,0d,,Rel ATM Par,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/-0.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-0.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/-0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/-1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/-1.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/-1.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/0.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,0.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/10.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,10,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,2,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,3,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/10Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,10y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,,Rel ATM Par,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/-0.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-0.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/-0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/-1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/-1.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/-1.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/0.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/0.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,0.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/10.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,10,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/2.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,2,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/3.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,3,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/5.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/12Y/ATM,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,12y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,,Rel ATM Par,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/15Y/-0.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,15y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-0.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/15Y/-0.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,15y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-0.5,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/15Y/-1.00,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,15y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/15Y/-1.25,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,15y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1.25,Absolute,Cap,,
1000000,EUR,Yes,EUR/CAP/EU6M/DISP-VOL/15Y/-1.50,Cap,Yes,Yes,Business Days,Volatility,2,EUR,Act/360,5,15y,Yes,EUR006M,EUR/EURIBOR/6M,1,In Arrears,1,No,Target,Mod. Following,Target,Mod. Following,-2,Single,EOM Cal Days,6m,Normal,0y,-1.5,Absolute,Cap,,
