INSTRUMENT,,,,,,,,,,,,,,,,,,,,,/INSTRUMENT
CONTR_SIZE,CURR.INSID,EXERCISE_TYPE,EXP_DAY,EXP_TIME,INSID,INSTYPE,OPTION_TYPE,OTC,PAYTYPE,PAY_DAY_OFFSET,PAY_OFFSET_METHOD,QUOTATION_SEQNBR.NAME,SETTLEMENT,SPOT_BANKING_DAYS_OFFSET,STRIKE_CURR.INSID,STRIKE_PRICE,STRIKE_QUOTATION_SEQNBR.NAME,STRIKE_TYPE,UND_INSADDR.INSID,UND_INSTYPE,
1,USD,European,2024-08-06,2024-08-05 20:00:00 UTC,EUR/C//P/280803/nan,Option,Put,Yes,Forward,0,Business Days,Points of UndCurr,Physical Delivery,2,USD,1.2165,Per Unit,Absolute,EUR,Curr,
