CHOICELIST,,,/CHOICELIST
LIST,ENTRY,DESCRIPTION,
MASTER,SyariahDepositType,SyariahDepositType,
SyariahDepositType,Mudharabah ,,
SyariahDepositType,Mudharabah with asset,,
