INSTRUMENT,,,,,,,,,,,,,,,,,,,,/INSTRUMENT
CONTR_SIZE,CURR.INSID,EXERCISE_TYPE,EXP_PERIOD,GENERIC,INSID,INSTYPE,MTM_FROM_FEED,OPTION_TYPE,PAYTYPE,PAY_DAY_OFFSET,PAY_OFFSET_METHOD,QUOTATION_SEQNBR.NAME,SETTLEMENT,SPOT_BANKING_DAYS_OFFSET,STRIKE_CURR.INSID,STRIKE_PRICE,STRIKE_TYPE,UND_INSADDR.INSID,UND_INSTYPE,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/20Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/20Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/25Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/25Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/2Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/2Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/30Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/30Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/3Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/3Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/4Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/4Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/5Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/5Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/6Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/6Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/7Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/7Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/8Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/8Y,Swap,
1000000,EUR,European,15y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/15Y/9Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/9Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/10Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/10Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/15Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/15Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/20Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/20Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/25Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/25Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/2Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/2Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/30Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/30Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/3Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/3Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/4Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/4Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/5Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/5Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/6Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/6Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/7Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/7Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/8Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/8Y,Swap,
1000000,EUR,European,18m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/18M/9Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/9Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/10Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/10Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/15Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/15Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/20Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/20Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/25Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/25Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/2Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/2Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/30Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/30Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/3Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/3Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/4Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/4Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/5Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/5Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/6Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/6Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/7Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/7Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/8Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/8Y,Swap,
1000000,EUR,European,1m,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1M/9Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/9Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/10Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/10Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/15Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/15Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/20Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/20Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/25Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/25Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/2Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/2Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/30Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/30Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/3Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/3Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/4Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/4Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/5Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/5Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/6Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/6Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/7Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/7Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/8Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/8Y,Swap,
1000000,EUR,European,1y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/1Y/9Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/9Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/10Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/10Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/15Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/15Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/20Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/20Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/25Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/25Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/2Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/2Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/30Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/30Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/3Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/3Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/4Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/4Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/5Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/5Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/6Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/6Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/7Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/7Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/8Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/8Y,Swap,
1000000,EUR,European,20y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/20Y/9Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/9Y,Swap,
1000000,EUR,European,25y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/25Y/10Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/10Y,Swap,
1000000,EUR,European,25y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/25Y/15Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/15Y,Swap,
1000000,EUR,European,25y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/25Y/20Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/20Y,Swap,
1000000,EUR,European,25y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/25Y/25Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/25Y,Swap,
1000000,EUR,European,25y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/25Y/2Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/2Y,Swap,
1000000,EUR,European,25y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/25Y/30Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/30Y,Swap,
1000000,EUR,European,25y,Yes,EUR/R/IRS/EU6M/DISP-BVOL/25Y/3Y/ATM,Option,Yes,Receiver,Spot,2,Business Days,Volatility,Cash Par Yield,2,EUR,0,Rel Frw,EUR/IRS/EU6M-F/3Y,Swap,
