CHOICELIST,,,/CHOICELIST
DESCRIPTION,LIST,ENTRY,
Market Linked Deposit Deal,StructureType,Market Linked Deposit Deal,
Market Linked Deposit IR,StructureType,Market Linked Deposit IR,
