ACCINSTRUCTIONMAPPING,,,,,,,,/ACCINSTRUCTIONMAPPING
TREATMENT_LINK.ID,ID,QUERY_SEQNBR.NAME,NEXT_ID,QUERY_SEQNBR.TYPE,BOOK_LINK.ID,PREVIOUS_ID,TYPE,
Treasury_SH_ACU|FX Swap|FX_MF_Value Date Principal,dae9779f-5328-4954-9ab2-f0b1babd2393,A_AI_MF_PremiumPremium2,53e6a4ac-ed49-47ff-b7b5-dd40da96d7dc,FASQL Query,Treasury_SH_ACU|FX Swap,638dd762-e375-418f-add0-5d6a90744e89,Money Flow,
Treasury_SH_ACU|FX NDF|FX_MF_Settle Date Payout_FCY_ACCY,cc321b71-3507-4004-a595-95ff93b76abf,A_AI_MF_Payout_NotAccountingCCY,f6b35d6f-9a91-4e1b-9f92-68ce6bb2fa5b,FASQL Query,Treasury_SH_ACU|FX NDF,8cbba453-e451-416e-9205-c7c5835800c0,Money Flow,
Treasury_SH_ACU|FX NDF|FX_MF_Settle Date Payout_FCY (NI),f6b35d6f-9a91-4e1b-9f92-68ce6bb2fa5b,A_AI_MF_Payout_NotAccountingCCY,,FASQL Query,Treasury_SH_ACU|FX NDF,cc321b71-3507-4004-a595-95ff93b76abf,Money Flow,
Treasury_SH_ACU|Repo|Repo_TD_Daily Interest Accrual_FCY_ACCY,55b68885-97c1-404f-b4da-ce150dc59390,A_AI_TD_NotAccountingCCY,0cfe2578-8969-47e7-8b69-f525517ac39b,FASQL Query,Treasury_SH_ACU|Repo,eda8945f-4251-45ba-abbd-e332657f74c4,Trade,
Treasury_SH_ACU|Repo|Repo_TD_Daily Interest Accrual_FCY (NI),0cfe2578-8969-47e7-8b69-f525517ac39b,A_AI_TD_NotAccountingCCY,afb72170-71e5-4a27-b23f-fb1a9a0fffe0,FASQL Query,Treasury_SH_ACU|Repo,55b68885-97c1-404f-b4da-ce150dc59390,Trade,
Treasury_SH_ACU|Repo|Repo_MF_Pay Date Interest PL_FCY_ACCY,92f39861-9eab-48d3-9f37-42a55302a55d,A_AI_MF_Interest_NotAccountingCCY,57054078-265d-4296-a7c8-c80c26bbc7ae,FASQL Query,Treasury_SH_ACU|Repo,1e6227d2-d500-4b71-b1bc-0f78b15c6d5b,Money Flow,
Treasury_SH_ACU|Repo|Repo_MF_Pay Date Interest PL_FCY (NI),57054078-265d-4296-a7c8-c80c26bbc7ae,A_AI_MF_Interest_NotAccountingCCY,a28d7254-b9ed-4ebd-992c-d087c5275a07,FASQL Query,Treasury_SH_ACU|Repo,92f39861-9eab-48d3-9f37-42a55302a55d,Money Flow,
Treasury_SH_ACU|Repo|Repo_MF_Trade Date Principal,a28d7254-b9ed-4ebd-992c-d087c5275a07,A_AI_MF_Premium_NotOVB,39c66839-069b-44e8-8260-96a0514f58b0,FASQL Query,Treasury_SH_ACU|Repo,57054078-265d-4296-a7c8-c80c26bbc7ae,Money Flow,
Treasury_SH_ACU|Reverse Repo|Repo_TD_Daily Interest Accrual_FCY_ACCY,23874a34-4632-4caf-a22b-2bdbbd8bb877,A_AI_TD_NotAccountingCCY,78d0ef53-e0d8-4410-b89a-4a3ae0710c74,FASQL Query,Treasury_SH_ACU|Reverse Repo,35d5d29a-366f-4595-bc0b-97677491dc78,Trade,
Treasury_SH_ACU|Reverse Repo|Repo_TD_Daily Interest Accrual_FCY (NI),78d0ef53-e0d8-4410-b89a-4a3ae0710c74,A_AI_TD_NotAccountingCCY,78380c0c-5a92-4c6e-a90c-db832b55eba8,FASQL Query,Treasury_SH_ACU|Reverse Repo,23874a34-4632-4caf-a22b-2bdbbd8bb877,Trade,
Treasury_SH_ACU|Reverse Repo|Repo_MF_Trade Date Principal,29d99704-4817-49bd-aaaf-e3d76a50c752,A_AI_MF_Premium_NotOVB,03be2521-e429-4ae8-8078-0afbf9155421,FASQL Query,Treasury_SH_ACU|Reverse Repo,7de5af44-a217-4543-a792-feb9bd53f3d7,Money Flow,
Treasury_SH_ACU|Reverse Repo|Repo_MF_Pay Date Interest PL_FCY (NI),03be2521-e429-4ae8-8078-0afbf9155421,A_AI_MF_Interest_NotAccountingCCY,05bbfa04-cac5-4ea8-839d-ea97b7c2ae12,FASQL Query,Treasury_SH_ACU|Reverse Repo,29d99704-4817-49bd-aaaf-e3d76a50c752,Money Flow,
Treasury_SH_ACU|Reverse Repo|Repo_MF_Pay Date Interest PL_FCY_ACCY,05bbfa04-cac5-4ea8-839d-ea97b7c2ae12,A_AI_MF_Interest_NotAccountingCCY,a7412035-38a2-43c4-a07b-70ce2e38b083,FASQL Query,Treasury_SH_ACU|Reverse Repo,03be2521-e429-4ae8-8078-0afbf9155421,Money Flow,
Treasury_SH_ACU|Placement(Discounted)|DepoLoan Discounted_MF_Trade Date Principal,ad794384-0a19-4cdf-bb68-ed3a6c550f1f,A_AI_MF_Premium,cc073802-6e88-4a00-9f1d-34d429a678a7,FASQL Query,Treasury_SH_ACU|Placement(Discounted),,Money Flow,
Treasury_SH_ACU|Placement(Discounted)|DepoLoan Discounted_MF_Value Date Principal,cc073802-6e88-4a00-9f1d-34d429a678a7,A_AI_MF_Premium,036e5ecb-e67d-4aab-a5ab-249041e4144d,FASQL Query,Treasury_SH_ACU|Placement(Discounted),ad794384-0a19-4cdf-bb68-ed3a6c550f1f,Money Flow,
Treasury_SH_ACU|Placement(Discounted)|DepoLoan Discounted_MF_Maturity Pay Date,036e5ecb-e67d-4aab-a5ab-249041e4144d,A_AI_MF_Redemption_FixedAmount,5a446b88-8db8-4039-8c3d-295285ad8dca,FASQL Query,Treasury_SH_ACU|Placement(Discounted),cc073802-6e88-4a00-9f1d-34d429a678a7,Money Flow,
Treasury_SH_ACU|Bond FVTPL|Bond FVTPL_TD_Trade Date Buy,f1f9334d-b94a-4a56-affa-72e03634b041,A_AI_TD_Buy,029b0bfe-3d57-45a9-8434-b2d62e7ba5b8,FASQL Query,Treasury_SH_ACU|Bond FVTPL,7d78fdb5-d506-4a79-98dd-e1bb19670c31,Trade,
Treasury_SH_ACU|Bond FVTPL|Bond_TD_Daily Interest Accrual_FCY_ACCY,029b0bfe-3d57-45a9-8434-b2d62e7ba5b8,A_AI_TD_NotAccountingCCY,6e42891c-fd76-467a-a359-bccf05c08fdb,FASQL Query,Treasury_SH_ACU|Bond FVTPL,f1f9334d-b94a-4a56-affa-72e03634b041,Trade,
