TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury_SH_ACU,Bond Issuance,Bond_MF_Value Date Settlement,Treasury_SH_ACU|Bond Issuance|Bond_MF_Value Date Settlement,
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Interest Accrual,Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Interest Accrual,
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Interest Accrual_FCY_ACCY,Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Interest Accrual_FCY_ACCY,
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Interest Accrual_FCY (NI),Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Interest Accrual_FCY (NI),
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Premium/Discount Amortization,Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Premium/Discount Amortization,
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Premium/Discount Amortization_FCY (NI),Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Premium/Discount Amortization_FCY (NI),
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Premium/Discount Amortization_FCY_ACCY,Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Premium/Discount Amortization_FCY_ACCY,
Treasury_SH_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury_SH_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury_SH_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),Treasury_SH_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY (NI),
Treasury_SH_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_ACCY,Treasury_SH_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (As Fee) FCY_ACCY,
Treasury_SH_ACU,Bond Issuance,PSAK_MF_Pay Date Attributable Fee,Treasury_SH_ACU|Bond Issuance|PSAK_MF_Pay Date Attributable Fee,
Treasury_SH_ACU,Bond Issuance,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury_SH_ACU|Bond Issuance|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury_SH_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay,Treasury_SH_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay,
Treasury_SH_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec,Treasury_SH_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec,
Treasury_SH_ACU,IRS,CCS/IRS_Leg_Trade Date Commitment,Treasury_SH_ACU|IRS|CCS/IRS_Leg_Trade Date Commitment,
Treasury_SH_ACU,IRS,CCS/IRS_Leg Maturity Date Commitment,Treasury_SH_ACU|IRS|CCS/IRS_Leg Maturity Date Commitment,
Treasury_SH_ACU,IRS,CCS/IRS_Leg Closing Date Commitment,Treasury_SH_ACU|IRS|CCS/IRS_Leg Closing Date Commitment,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Rec,Treasury_SH_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Rec,
Treasury_SH_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),Treasury_SH_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),
Treasury_SH_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,Treasury_SH_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,
Treasury_SH_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),Treasury_SH_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),
Treasury_SH_ACU,IRS,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,Treasury_SH_ACU|IRS|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI),Treasury_SH_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Pay_FCY (NI),
Treasury_SH_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Pay_FCY_ACCY,Treasury_SH_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Pay_FCY_ACCY,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI),Treasury_SH_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Rec_FCY (NI),
Treasury_SH_ACU,IRS,CCS/IRS_MF_Pay Date Interest_Rec_FCY_ACCY,Treasury_SH_ACU|IRS|CCS/IRS_MF_Pay Date Interest_Rec_FCY_ACCY,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),Treasury_SH_ACU|IRS|CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),
Treasury_SH_ACU,IRS,CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,Treasury_SH_ACU|IRS|CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,
Treasury_SH_ACU,FRA,FRA_TD_Trade Date Commitment,Treasury_SH_ACU|FRA|FRA_TD_Trade Date Commitment,
Treasury_SH_ACU,FRA,FRA_TD_Maturity Date Commitment,Treasury_SH_ACU|FRA|FRA_TD_Maturity Date Commitment,
Treasury_SH_ACU,FRA,FRA_TD_Daily Mark to Market,Treasury_SH_ACU|FRA|FRA_TD_Daily Mark to Market,
Treasury_SH_ACU,FRA,FRA_MF_Pay Date Gain/Loss,Treasury_SH_ACU|FRA|FRA_MF_Pay Date Gain/Loss,
Treasury_SH_ACU,FRA,FRA_MF_Pay Date Gain/Loss_FCY_IDR,Treasury_SH_ACU|FRA|FRA_MF_Pay Date Gain/Loss_FCY_IDR,
Treasury_SH_ACU,FRA,FRA_MF_Pay Date Gain/Loss_FCY (NI),Treasury_SH_ACU|FRA|FRA_MF_Pay Date Gain/Loss_FCY (NI),
Treasury_SH_ACU,Placement(Discounted),DepoLoan Discounted_MF_Maturity Date,Treasury_SH_ACU|Placement(Discounted)|DepoLoan Discounted_MF_Maturity Date,
Treasury_SH_ACU,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends,Treasury_SH_ACU|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends,
Treasury_SH_ACU,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends,Treasury_SH_ACU|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends,
Treasury_SH_ACU,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_SH_ACU|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_SH_ACU,Bond FVTPL,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_SH_ACU|Bond FVTPL|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_SH_ACU,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends,Treasury_SH_ACU|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends,
Treasury_SH_ACU,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_SH_ACU|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_SH_ACU,Bond FVOCI,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_SH_ACU|Bond FVOCI|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_SH_ACU,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY (NI),Treasury_SH_ACU|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY (NI),
Treasury_SH_ACU,Bond Amortised Cost,Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,Treasury_SH_ACU|Bond Amortised Cost|Fund_MF_Pay Date Aggregated Dividends_FCY_IDR,
Treasury_SH_ACU,Repo Coupon Transfer,Repo_MF_Pay Date Collateral Coupon Transfer,Treasury_SH_ACU|Repo Coupon Transfer|Repo_MF_Pay Date Collateral Coupon Transfer,
Treasury_SH_ACU,Repo,PSAK_MF_Pay Date Attributable Fee,Treasury_SH_ACU|Repo|PSAK_MF_Pay Date Attributable Fee,
Treasury_SH_ACU,Bond Option,Bond Option_TD_Daily MtM,Treasury_SH_ACU|Bond Option|Bond Option_TD_Daily MtM,
Treasury_SH_ACU,Bond Option,Bond Option_MF_Premium Pay Date,Treasury_SH_ACU|Bond Option|Bond Option_MF_Premium Pay Date,
Treasury_SH_ACU,Bond Option,Bond Option_MF_Premium Trade Date,Treasury_SH_ACU|Bond Option|Bond Option_MF_Premium Trade Date,
Treasury_SH_ACU,Bond Option,Option MF_Expiry Date Premium Reclass,Treasury_SH_ACU|Bond Option|Option MF_Expiry Date Premium Reclass,
Treasury_SH_ACU,Bond Option,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_SH_ACU|Bond Option|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_SH_ACU,Bond Option,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_SH_ACU|Bond Option|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_SH_ACU,FXO,FX Option_MF_Premium Value Date,Treasury_SH_ACU|FXO|FX Option_MF_Premium Value Date,
Treasury_SH_ACU,FXO,FX Option_MF_Premium Trade Date,Treasury_SH_ACU|FXO|FX Option_MF_Premium Trade Date,
Treasury_SH_ACU,FXO,FX Option_TD_Exercise/Closing Date OffBalance Principal,Treasury_SH_ACU|FXO|FX Option_TD_Exercise/Closing Date OffBalance Principal,
Treasury_SH_ACU,FXO,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_SH_ACU|FXO|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_SH_ACU,FXO,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_SH_ACU|FXO|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_SH_ACU,FXO,Option MF_Expiry Date Premium Reclass,Treasury_SH_ACU|FXO|Option MF_Expiry Date Premium Reclass,
Treasury_SH_ACU,Bank Notes Commodity Spot,BN_TD_Trade Date Nominal OffBalance,Treasury_SH_ACU|Bank Notes Commodity Spot|BN_TD_Trade Date Nominal OffBalance,
Treasury_SH_ACU,Bank Notes Commodity Spot,BN_TD_Trade Date Premium OffBalance,Treasury_SH_ACU|Bank Notes Commodity Spot|BN_TD_Trade Date Premium OffBalance,
Treasury_SH_ACU,Bank Notes Commodity Spot,BN_MF_Value Date Premium,Treasury_SH_ACU|Bank Notes Commodity Spot|BN_MF_Value Date Premium,
Treasury_SH_ACU,Bank Notes Commodity Spot,BN_MF_Value Date Premium PnL,Treasury_SH_ACU|Bank Notes Commodity Spot|BN_MF_Value Date Premium PnL,
Treasury_SH_ACU,Bank Notes Commodity Spot,BN_TD_Value Date Nominal OffBalance,Treasury_SH_ACU|Bank Notes Commodity Spot|BN_TD_Value Date Nominal OffBalance,
Treasury_SH_ACU,Bank Notes Commodity Spot,BN_TD_Value Date Premium OffBalance,Treasury_SH_ACU|Bank Notes Commodity Spot|BN_TD_Value Date Premium OffBalance,
Treasury_SH_ACU,Bank Notes Commodity Spot,BN_TD_Value Date Nominal,Treasury_SH_ACU|Bank Notes Commodity Spot|BN_TD_Value Date Nominal,
Treasury_SH_ACU,Bank Notes Commodity Fwd,BN_TD_Trade Date Nominal OffBalance,Treasury_SH_ACU|Bank Notes Commodity Fwd|BN_TD_Trade Date Nominal OffBalance,
Treasury_SH_ACU,Bank Notes Commodity Fwd,BN_TD_Trade Date Premium OffBalance,Treasury_SH_ACU|Bank Notes Commodity Fwd|BN_TD_Trade Date Premium OffBalance,
Treasury_SH_ACU,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal OffBalance,Treasury_SH_ACU|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal OffBalance,
Treasury_SH_ACU,Bank Notes Commodity Fwd,BN_TD_Value Date Premium OffBalance,Treasury_SH_ACU|Bank Notes Commodity Fwd|BN_TD_Value Date Premium OffBalance,
Treasury_SH_ACU,Bank Notes Commodity Fwd,BN_MF_Value Date Premium,Treasury_SH_ACU|Bank Notes Commodity Fwd|BN_MF_Value Date Premium,
Treasury_SH_ACU,Bank Notes Commodity Fwd,BN_MF_Value Date Premium PnL,Treasury_SH_ACU|Bank Notes Commodity Fwd|BN_MF_Value Date Premium PnL,
Treasury_SH_ACU,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal,Treasury_SH_ACU|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal,
Treasury_SH_ACU,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SH_ACU|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SH_ACU,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Bond Issuance,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Bond Issuance|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Bank Notes Commodity Spot,BN_TD_Value Date Nominal PnL,Treasury_SH_ACU|Bank Notes Commodity Spot|BN_TD_Value Date Nominal PnL,
Treasury_SH_ACU,Bank Notes Commodity Fwd,BN_TD_Value Date Nominal PnL,Treasury_SH_ACU|Bank Notes Commodity Fwd|BN_TD_Value Date Nominal PnL,
Treasury_SH_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SH_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SH_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_SH_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_SH_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (NR),Treasury_SH_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_SH_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_SH_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_SH_ACU,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_SH_ACU|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_SH_ACU,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (NR),Treasury_SH_ACU|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_SH_ACU,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SH_ACU|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SH_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SH_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SH_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (RTM),Treasury_SH_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (RTM),
Treasury_SH_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (NR),Treasury_SH_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (NR),
Treasury_SH_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_SH_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_SH_ACU,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SH_ACU|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SH_ACU,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SH_ACU|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SH_ACU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SH_ACU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SH_ACU,FX Spot,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_SH_ACU|FX Spot|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_SH_ACU,FX Forward,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_SH_ACU|FX Forward|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_SH_ACU,FX Swap,FX_MF_Pay Date FX Position Reval Acc Curr,Treasury_SH_ACU|FX Swap|FX_MF_Pay Date FX Position Reval Acc Curr,
Treasury_SH_ACU,FX Spot,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_SH_ACU|FX Spot|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_SH_ACU,FX Forward,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_SH_ACU|FX Forward|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_SH_ACU,FX Swap,FX_MF_Pay Date FX Position Strong Currency Acc Curr,Treasury_SH_ACU|FX Swap|FX_MF_Pay Date FX Position Strong Currency Acc Curr,
Treasury_SH_ACU,Bond FVTPL,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SH_ACU|Bond FVTPL|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SH_ACU,Bond Amortised Cost,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SH_ACU|Bond Amortised Cost|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SH_ACU,Borrowing,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SH_ACU|Borrowing|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SH_ACU,Bond FVTPL,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SH_ACU|Bond FVTPL|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SH_ACU,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SH_ACU|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SH_ACU,Bond FVOCI,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_SH_ACU|Bond FVOCI|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_SH_ACU,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_SH_ACU|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_SH_ACU,Bond Amortised Cost,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SH_ACU|Bond Amortised Cost|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SH_ACU,Bond FVTPL,Bond_MF_Pay Date Principal,Treasury_SH_ACU|Bond FVTPL|Bond_MF_Pay Date Principal,
Treasury_SH_ACU,Bond Amortised Cost,Bond_MF_Pay Date Principal,Treasury_SH_ACU|Bond Amortised Cost|Bond_MF_Pay Date Principal,
Treasury_SH_ACU,Bond FVOCI,Bond_MF_Pay Date Principal,Treasury_SH_ACU|Bond FVOCI|Bond_MF_Pay Date Principal,
Treasury_SH_ACU,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization,Treasury_SH_ACU|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization,
Treasury_SH_ACU,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SH_ACU|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SH_ACU,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,FXO,FX Option_MF_Payment Premium Trade Date,Treasury_SH_ACU|FXO|FX Option_MF_Payment Premium Trade Date,
Treasury_SH_ACU,FXO,FX Option_MF_Payment Premium Value Date,Treasury_SH_ACU|FXO|FX Option_MF_Payment Premium Value Date,
Treasury_SH_ACU,FXO,FX Option_MF_Termination Fee,Treasury_SH_ACU|FXO|FX Option_MF_Termination Fee,
Treasury_SH_ACU,FXO,FX Option_MF_Termination Fee_FCY_ACCY,Treasury_SH_ACU|FXO|FX Option_MF_Termination Fee_FCY_ACCY,
Treasury_SH_ACU,FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury_SH_ACU|FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury_SH_ACU,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization,Treasury_SH_ACU|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization,
Treasury_SH_ACU,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization_FCY (NI),Treasury_SH_ACU|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization_FCY (NI),
Treasury_SH_ACU,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Bond FVOCI,Bond_TD_Trade Date Sell RPL,Treasury_SH_ACU|Bond FVOCI|Bond_TD_Trade Date Sell RPL,
Treasury_SH_ACU,Bond FVOCI,PSAK_TD_Total Amortization Maturity Date,Treasury_SH_ACU|Bond FVOCI|PSAK_TD_Total Amortization Maturity Date,
Treasury_SH_ACU,Bond FVOCI,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SH_ACU|Bond FVOCI|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SH_ACU,Bond FVOCI,Bond_TD_Trade Date Sell Premium,Treasury_SH_ACU|Bond FVOCI|Bond_TD_Trade Date Sell Premium,
Treasury_SH_ACU,Bond FVTPL,Bond_TD_Trade Date Sell Premium,Treasury_SH_ACU|Bond FVTPL|Bond_TD_Trade Date Sell Premium,
Treasury_SH_ACU,Bond FVTPL,Bond_TD_Trade Date Sell RPL,Treasury_SH_ACU|Bond FVTPL|Bond_TD_Trade Date Sell RPL,
Treasury_SH_ACU,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization,Treasury_SH_ACU|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization,
Treasury_SH_ACU,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Borrowing,MM_TD_Daily Attributable Fee Amortization,Treasury_SH_ACU|Borrowing|MM_TD_Daily Attributable Fee Amortization,
Treasury_SH_ACU,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Borrowing,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Borrowing|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Placement,MM_TD_Daily Attributable Fee Amortization,Treasury_SH_ACU|Placement|MM_TD_Daily Attributable Fee Amortization,
Treasury_SH_ACU,Placement,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Placement|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Placement,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Placement|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Repo,MM_TD_Daily Attributable Fee Amortization,Treasury_SH_ACU|Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury_SH_ACU,Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Repo,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Repo|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Reverse Repo,MM_TD_Daily Attributable Fee Amortization,Treasury_SH_ACU|Reverse Repo|MM_TD_Daily Attributable Fee Amortization,
Treasury_SH_ACU,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Reverse Repo,MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Reverse Repo|MM_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Placement(Discounted),Bond_TD_Daily Premium/Discount Amortization,Treasury_SH_ACU|Placement(Discounted)|Bond_TD_Daily Premium/Discount Amortization,
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization,Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization,
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Bond Issuance,Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Bond Issuance|Bond_TD_Daily Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SH_ACU|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SH_ACU,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),Treasury_SH_ACU|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY (NI),
Treasury_SH_ACU,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,Treasury_SH_ACU|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization_FCY_ACCY,
Treasury_SH_ACU,Bond Amortised Cost,PSAK_TD_Total Amortization Maturity Date,Treasury_SH_ACU|Bond Amortised Cost|PSAK_TD_Total Amortization Maturity Date,
Treasury_SH_ACU,Reverse Repo,PSAK_MF_Pay Date Attributable Fee,Treasury_SH_ACU|Reverse Repo|PSAK_MF_Pay Date Attributable Fee,
