CONTEXTLINK,,,,,,,,,,,/CONTEXTLINK
CONTEXT_SEQNBR.NAME,CURR.EXTERN_ID1,CURR.INSID,DISC_TYPE_CHLNBR.ENTRY,DISC_TYPE_CHLNBR.LIST,GROUP_CHLNBR.ENTRY,GROUP_CHLNBR.LIST,INSADDR.INSID,MAPPING_TYPE,NAME,TYPE,
Global,,GBP,,,,,GBP/SONIA,Instrument,GBP-CAP-SONIA,Volatility,
