CHOICELIST,,,/CHOICELIST
Branch,014906-KC PENAJAM PASER UTARA,KCPENAJAMP,
Branch,014907-KCP HANDIL,KCPHANDIL,
Branch,014908-KK BALIKPAPAN SYARIFUDIN YOES,KKBALIKSYA,
Branch,014909-KK BALIKPAPAN KARANG JATI,KKBALIKKAR,
Branch,014920-KK BALIKPAPAN BATAKAN,BPPBATAKAN,
Branch,014921-KK BALIKPAPAN TELKOM DIVRE VI,BPPTELKOM,
Branch,014922-KK BALIKPAPAN MUARA RAPAK,BPPMUARARP,
Branch,014923-KK BALIKPAPAN BANDARA SEPINGGAN,KKBALBANSE,
Branch,014924-KCP BALIKPAPAN SUPERBLOCK,KCPSPRBLCK,
Branch,014925-KK BALIKPAPAN BATAKAN,BPPBATAKA5,
Branch,014926-KC TARAKAN YOS SUDARSO,KCTRKNYSUD,
Branch,014927-KCP TARAKAN SIMPANG TIGA,KCPTRSIMPG,
Branch,014975-KCP BALIKPAPAN BATUKAJANG,KCPBALIKBA,
Branch,014976-KCP BALIKPAPAN SEPAKU,KCPBALIKSE,
Branch,014977-KCP BALIKPAPAN SOEKARNO HATTA,KCPBALISOE,
Branch,014978-KCP SIMPANG PAIT,KCPSIMPPAI,
Branch,014979-KCP BABULU DARAT,KCPBABUDAR,
Branch,014980-KCP SEPINGGAN,KCPSEPINGA,
Branch,014981-KCP BALIKPAPAN RAPAK PLAZA,KCPBALIRAP,
Branch,014986-KC BALIKPAPAN AHMAD YANI,BPPAYANI86,
Branch,015000-KC MANADO DATU LOLONG LASUT,MNDDATULOL,
Branch,015001-KCP MANADO TOAR,MNDTOAR,
Branch,015002-KC KOTAMUBAGU,KTGIDR,
Branch,015003-KC BITUNG,BTIIDR,
Branch,015004-KC GORONTALO,GTOIDR,
Branch,015005-KC TAHUNA,THNIDR,
Branch,015006-KCP MANADO SAM RATULANGI,MNDSAMRATU,
Branch,015007-KCP MANADO SUDIRMAN,MNDSUDIRMA,
Branch,015008-KCP LIMBOTO,LBTIDR,
Branch,015009-KC TERNATE,TNTIDR,
Branch,015010-KK MANADO BOULEVARD,MNDBOULEVA,
Branch,015011-KCP MARISSA,MRAIDR,
Branch,015012-KCP TOMOHON,TMHIDR,
Branch,015013-KK TERNATE MONONUTU,TNTMONONUT,
Branch,015014-KK BULI,KKBULI,
Branch,015015-KC AMURANG,KCAMURANG,
Branch,015016-KK TOBELO,KKTOBELO,
Branch,015017-KC MANADO BAHU,KCMANADOBA,
Branch,015018-KCP MANADO PASAR CALACA,MNDPSRCAL,
Branch,015019-KCP GIRIAN,KCPGIRIAN,
Branch,015020-KCP MANADO PAAL DUA,KCPMNDPD,
Branch,015021-KCP AIRMADIDI,MNDAIRMADI,
Branch,015022-KK MANADO TOWN SQUARE 3,KKMANATOS3,
Branch,015075-KCP MANADO AIRMADIDI,KCPMANADO,
Branch,015076-KCP MANADO RATAHAN,KCPMANADOR,
Branch,015077-KCP MANADO INOBONTO,KCPMANADON,
Branch,015078-KCP GORONTALO KWANDANG,KCPGORONTA,
Branch,015096-KCP BOALEMO WONOSARI,KCPBLMOWNS,
Branch,015097-KCP LOLAK,KCPLOLAK,
Branch,015098-KCP JAILOLO,KCPJAILOLO,
Branch,015100-KC PALU SAM RATULANGI,PALSAMRATU,
Branch,015101-KCP PALU IMAM BONJOL,PALIMAMBON,
Branch,015102-KCP PALU HASANUDIN,PALHASANUD,
Branch,015103-KCP DONGGALA,DGLIDR,
Branch,015104-KC LUWUK,LWKIDR,
Branch,015105-KCP POSO,PSOIDR,
Branch,015106-KC TOLI TOLI,TLTIDR,
Branch,015107-KCP PARIGI,PGIIDR,
Branch,015109-KCP AMPANA,KCPAMPANA,
Branch,015110-KCP PALU BASUKI RAHMAT,KCPPALBASR,
Branch,015111-KK BAHODOPI,KKBAHODOPI,
Branch,015175-KCP PALU PASANGKAYU,KCPPALUPAS,
Branch,015176-KCP SIGI,KCPSIGI,
Branch,015177-KCP TOILI,KCPTOILI,
Branch,015178-KCP PALU YOS SUDARSO,KCPPALUYSD,
Branch,015180-KCP TENTENA,KCPTENTENA,
Branch,015181-KCP KOTARAYA,KCPKOTARAY,
Branch,015182-KCP BUOL,KCPBUOL,
Branch,015183-KCP LUWUK PASAR SIMPONG,KCPLWKPSSP,
Branch,015184-KCP PARIGI MOUTONG PASAR TOLAI,KCPPRGMPTI,
Branch,015185-KCP BANGGAI BUNTA,KCPBANGGAI,
Branch,015186-KCP BANGGAI LAUT,KCPBGILAUT,
Branch,015187-KCP MOROWALI BETELEME,KCPMRWLBTL,
Branch,015188-KCP TOLI TOLI SONI,KCPTLTLSN,
Branch,015189-KCP MOROWALI BUNGKU,KCPMRWLBKU,
Branch,015190-KCP BANGGAI KEPULAUAN,KCPMRWLKPL,
Branch,015200-KC MAKASSAR KARTINI,MKSKARTINI,
Branch,015201-KCP MAKASSAR SULAWESI,MKSSULAWES,
Branch,015202-KCP MAKASSAR COKROAMINOTO,MKSCOKROAM,
Branch,015203-KK SEMEN TONASA,SMNTONASA,
Branch,015204-KC WATAMPONE,WTPIDR,
Branch,015205-KC PARE PARE,PREIDR,
Branch,015206-KCP MAKASSAR PANAKKUKANG,MKSPANAKKU,
Branch,015207-KK MAKASSAR KAMPUS IKIP,MKSKMPIKIP,
Branch,015208-KC PALOPO,PLPIDR,
Branch,015209-KC SOROAKO,SORIDR,
Branch,015211-KC KENDARI MESJID AGUNG,KDIMSJDAGU,
Branch,015212-KC POMALAA,POMIDR,
Branch,015213-KCP MAKASSAR SLAMET RIYADI,MKSSLAMETR,
Branch,015214-KC AMBON PATIMURA,AMBPATIMUR,
Branch,015215-KC AMBON PANTAI MARDIKA,AMBMARDIKA,
Branch,015216-KK MAKASSAR DAYA,MKSDAYA,
Branch,015217-KCP SUNGGUMINASA,SNSIDR,
Branch,015218-KCP MAKASSAR CENDRAWASIH,MKSCENDRAW,
Branch,015219-KCP MAKASSAR TANJUNG BUNGA,MKSTJBUNGA,
Branch,015220-KK MAKASSAR ANDALAS,MKSANDALAS,
Branch,015221-KK MAKASSAR VETERAN,MKSVETERAN,
Branch,015222-KCP SENGKANG,SKGIDR,
Branch,015223-KK KENDARI SOEKARNO,KDISOEKARN,
Branch,015224-KK MAKASSAR RS STELLA MARIS,MKSRSSTELL,
Branch,015226-KCP POLEWALI MANDAR,PLWIDR,
Branch,015227-KK AMBON UNIVERSITAS PATTIMURA,AMBONMLK,
Branch,015228-KC TANA TORAJA,TNTRJIDR,
Branch,015230-KCP BULUKUMBA,BLKIDR,
Branch,015231-KK KOLAKA,KKAIDR,
Branch,015233-KK MAMUJU,MKSMAMUJU,
Branch,015234-KK MAKASSAR TODDOPULI,KKMAKASTOD,
Branch,015235-KCP PINRANG,PINIDR,
Branch,015236-KCP TUAL,MKSTUALIDR,
Branch,015237-KK MAKASSAR UNIV. HASANUDDIN,KKMAKASSAR,
Branch,015238-KK MAKASSAR PELABUHAN INDONESIA,KKMAKASPEL,
Branch,015239-KK AMBON PARADISO,AMBONMALUK,
Branch,015240-KK MAKASSAR SAM RATULANGI,KKMAKASARU,
Branch,015241-KK PARE-PARE POTTOMPO,KKPAREPARE,
Branch,015242-KK MAKASSAR PASAR SENTRAL,KKMAKASPAS,
Branch,015243-KK MAKASSAR SOMBA OPU,MAKASSAR,
Branch,015244-KCP PANGKEP HASANUDDIN,KCPPKPHSND,
Branch,015245-KCP MAKASSAR PUSAT GROSIR DAYA,KCPMKSRPGD,
Branch,015246-KCP MAKASSAR PERINTIS KEMERDEKAA,KCPMKSRPRK,
Branch,015248-KCP MAROS SUDIRMAN,KCPMARSUDI,
Branch,015249-KK MAKASSAR URIP SUMOHARJO,KKMKSRURSM,
Branch,015250-KK MAKASSAR MONGINSIDI,KKMKSMGNSD,
Branch,015262-KCP SAUMLAKI,KCPSAUMLK,
Branch,015263-KCP WAYAME,KCPWAYAME,
Branch,015264-KCP WAEAPO,KCPWAEAPO,
Branch,015265-KCP AMBON PASAR LAMA,KCPAMBONLM,
Branch,015266-KCP GEMBA,KCPGEMBA,
Branch,015269-KCP MAROS CAMBA (POS),KCPMAROSCM,
Branch,015270-KCP MAKASSAR PASAR TERONG,KCPMKSPSTR,
Branch,015271-KCP MAKASSAR PANNAMPU,KCPMKSPNP,
Branch,015273-KCP BULA,KCPBULA,
Branch,015277-KCP SIDRAP,SIDRAP,
Branch,015278-KCP MAROS,KCPMAROS,
Branch,015281-KCP TAKALAR,TAKALAR,
Branch,015287-KC MAKASSAR KARTINI,MKSKARTI87,
Branch,015287-KCP PANGKEP,PANGKEP,
Branch,015293-KCP MAKASSAR PACCERAKKANG,KCPMKSPCRK,
Branch,015297-KCP MAKASSAR SUDIANG,KCPMKSSDG,
Branch,015400-KC JAYAPURA AHMAD YANI,JAPAYANI,
Branch,015401-KK JAYAPURA SENTANI,JAPSENTANI,
Branch,015402-KK JAYAPURA WAENA,JAPWAENA,
Branch,015403-KC MANOKWARI,MWRIDR,
Branch,015404-KC MERAUKE,MRKIDR,
Branch,015405-KC NABIRE,NABIDR,
Branch,015406-KC SERUI,SRUIDR,
Branch,015407-KC FAK FAK,FFKIDR,
Branch,015408-KC BIAK,BIAKIDR,
Branch,015409-KC SORONG AHMAD YANI,SONAHMADYA,
Branch,015410-KK SORONG BASUKI RAHMAT,SONBASUKIR,
Branch,015411-KK JAYAPURA SENTRA BISNIS PASIFI,JAPSENTRA,
Branch,015412-KCP TEMBAGAPURA,TPAIDR,
Branch,015413-KC TIMIKA,TIMIDR,
Branch,015414-KC WAMENA,WAMIDR,
Branch,015415-KCP JAYAPURA ABEPURA,JAPABEPURA,
Branch,015416-KCP KUALA KENCANA,KKCIDR,
Branch,015417-KK JAYAPURA ENTROP,JAYAPURA,
Branch,015417-KK SORONG BASUKI RAHMAT,SONBASUKI7,
Branch,015418-KK JAYAPURA SENTANI KEMIRI,SENTANI,
Branch,015418-KK SORONG BASUKI RAHMAT,SONBASUKI8,
Branch,015419-KK SORONG BASUKI RAHMAT,SONBASUKI9,
Branch,015419-KK TIMIKA HASANUDDIN,TIMIKA,
Branch,015420-KCP JAYAPURA TANAH HITAM,KCPJAYATNH,
Branch,015421-KCP NABIRE OYEHE,KCPNBROYEH,
Branch,015422-KK TEMBAGAPURA SHOPPING CENTRE,TBGPURASHO,
Branch,015423-KCP MERAUKE TMP POLDER,KCPMRKTMPP,
Branch,015477-KK SORONG BASUKI RAHMAT,SONBASUK77,
Branch,015479-KCP JAYAPURA KOYA,KCPJYPRKY,
Branch,015480-KCP JAYAPURA PASAR YOUTEFA 3,KCPJYPRPY3,
Branch,015481-KCP TIMIKA SP 1 (DHTIMIKA SATUAN,KCPTMKASP1,
Branch,015482-KCP JAYAPURA PASAR HAMADI,KCPJYPRPHM,
Branch,015483-KCP TIMIKA SP2 CENDRAWASIH,KCPTMKSP2,
Branch,015484-KCP MERAUKE BRAWIJAYA,KCPMRKBRWJ,
Branch,015485-KCP NABIRE MARTADINATA,KCPNBRMTDT,
Branch,015486-KCP JAYAPURA SENTANI HAWAI,KCPJYPRSTH,
Branch,015487-KCP BIAK TEUKU UMAR,KCPBIAKTKU,
Branch,015488-KCP JAYAPURA PADANG BULAN,KCPJYPRPDB,
Branch,015489-KCP JAYAPURA TASANGKAPURA,KCPJYPRTSK,
Branch,015490-KCP KEEROM PASAR ARSO TIGA,KCPKRMARTG,
Branch,015491-KCP TIMIKA AHMAD YANI,KCPTMKAYNI,
Branch,015492-KCP MERAUKE PASAR KURIK,KCPMRKPKRK,
Branch,015493-KCP JAYAPURA PASAR LAMA ABEPURA,KCPJYPRPSL,
Branch,015494-KCP SUPIORI,KCPSUPIORI,
Branch,015495-KCP NABIRE KALIBOBO,KCPNBRKLBB,
Branch,015496-KCP JAYAPURA TANJUNG RIA,KCPJYPRTJR,
Branch,015497-KCP DOYO BARU SENTANI,KCPDOYOBST,
Branch,015498-KCP WAMENA PASAR SINAKMA,KCPWMNPSSK,
Branch,015500-KC TANGERANG KI SAMAUN,TNGSAMAUN,
Branch,015501-KC CILEGON ANYER,CLGANYER,
Branch,015502-KCP CILEGON MERAK,CLGMERAK,
Branch,015503-KC SERANG,SRGIDR,
Branch,015504-KCP TANGERANG AHMAD YANI,TNGAYANI,
Branch,015505-KCP TANGERANG MERDEKA,TNGMERDEKA,
Branch,015506-KCP TANGERANG CIKOKOL,TNGCIKOKOL,
Branch,015507-KC TANGERANG CILEDUG,TNGCILEDUG,
Branch,015508-KK CILEGON KRAKATAU STEEL,CLGKRAKATA,
Branch,015509-KK TANGERANG CIKUPA,TNGCIKUPA,
Branch,015510-KK SERANG CIKANDE,SRGCIKANDE,
Branch,015511-KK SERANG PASAR LAMA,SRGPSRLAMA,
Branch,015512-KK CILEGON PASAR ANYAR,CLGPSRANYR,
Branch,015513-KK TANGERANG PINANGSIA KARAWACI,TNGPINANGS,
Branch,015514-KK TANGERANG KOTA MODERN,TNGKTMODRN,
Branch,015515-KK TANGERANG GADING SERPONG,TNGGDSERPO,
Branch,015516-KK TANGERANG ALAM SUTERA,TNGALAMSTR,
Branch,015517-KCP TANGERANG DAAN MOGOT,DMOGOTTNG,
Branch,015517-KK SERANG CIKANDE,SRGCIKAND7,
Branch,015518-KCP TANGERANG CILEDUG CBD,CILEDUG,
Branch,015518-KK SERANG CIKANDE,SRGCIKAND8,
Branch,015519-KCP TANGERANG BUMI PERMATA INDAH,KRGTENGAH,
Branch,015520-KC TANGERANG TAMAN BOROBUDUR,TNGRANGTBO,
Branch,015521-KC RANGKASBITUNG,KCRANGKASB,
Branch,015522-KC TANGERANG BALARAJA,TANGERANGB,
Branch,015523-KC TANGERANG CURUG,TANGERANGC,
Branch,015524-KC TANGERANG UNIVERSITAS MULTIME,TNGRANGUME,
Branch,015527-KCP JAKARTA BANDARA SOEKARNO-HAT,BNDRJKT,
Branch,015528-KC JAKARTA BANDARA SOEKARNO HATT,JKTBDRIDR,
Branch,015529-KCP JKT BSH GED ANGKASAPURA,KCPANGKASP,
Branch,015530-KCP JAKARTA GARUDA SENTRA OPERAS,BNDRSKRN,
Branch,015530-KK TANGGERANG DUTA GARDEN,KKTANGDUT0,
Branch,015532-KCP TANGERANG MUTIARA KOSAMBI,KCTANGKOSA,
Branch,015533-KCP TANGERANG GEDUNG MANAJEMEN G,KCTNGGARUD,
Branch,015534-KK TANGERANG BANDARA TERMINAL 3,BNDRSOEK,
Branch,015535-KK TANGGERANG DUTA GARDEN,KKTANGDUTA,
Branch,015536-KK TANGGERANG PORIS BUSINESS,TANGPORISB,
Branch,015537-KK TANGERANG CIPONDOH,KKTANGCIPO,
Branch,015538-KCP TANGERANG CITRA RAYA,CITRA,
Branch,015539-KK TANGERANG SUPERMAL KARAWACI,KKTGRSUKAR,
Branch,015540-KK TANGERANG PALEM SEMI,KKTGRNGPLM,
Branch,015541-KCP TANGERANG MARSEKAL SURYADHAR,KCPTGRMSKS,
Branch,015542-KCP TANGERANG ALFA TOWER,KCPTGRALFA,
Branch,015543-KCP TANGERANG PASAR BARU,KCPTGRPSBR,
Branch,015544-KCP TANGERANG JATIUWUNG,KCPTGRJTUW,
Branch,015575-KCP TANGERANG PASAR ANYAR,KCPTGRPSAN,
Branch,015576-KCP TANGERANG PASAR SEPATAN,KCPTGPASEP,
Branch,015578-KCP TANGERANG PASAR KEMIS,KCPTGPSKEM,
Branch,015579-KCP TANGERANG PASAR JATI UWUNG,KCPTGPSJTU,
Branch,015580-KCP TANGERANG PASAR KUTABUMI,KCPTGPSKUB,
Branch,015581-KCP TANGERANG PASAR MALABAR,KCPTNGRPSR,
Branch,015583-KCP TANGERANG PASAR KAMPUNG MELA,KCPTNGRMEL,
Branch,015584-KCP TANGERANG PASAR CISOKA,KCPTNGRCIS,
Branch,015585-KCP PASAR INDUK TANAH TINGGI,KCPPSRINDU,
Branch,015586-KCP TANGERANG CIBADAK,KCPTNGRCIB,
Branch,015587-KCP PASAR GUDANG TIGARAKSA,KCPPSRGDTI,
Branch,015588-KCP TANGERANG PASAR BENGKOK,KCPTNGRPBN,
Branch,015589-KCP TANGERANG PASAR CIPADU,KCPTNGRCIP,
Branch,015590-KCP TANGERANG PASAR ANYAR 2,KCPTNGPSRA,
Branch,015591-KCP TANGERANG PASAR CURUG,KCPTNGPSAC,
Branch,015592-KCP CIKUPA NIAGA MAS,KCPCIKUNIM,
Branch,015594-KCP TANGERANG PINANG,KCPTGRPNG,
Branch,015595-KCP TANGERANG PARUNG SERAB,KCPTGRPRSR,
Branch,015596-KCP TANGERANG PASAR BANDENG,KCPTGRPSBD,
Branch,015597-KCP TANGERANG PASAR GRENDENG,KCPTGRPSGR,
Branch,015598-KCP TANGERANG BATUCEPER,KCPTGRBTCP,
Branch,015600-KCP BEKASI JUANDA,BKSJUANDA,
Branch,015601-KCP BEKASI SENTRA NIAGA KALIMALA,BKSSTRNIAG,
Branch,015602-KCP BEKASI AHMAD YANI,BKSAYANI,
Branch,015603-KCP BEKASI KEMANG PRATAMA,BKSKEMANGP,
Branch,015604-KCP BEKASI PLAZA PONDOK GEDE,BKSPLPDKGD,
Branch,015605-KCP JAKARTA JATIWARINGIN,JKTJWARIDR,
Branch,015606-KCP BEKASI CIKARANG,BKSCKARANG,
Branch,015607-KK BEKASI GRAND MAL,BKSGRDMALL,
Branch,015608-KK BEKASI TAMAN GALAXI,BKSTMGALAX,
Branch,015609-KK BEKASI VILLA GALAXI,BKSVILLAGA,
Branch,015610-KK VILLA NUSA INDAH,BKSVILLANU,
Branch,015611-KK BEKASI KALIMAS,BKSKALIMAS,
Branch,015612-KCP BEKASI MEGA HYPERMALL,BKSMEGAHYP,
Branch,015613-KK BEKASI JATIBENING,BKSJATIBNG,
Branch,015614-KCP BEKASI BULAK KAPAL,BKSBULAKKP,
Branch,015615-KK BEKASI JATI ASIH,BKSJTASIH,
Branch,015616-KK BEKASI CIBITUNG,BKSCBITUNG,
Branch,015617-KK CIKARANG RUKO SENTRA,CKRRUKOSEN,
Branch,015618-KK CIKARANG JABABEKA,CKRJABABEK,
Branch,015619-KCP CIKARANG JABABEKA RUKO ROXY,CIKRGBKS,
Branch,015619-KK VILLA NUSA INDAH,BKSVILLAN9,
Branch,015620-KCP TAMBUN,TAMBUN,
Branch,015621-KC BEKASI GRAND WISATA,BKSGRNDWST,
Branch,015622-KC BEKASI GRAND WISATA,BKSGRNDWS2,
Branch,015622-KCP BEKASI WISMA ASRI,WIMABKS,
Branch,015623-KC CIKARANG KOTA,CIKARANGKO,
Branch,015624-KC BEKASI KOMSEN JATI ASIH,KCBEKASIKO,
Branch,015625-KCP BEKASI RUKOMAS,BEKRUKOIDR,
Branch,015626-KC BEKASI RAWALUMBU,KCBEKASIRA,
Branch,015627-KC CIKARANG JABABEKA CAPITOL,KCCIKARANG,
Branch,015628-KC BEKASI GRAND WISATA,BKSGRNDWS8,
Branch,015628-KCP BEKASI KOTA DELTA MAS,DELTABKS,
Branch,015629-KCP BEKASI PONDOK UNGU,UNGUBKS1,
Branch,015630-KCP BEKASI HARAPAN INDAH,HARAPANBKS,
Branch,015630-KCP BEKASI MEGA OFFICE PARK,KCPBKSMGO0,
Branch,015631-KCP BEKASI MEGA OFFICE PARK,KCPBKSMGOF,
Branch,015631-KCP BEKASI TAMAN HARAPAN BARU,TAMANBKS,
Branch,015632-KK BEKASI MAL SUMMARECON,KKBEKASMAL,
Branch,015633-KCP TAMBUN CITY,KCPTMBNCT,
Branch,015634-KCP CIKARANG CENTRAL CITY,KCPCKRGCT,
Branch,015635-KCP BEKASI RUKO DGREEN SQUARE,KCPBKSDGSQ,
Branch,015636-BEKASI RUKO PODIUM,BKSRKPDM,
Branch,015637-KCP MENARA MANDIRI CBD BEKASI,BKSMNRMDR,
Branch,015677-KCP BEKASI JUANDA,BKSJUAND7,
Branch,015678-KCP BEKASI PEJUANG,KCPBKSPEJU,
Branch,015679-KCP TAMBUN MANGUN JAYA,KCPTAMANGU,
Branch,015680-KCP BEKASI MUSTIKA JAYA,KCPBKSMUST,
Branch,015681-KCP BEKASI CIBITUNG TEUKU UMAR,KCPBKSTEUK,
Branch,015682-KCP RAWA KALONG,KCPRAWAKAL,
Branch,015683-KCP BEKASI SETU,KCPBEKASTU,
Branch,015684-KCP BEKASI SUKATANI,KCPBKSSUKA,
Branch,015685-KCP BEKASI PONDOK UNGU PERMAI,KCPBKSPDUN,
Branch,015686-KCP BEKASI TARUMAJAYA,KCPBEKATAR,
Branch,015687-KCP CIKARANG KAPTEN SUMANTRI,KCPCKRKPSM,
Branch,015688-KCP CIKARANG IMAM BONJOL,KCPCKRIBJL,
Branch,015689-KCP BEKASI CIKARANG PILAR,KCPBKSCKPL,
Branch,015690-KCP BEKASI KRANJI,KCPBKSKRJ,
Branch,015691-KCP BEKASI CIBITUNG BOSIH,KCPBKSCBTB,
Branch,015692-KCP BEKASI VILLA MUTIARA GADING,KCPBKSVMTG,
Branch,015700-KC DEPOK,DEPIDR,
Branch,015701-KCP JAKARTA CIMANGGIS,JKTCMGSIDR,
Branch,015702-KCP JAKARTA CIBUBUR,JKTCBBIDR,
Branch,015703-KK DEPOK TENGAH,DPKTNGHIDR,
Branch,015704-KK DEPOK KELAPA DUA,DPKKLPDUA,
Branch,015705-KK DEPOK CISALAK,DPKCISALAK,
Branch,015706-KCP DEPOK I,DPKDEPOK1,
Branch,015707-KCP DEPOK BUKIT SAWANGAN,DEPBKTSAWA,
Branch,015708-KK DEPOK ITC,DPKITC,
Branch,015709-KK DEPOK TIMUR,DPKTIMUR,
Branch,015710-KK JAKARTA UNIVERSITAS PANCASILA,JKTUPIDR,
Branch,015711-KK DEPOK CINERE LIMO,DPKCINEREL,
Branch,015712-KCP CITEUREUP,CTPIDR,
Branch,015713-DEPOK UNIVERSITAS INDONESIA,DPKPLNIDR,
Branch,015714-KCP DEPOK MARGO CITY,MARGODPK1,
Branch,015715-KC DEPOK JATIJAJAR,KCDEPOKJAT,
Branch,015716-KC DEPOK KARTINI,KCDEPOKKAR,
Branch,015717-KCP CINERE,CINEREDPK,
Branch,015717-KK JAKARTA UNIVERSITAS PANCASILA,JKTUPIDR7,
Branch,015718-KK CINERE PLN GANDUL,KKCINERPLN,
Branch,015776-KCP DEPOK PANCORAN MAS,KCPDPKPANC,
Branch,015777-KCP DEPOK CITAYAM,KCPDPKCITA,
Branch,015778-KCP DEPOK KEBUN DUREN,KCPDEPKEBD,
Branch,015779-KCP KUKUSAN BEJI,KCPKUKUBEJ,
Branch,015780-KCP GANDUL,KCPGANDUL,
Branch,015781-KCP DEPOK ARCO,KCPDEPOKAR,
Branch,015782-KCP DEPOK RADAR AURI,KCPDEPOKRA,
Branch,015783-KCP DEPOK GAS ALAM,KCPDPKGALM,
Branch,015784-KCP DEPOK SAWANGAN,KCPDPKSWGN,
Branch,015785-KCP DEPOK PITARA,KCPDPKPTRA,
Branch,015786-KCP DEPOK CINANGKA,KCPDPKCNK,
Branch,015787-KCP DEPOK CILODONG,KCPDPKCLDG,
Branch,015788-KCP DEPOK PEKAPURAN,KCPDPKPKPR,
Branch,015789-KCP DEPOK GALERIA SAWANGAN,KCPDPKGLSW,
Branch,015800-KC BANDA ACEH,BNAIDR,
Branch,015801-KK BANDA ACEH UNSYIAH DARUSSALAM,BNAUNSYIAN,
Branch,015802-KK BANDA ACEH CUT MEUTIA,BNACUTMEUT,
Branch,015803-KC LHOKSEUMAWE MERDEKA,LHMMERDEKA,
Branch,015804-KCP LHOKSEUMAWE PENDOPO,LHMPENDOPO,
Branch,015805-KC LANGSA,LGSIDR,
Branch,015806-KCP KUALA SIMPANG,KSGIDR,
Branch,015808-KC MEULABOH,KCMEULABOH,
Branch,015809-KC TAKENGON,KCTAKENGON,
Branch,015812-KK SABANG,SABANG,
Branch,015813-KK BENER MERIAH,KKBENER,
Branch,015814-KK IDI RAYEUK,KKIDIR,
Branch,015815-KCP BANDA ACEH HASAN BATOH,KCPBDACHB,
Branch,015816-KCP BANDA ACEH PEUNAYONG,KCPBDACPNY,
Branch,015817-KCP BANDA ACEH KEUTAPANG,KCPBDACKTP,
Branch,015818-KCP BANDA ACEH ULEE KARENG,KCPBDACULK,
Branch,015873-KCP LHOKSEUMAWE ANGKUP,KCPLKSMAKP,
Branch,015874-KCP LANGSA OPAK,KCPLGSOPK,
Branch,015875-KCP BANDA ACEH PONDOK BARU BENER,BENERACEH,
Branch,015883-KCP KRUENG GEUKUH,KCPKRUE,
Branch,015884-KCP PANTON LABU,KCPPANT,
Branch,015885-KCP BANDA ACEH JEURAM,KCPBAND,
Branch,015886-KCP ULEE GLEE,KCPULEE,
Branch,015887-KCP BANDA ACEH CALANG,KCPBANDACH,
Branch,015888-KCP BANDA ACEH LANGSA,KCPBANDLAN,
Branch,015889-KCP SUBULUSSALAM,KCPSBLSSLM,
Branch,015890-KCP BANDA ACEH PASAR LAMBARO,KCPBDACPLB,
Branch,015891-KCP SEUMADAM,KCPSMDM,
Branch,015892-KCP KUTA BINJEI,KCPKUTABJI,
Branch,015893-KCP ALUE BILIE,KCPALUEBLI,
Branch,015894-KCP TAKENGON LUT TAWAR,KCPTKGNLTW,
Branch,015895-KCP LHOKSEUMAWE BANDA SAKTI,KCPLSMWBDS,
Branch,015896-KCP BIREUEN SAMALANGA,KCPBRNSMLN,
Branch,015897-KCP BENER MERIAH PASAR LAMPAHAN,KCPBNRMPLH,
Branch,015898-KCP LHOK NIBUNG,KCPLNIBUNG,
Branch,015899-KCP KUALA SIMPANG JUANDA,KCPKUSIJUA,
Branch,015900-KC MUARA TEWEH,KCMUARATE0,
Branch,015900-KC PALANGKARAYA,PALANGKLMT,
Branch,015901-KC MUARA TEWEH,KCMUARATE1,
Branch,015901-KC SAMPIT,SAMPITKLMT,
Branch,015904-KC MUARA TEWEH,KCMUARATEW,
Branch,015905-KC PASAR KAHAYAN,KCPASARKAH,
Branch,015906-KC BUNTOK,KCBUNTOK,
Branch,015907-KK SAMPIT ANTASARI,SMPITANTSR,
Branch,015909-KK PALANGKARAYA RTA MILONO,KKPLKRRTAM,
Branch,015977-KC MUARA TEWEH,KCMUARATE7,
Branch,015978-KCP PANGKALAN BANTENG,BANTENGKLM,
Branch,015979-KCP AMPAH,KCPAMPAH,
Branch,015980-KCP PULANG PISAU,KCPPULAPIS,
Branch,015981-KCP LAMANDAU,KCPLAMANDA,
Branch,015982-KCP PALANGKARAYA RAJAWALI,KCPPALARA,
Branch,015983-KCP SAMPIT PPM,KCPSAMPPPM,
Branch,015984-KCP KUALA KAPUAS TAMBUN BUNGAI,KCPKUKATAB,
Branch,015985-KCP TAMIANG LAYANG,KCPTAMILAY,
Branch,015986-KCP KOTAWARINGIN TIMUR SEBABI,KCPKOTIMSE,
Branch,015987-KCP KOTAWARINGIN BARAT SUNGAI RA,KCPKOBASAR,
Branch,015988-KCP PURUK CAHU,KCPPURCAHU,
Branch,015989-KCP PARENGGEAN,KCPPARENGG,
Branch,015990-KCP SUKAMARA,KCPSUKAMAR,
Branch,015991-KCP PANGKALAN BUN KUMAI,KCPPANGBUN,
Branch,016000-KC BINTUNI,KCBINTUNI0,
Branch,016000-KC SORONG BASUKI RAHMAT,SORONGPAPU,
Branch,016001-KCP SORONG AHMAD YANI,SRGPAPUA,
Branch,016002-KC BINTUNI,KCBINTUNI2,
Branch,016002-KC MANOKWARI,MANOKWARI,
Branch,016003-KC BINTUNI,KCBINTUNI3,
Branch,016003-KC FAK FAK,FAKFAKPAPU,
Branch,016004-KC BINTUNI,KCBINTUNI,
Branch,016005-KC KAIMANA,KCKAIMANA,
Branch,016006-KCP AIMAS,KCPAIMAS,
Branch,016007-KCP MANOKWARI WOSI,KCPMANOKWA,
Branch,016008-KK GUBERNUR PAPUA BARAT,KKGUBPABAR,
