CHOICELIST,,,/CHOICELIST
Branch,010917-KK BINTAN CENTER,KKBNTNCNTR,
Branch,010918-KK BATAM FANINDO,KKBTMFANIN,
Branch,010919-KK BATAM KEPRI MALL,KKBATAMKEP,
Branch,010920-KCP BATAM PALM SPRING,KKBTMPALMS,
Branch,010921-KCP BATAM NAGOYA BUSINESS CENTRE,KCPBTMNAGO,
Branch,010922-KCP BATAM BOTANIA,KCPBOTANIA,
Branch,010923-KK BATAM PENUIN,KKBTMPENUI,
Branch,010924-KCP BATAM GRAND NIAGA MAS,KCPBTMGRAN,
Branch,010925-KK BATAM BATU AMPAR,KKBTMTUAM,
Branch,010926-KCP BINTAN ALUMINA INDONESIA,KCPBINTAN,
Branch,010975-KCP BATAM BINTAN BISNIS CENTER,KCPBTMBBC,
Branch,010976-KCP BENGKONG,KCPBENGKON,
Branch,010977-KCP TANJUNG BATU (POS),KCPTANJBAT,
Branch,011000-KC JAMBI GATOT SUBROTO,JBIGATSU,
Branch,011001-KCP JAMBI TELANAIPURA,JBITELANAI,
Branch,011002-KCP JAMBI SAM RATULANGI,JBISAMRATU,
Branch,011003-KCP BANGKO,BKOIDR,
Branch,011004-KC JAMBI DR SUTOMO,JBISUTOMO,
Branch,011005-KC MUARA BUNGO,MABIDR,
Branch,011006-KK JAMBI SIPIN,JBISIPIN,
Branch,011007-KCP SAROLANGUN,SRJIDR,
Branch,011008-KCP RIMBO BUJANG,KCPRIBOBJG,
Branch,011009-KK JAMBI PATTIMURA,KKJAMBIPAT,
Branch,011011-KCP JAMBI SENGETI,JBISENGETI,
Branch,011012-KCP JAMBI TALANG BANJAR,TLNGBANJAR,
Branch,011020-KK BAJUBANG,JBIBAJUBAN,
Branch,011021-KCP JAMBI KUALA TUNGKAL SUDIRMAN,KCPJAKUTUS,
Branch,011075-KCP JAMBI SINGKUT,KCPJMBSNGK,
Branch,011076-KCP JAMBI KUALA TUNGKAL,KCPJMBKUAL,
Branch,011077-KCP JAMBI SEI BAHAR,KCPJMBSEIB,
Branch,011078-KCP JAMBI SUNGAI RENGAS,KCPJMBSUNG,
Branch,011079-KCP JAMBI GERAGAI,KCPJMBGRAG,
Branch,011080-KCP JAMBI MERLUNG,KCPJMBMRLN,
Branch,011081-KCP JAMBI KUAMANG KUNING,KCPJMBKUAM,
Branch,011082-KCP SAROLANGUN MANDI ANGIN,KCPSROLMA,
Branch,011083-KCP MUARO JAMBI SUNGAI GELAM,KCPMARJAMS,
Branch,011084-KCP MERANGIN HITAM ULU,KCPMRNGHIU,
Branch,011085-KCP SUMBER AGUNG BLOK E,KCPSUMBAGU,
Branch,011086-KCP DURIAN LUNCUK,KCPDURILUN,
Branch,011087-KCP SUNGAI BAHAR 6,KCPSUNGBHR,
Branch,011088-KCP TEMPINO,KCPTEMPINO,
Branch,011089-KCP PAMENANG,KCPPAMENAN,
Branch,011090-KCP TEBO,KCPTEBO,
Branch,011091-KCP SAROLANGUN SRI PELAYANG,KCPSAROSRI,
Branch,011092-KCP BANGKO SEI ULAK,KCPBANGSEI,
Branch,011093-KCP MENDALO,KCPMENDALO,
Branch,011094-KCP TAMBANG MAS,KCPTAMBMAS,
Branch,011095-KCP SUNGAI BAHAR 7,KCPSUNGBAH,
Branch,011096-KCP BATANG ASAM,KCPBATAASA,
Branch,011097-KCP SUNGAI PENUH (POS),KCPSUNGPNU,
Branch,011098-KC JAMBI GATOT SUBROTO,JBIGATSU98,
Branch,011100-KC PADANG LAPANGAN IMAM BONJOL,PDGLPGANIB,
Branch,011101-KCP PADANG SUDIRMAN,PDGSUDIRMA,
Branch,011102-KCP PADANG TAMAN MELATI,PDGTMNMLT,
Branch,011103-KCP PADANG INDARUNG,PDGINDARUN,
Branch,011104-KCP PADANG MUARA,PDGMUARA,
Branch,011105-(DO NOT USE XXX),PDGBTGID,
Branch,011106-KC SOLOK,SLKIDR,
Branch,011107-KCP SAWAHLUNTO,SWLIDR,
Branch,011108-KC BUKITTINGGI,BKTIDR,
Branch,011109-KK BUKITTINGGI AUR KUNING,BKTAURKUNI,
Branch,011110-KCP PAYAKUMBUH,PYKIDR,
Branch,011111-KCP PASAMAN,KCPPASAMAN,
Branch,0111111-KC PASAMAN,KCPASAMAN,
Branch,011112-KCP PADANG UNIVERSITAS ANDALAS,PDGUNAND,
Branch,011121-KC PADANG BELAKANG OLO,PDBLKGOLO,
Branch,011131-KK SUNGAI RUMBAI,SWLSUNGAIR,
Branch,011175-KCP PADANG KOTO BARU,KCPPDGKOBA,
Branch,011176-KCP PADANG BATUSANGKAR,KCPPDGBTSN,
Branch,011177-KCP PADANG UJUNG GADING,KCPPDGUJGA,
Branch,011178-KCP PADANG SITEBA,KCPPDGSTEB,
Branch,011179-KCP DHARMASRAYA PULAU PUNJUNG,KCPDHRMPP,
Branch,011180-KCP PADANG PANJANG,KCPPDGPJG,
Branch,011181-KCP LUBUK SIKAPING,KCPLUBU,
Branch,011182-KCP BAWAN,KCPBAWAN,
Branch,011183-KCP KINALI,KCPKINA,
Branch,011184-KCP SUNGAI DUO SITIUNG,KCPSUNGDUO,
Branch,011185-KCP LUBUK ALUNG,KCPLUBUKAL,
Branch,011186-KCP SITIUNG IV KOTO GADANG,KCPSITIUNG,
Branch,011187-KCP SILAUT,KCPSILAUT,
Branch,011188-KCP SOLOK SELATAN,KCPSOLOSEL,
Branch,011189-KCP SUNGAI TAMBANG,KCPSUNGTAM,
Branch,011190-KCP TAPUS,KCPTAPUS,
Branch,011191-KCP TAPAN (POS),KCPTAPAN,
Branch,011196-KCP PADANG PASAR LUBUK BUAYA,PDGPSLBKBY,
Branch,011200-KC PALEMBANG SUDIRMAN,PLGSUDIRMA,
Branch,011201-KCP PALEMBANG ATMO,PLGATMO,
Branch,011202-KCP PALEMBANG PUSRI,PLGPUSRI,
Branch,011203-KCP PALEMBANG R.S.U,PLGRSU,
Branch,011204-KK PALEMBANG SAKO KENTEN,PLGSAKOKEN,
Branch,011205-KC TANJUNG ENIM,TAMIDR,
Branch,011206-KC BATURAJA,BTAIDR,
Branch,011207-KCP PALEMBANG PUSAT DAGANG,PLGPUSATDG,
Branch,011208-KC PANGKAL PINANG,PGPIDR,
Branch,011209-KC TANJUNG PANDAN,TPNIDR,
Branch,011210-KCP MENTOK,MTKIDR,
Branch,011211-KCP SUNGAILIAT,SLIIDR,
Branch,011212-KCP LUBUK LINGGAU,LLGIDR,
Branch,011213-KCP LAHAT,LHTIDR,
Branch,011214-KK MUARA ENIM,MUEIDR,
Branch,011215-KK PARIT TIGA JEBUS,PTJIDR,
Branch,011216-KC MANGGAR,KCMANGGAR,
Branch,011217-KC TOBOALI,KCTOBOALI,
Branch,011218-KC PANGKALPINANG DEPATI AMIR,KCPANGKALP,
Branch,011219-KC BELITANG,KCBELITANG,
Branch,011220-KCP PALEMBANG MESJID LAMA,KCPPLMBMSL,
Branch,011221-KCP PALEMBANG TENGKURUK,KCPPLMBGTG,
Branch,011222-KCP PALEMBANG KPPN,KCPPLBGKPP,
Branch,011223-KK KOBA,KKKOBA,
Branch,011224-KK PAGAR ALAM,KKPAGARALA,
Branch,011226-KCP PALEMBANG TENGKURUK,KCPPLMBGT6,
Branch,011228-KCP PALEMBANG TENGKURUK,KCPPLMBGT8,
Branch,011229-KCP PALEMBANG PASAR 16 ILIR,KCPPALPASI,
Branch,011231-KK PALEMBANG KERTAPATI,KKPALEMKER,
Branch,011232-KCP TUGU MULYO,KCPTUGUMLY,
Branch,011233-KCP PALEMBANG DEMANG LEBAR DAUN,KCPPALDEML,
Branch,011234-KCP PALEMBANG JAKABARING,KCPJKBRING,
Branch,011275-KCP PALEMBANG BATUMARTA,KCPPLMBGBT,
Branch,011276-KCP PALEMBANG MUARADUA,KCPPLMBGMU,
Branch,011277-KCP PALEMBANG MARTAPURA,KCPPLMBGMP,
Branch,011278-KCP PALEMBANG TUGU MULYO,KCPPLMBGTM,
Branch,011279-KCP TANJUNG RAJA,KCPTANJRAJ,
Branch,011280-KCP OGAN ILIR INDRALAYA,KCPOGANII,
Branch,011281-KCP TUGUMULYO MUSI RAWAS,KCPTUGUMUS,
Branch,011282-KCP PALEMBANG SIMPANG PLAJU,KCPPLMBGSP,
Branch,011283-KCP BATURAJA LINTAS,KCPBATULIN,
Branch,011284-KCP MUARA KELINGI,KCPMUARKEL,
Branch,011286-KCP SURYA ADI,KCPSURYADI,
Branch,011287-KCP PENINJAUAN,KCPPENINJA,
Branch,011288-KCP PASAR JAHE,KCPPASAJAH,
Branch,011289-KCP PASAR INPRESS PENDOPO,KCPPASAINP,
Branch,011290-KCP GUNUNG MEGANG,KCPGUNUMEG,
Branch,011291-KCP LAHAT KIKIM (POS),KCPLAHAKIM,
Branch,011295-KC PALEMBANG SUDIRMAN,PLGSUDIR95,
Branch,011300-KC PALEMBANG ARIEF,PLGARIEF,
Branch,011301-KCP PALEMBANG A. RIVAI,PLGARIVAI,
Branch,011302-KCP PALEMBANG PLAJU,PLGPLAJU,
Branch,011304-KC BENGKULU S PARMAN,BKUSPARMAN,
Branch,011305-KCP BENGKULU AHMAD YANI,BKUAYANI,
Branch,011306-KK PALEMBANG GEDUNG KANWIL,PLGGDKANWL,
Branch,011307-KK PENDOPO,PEDIDR,
Branch,011308-KK PRABUMULIH,PBMIDR,
Branch,011309-KK PALEMBANG UNIBA,PLGUNIBA,
Branch,011310-KK PALEMBANG BANDARA SULTAN,PLGBANDARA,
Branch,011311-KK PALEMBANG VETERAN,PLGVETERAN,
Branch,011312-KCP PALEMBANG PASAR 16 ILIR,PLGPASAR16,
Branch,011313-KK SEKAYU,SKYIDR,
Branch,011314-KCP PRABUMULIH SUDIRMAN,PBMSUDRMAN,
Branch,011315-KCP SUNGAI LILIN,KCPSUNGLI,
Branch,011316-KC BENGKULU CURUP,KCBENGKULU,
Branch,011317-KC PALEMBANG SUKAJADI,KCPALEMBAN,
Branch,011318-KCP PALEMBANG PASAR LEMABANG,PLGPSRLMBG,
Branch,011319-KK PALEMBANG BANDARA SULTAN BADA,PLGBANDAR9,
Branch,011321-KK PALEMBANG R. SUKAMTO,PLGSUKAMTO,
Branch,011322-KCP LUBUK LINGGAU WATERVANG,KCCLLWATER,
Branch,011323-KK PALEMBANG KOL. H. BURLIAN,KKPALEMKOL,
Branch,011325-KCP SIMPANG BLK,KCPSMPGBL,
Branch,011351-KK BENGKULU PANORAMA,BKLPANORAM,
Branch,011375-KCP PALEMBANG MEGANG SAKTI,KCPPLMBGMS,
Branch,011376-KCP PALEMBANG ARGA MAKMUR,KCPPLMBGAM,
Branch,011377-KCP PALEMBANG MANNA,KCPPLMBGMN,
Branch,011378-KCP PALEMBANG BETUNG,KCPPLMBGBE,
Branch,011379-KCP BENGKULU KETAHUN,KCPBKLKTHN,
Branch,011380-KCP BENGKULU SELEBAR,KCPBENGKUS,
Branch,011381-KCP KEPAHIANG,KCPKEPAHI1,
Branch,011382-KCP BAYUNG LENCIR,KCPBAYUNG2,
Branch,011383-KCP MUARAENIM GELUMBANG,KCPMUARAE,
Branch,011384-KCP IPUH,KCPIPUH,
Branch,011385-KCP SELUMA,KCPSELUMA,
Branch,011386-KCP PUTRI HIJAU,KCPPUTRHI,
Branch,011387-KCP BABAT TOMAN,KCPBABATTO,
Branch,011388-KCP PANGKALAN BALAI,KCPPANGBAL,
Branch,011389-KCP PALEMBANG BUKIT,KCPPALE,
Branch,011390-KCP PASAR INPRES PRABUMULIH,KCPPSAINPR,
Branch,011391-KCP MUKOMUKO,KCPMUKOMU,
Branch,011392-KCP PENARIK,KCPPENAR,
Branch,011393-KCP SIMPANG PERIUK,KCPSIMPER,
Branch,011394-KCP POS SEKAYU (POS),KCPPOSSEK,
Branch,011395-KCP POS BETUNG (POS),KCPPOSBET,
Branch,011400-KC BANDAR LAMPUNG MALAHAYATI,BDLMAHALAY,
Branch,011401-KCP BANDARLAMPUNG TELUKBETUNG,BDLTELUKBE,
Branch,011402-KCP BANDAR LAMPUNG CUT MEUTIA,BDLCUTMEUT,
Branch,011403-KCP BANDARLAMPUNG SUPRATMAN,BDLSUPRATM,
Branch,011404-KC KOTABUMI,KTBIDR,
Branch,011405-KCP METRO,METIDR,
Branch,011406-KCP TANJUNGKARANG KARTINI,TJKKARTINI,
Branch,011407-KCP TANJUNGKARANG BAMBU KUNING,TJKBAMBUKU,
Branch,011408-KK BANDARLAMPUNG RADEN INTAN,BDLRADENIT,
Branch,011409-KK BANDARLAMPUNG TEUKU UMAR,BDLTEUKUMA,
Branch,011410-KCP PRINGSEWU,PRWIDR,
Branch,011411-KK BANDAR JAYA,BDAIDR,
Branch,011412-KC TULANG BAWANG,KCTULANGBA,
Branch,011413-KC BANDARLAMPUNG WAY HALIM,KCBANDARLA,
Branch,011415-KCP KALIANDA,KCPKALIAND,
Branch,011421-KK BANDARLAMPUNG ANTASARI,BDLANTASAR,
Branch,011475-KCP BANDAR LAMPUNG PANJANG,KCPBANDAR,
Branch,011476-KCP LAMPUNG SIDOMULYO,KCPLAMPUN,
Branch,011477-KCP LAMPUNG NATAR,KCPLAMPUN1,
Branch,011478-KCP LAMPUNG KOTA GAJAH,KCPLAMPUN2,
Branch,011479-KCP LAMPUNG WAY JEPARA,KCPLAMPUN3,
Branch,011480-KCP PRINGSEWU GADING REJO,KCPPRINGS,
Branch,011481-KCP LAMPUNG TANJUNG BINTANG,KCPLAMPUN4,
Branch,011482-KCP BANDAR LAMPUNG KEMILING,KCPBANDAR1,
Branch,011483-KCP KEDONDONG,KCPKEDOND,
Branch,011484-KCP SRIBAWONO,KCPSRIBAW,
Branch,011485-KCP BARADATU,KCPBARADAT,
Branch,011486-KCP BUKIT KEMUNING,KCPBUKIKEM,
Branch,011487-KCP TERBANGGI BESAR,KCPTERBBES,
Branch,011488-KCP METRO PUSAT,KCPMETRPUS,
Branch,011489-KCP TALANG PADANG,KCPTALAPAD,
Branch,011490-KCP GISTING,KCPGISTING,
Branch,011491-KCP SIMPANG PEMATANG,KCPSIMPPEM,
Branch,011492-KCP DAYA ASRI,KCPDAYAASR,
Branch,011493-KCP LIWA,KCPLIWAA,
Branch,011500-KC JAKARTA KOTA,JKTKOTAIDR,
Branch,011501-(DO NOT USE XXX),JKTPIN,
Branch,011502-KCP JAKARTA BANDENGAN,JKTBANDENG,
Branch,011503-(DO NOT USE XXX),JKTMGBS,
Branch,011504-KCP JAKARTA MITRA BAHARI,JKTMIBAIDR,
Branch,011505-KCP JAKARTA PLUIT SELATAN,JKTPLSLIDR,
Branch,011506-KCP JAKARTA PLUIT KENCANA,JKTPLKCIDR,
Branch,011507-KCP JAKARTA PANGERAN JAYAKARTA,JKTPJAYIDR,
Branch,011508-KCP JAKARTA GLODOK PLAZA,JKTGLODIDR,
Branch,011509-KCP JAKARTA MANGGA DUA,JKTMADUIDR,
Branch,011510-KCP JAKARTA MEGA MALL PLUIT,JKTMGMLIDR,
Branch,011511-KCP JAKARTA MUARA KARANG DALAM,JKTMKDIDR,
Branch,011512-KCP JAKARTA MUARA KARANG RAYA,JKTMKRIDR,
Branch,011513-KK JAKARTA WTC MANGGA DUA,JKTWTCIDR,
Branch,011514-KK JAKARTA PASAR PAGI LAMA,JKTPSPGIDR,
Branch,011515-KK JAKARTA MANGGA DUA SQUARE,JKTMGSQIDR,
Branch,011516-KK JAKARTA PEJAGALAN,JKTPJGLIDR,
Branch,011520-KK JAKARTA ITC MANGGA DUA,JKTITCMIDR,
Branch,011521-KK JAKARTA HARCO MANGGA DUA,JKTHRCIDR,
Branch,011525-KCP JAKARTA PINANGSIA,KCPJAKART,
Branch,011526-KCP JAKARTA PLUIT KARANG BARU,JKTPKBIDR,
Branch,011528-KC JAYAKARTA KOMPLEK SENTRAL,JKTJYKRTKS,
Branch,011529-KC JAKARTA LINDETEVES,JKTLNDTVS,
Branch,011530-KC JAKARTA CBD PLUIT,JAKARTACBD,
Branch,011531-KK JAKARTA PASAR PAGI MANGGA DUA,JKTPSMGIDR,
Branch,011532-KC JAKARTA PASAR PAGI PERNIAGAAN,JAKARTAPAS,
Branch,011533-KC JAKARTA MAL MANGGA DUA,JAKARTAMAL,
Branch,011534-KC JAKARTA PERMATA KOTA,JAKARTAPER,
Branch,011535-KC JAKARTA GAJAH MADA,KCJAKARTAG,
Branch,011536-KK JAKARTA JALAN KOPI,KKJAKARTA,
Branch,011537-KCP JAKARTA JEMBATAN LIMA,KCPJAKART1,
Branch,011538-KCP JAKARTA KETAPANG INDAH,KCPJAKART2,
Branch,011539-KCP JAKARTA MANGGA BESAR,KCPJAKARTA,
Branch,011540-KK JAKARTA HAYAM WURUK,KKJAKARTAB,
Branch,011541-KCP JAKARTA GLODOK PANCORAN,JKTGLDKPCR,
Branch,011542-KK JAKARTA GEDUNG PGN,KKJKGEDPGN,
Branch,011543-KCP JAKARTA MANGGA BESAR RAYA,KCPJAKARTC,
Branch,011544-KCP JAKARTA KEBON JERUK III,KCPJAKARTD,
Branch,011545-KK JAKARTA TAMBORA,KKJAKTAMBO,
Branch,011546-KK JAKARTA GREEN CENTRAL CITY (D,KKJAKGREEN,
Branch,011576-KCP JAKARTA HARCO GLODOK,KCPJKTHARC,
Branch,011600-KC JAKARTA S PARMAN,JKTSPARIDR,
Branch,011601-KCP JAKARTA BANDARA SOEKARNO-HAT,JKTSOEHATD,
Branch,011602-KCP BANDARA SOEKARNO-HATTA CARGO,JKTCARGIDR,
Branch,011603-(DO NOT USE XXX),SRG,
Branch,011604-(DO NOT USE XXX),CLGANYR,
Branch,011605-KCP JAKARTA RS PELNI,JKTRSPNIDR,
Branch,011606-(DO NOT USE XXX),JKTTJDR,
Branch,011607-(DO NOT USE XXX),JKTKEPA,
Branch,011608-KCP JAKARTA GEDUNG PUSRI - DO NO,JKTPSRIIDR,
Branch,011609-(DO NOT USE XXX),CLGMRK,
Branch,011610-KK JAKARTA RS HARAPAN KITA,JKTRSHKIDR,
Branch,011611-KK JAKARTA BANDARA SOEKARNO-HATT,JKTTERBIDR,
Branch,011612-KK JAKARTA GARUDA SENTRA OPERASI,JKTGRDIDR,
Branch,011613-KK JAKARTA R.S. KANKER DHARMAIS,JKTDHAIDR,
Branch,011614-(DO NOT USE XXX),JKTCLG,
Branch,011615-KK TANGERANG TAMAN NIAGA SOEWARN,TNGTMNIAGA,
Branch,011616-(DO NOT USE XXX),JKTKRA,
Branch,011617-KK JAKARTA JALAN PANJANG,JKTJLNPJNG,
Branch,011618-KCP JAKARTA DESIGN CENTER,JKTJDCIDR,
Branch,011619-KK JAKARTA POS PENGUMBEN,JKTPOSIDR,
Branch,011620-KK JAKARTA PANTAI INDAH SELATAN,JKTPISIDR,
Branch,011621-KK JAKARTA SLIPI JAYA,JKTSLIPIDR,
Branch,011622-KK JAKARTA DUTA HARAPAN INDAH,JKTDHIIDR,
Branch,011623-KK JAKARTA KAPUK RAYA,JKTKRIDR,
Branch,011624-KK JAKARTA RAWA BELONG KEMANGGIS,JKTKGSIDR,
Branch,011625-KK JAKARTA TELUK MAS,JKTTMIDR,
Branch,011627-KC JAKARTA BOTANICAL GARDEN,JAKARTABOT,
Branch,011628-KC JAKARTA RAWA BELONG,JAKARTARAW,
Branch,011629-KC TANGERANG GEDUNG MANAJEMEN GA,TNGRANGGMA,
Branch,011630-KC TANGERANG BANDARA TERMINAL 3,TANGERANGT,
Branch,011631-(DO NOT USE XXX),JKTSRNG,
Branch,011641-(DO NOT USE XXX),JKTPSLM,
Branch,011700-KC JAKARTA KYAI TAPA,JKTKYAIIDR,
Branch,011701-KCP JAKARTA JELAMBAR,JKTJELIDR,
Branch,011702-KCP JAKARTA TAMAN KEBON JERUK,JKTKJRKIDR,
Branch,011703-KCP JAKARTA ROXY MAS,JKTROXYIDR,
Branch,011704-(DO NOT USE XXX),JKTPUR,
Branch,011705-KCP JAKARTA KEBON JERUK PERJUANG,JKTKPJIDR,
Branch,011706-(DO NOT USE XXX),JKTDOYA,
Branch,011707-(DO NOT USE XXX),JKTJDCIDR2,
Branch,011708-KCP JAKARTA JEMBATAN LIMA,JKTJBLMIDR,
Branch,011709-(DO NOT USE XXX),JKTMALA,
Branch,011710-KK JAKARTA LATUMETTEN,JKTLATUIDR,
Branch,011711-KK JAKARTA TAMAN PERMATA INDAH,JKTTMPIIDR,
Branch,011712-(DO NOT USE XXX),JKTPRKC,
Branch,011713-KK JAKARTA GROGOL MUWARDI,JKTGRGLMWR,
Branch,011714-KK JAKARTA JELAMBAR BARU,JKTJLMBARU,
Branch,011715-KK JAKARTA JEMBATAN DUA,JKTJBTNDUA,
Branch,011716-KK JAKARTA TAMAN DUTA MAS,JKTTMNDUTA,
Branch,011717-KK JAKARTA MOHAMMAD MANSYUR,JKTMOHMANS,
Branch,011718-KCP JAKARTA TOMANG,JKTTOMIDR,
Branch,011719-KK JAKARTA TAMAN PERMATA BUANA,JKTTMNPRMT,
Branch,011720-KK JAKARTA R.S. ROYAL TARUMA,KKJAKARTA5,
Branch,011721-KK JAKARTA UNIVERSITAS TRISAKTI,JKTUNTSIDR,
Branch,011722-KC JAKARTA UNIVERSITAS TARUMANEG,JAKARTAUTA,
Branch,011723-KC JAKARTA ITC ROXY MAS,KCJAKARTAI,
Branch,011724-KC JAKARTA KEBON JERUK,JAKARTAKEB,
Branch,011725-KC JAKARTA TAMAN ARIES,JAKARTATAM,
Branch,011727-KCP JAKARTA R.S. PELNI,KCPJAKART6,
Branch,011728-KCP JAKARTA R.S. HARAPAN KITA,KCPJAKARTE,
Branch,011729-KCP JAKARTA R.S. KANKER DHARMAIS,KCPJAKARTF,
Branch,011730-KCP JAKARTA S. PARMAN,JSPIDR,
Branch,011731-(DO NOT USE XXX),JKTTMKD,
Branch,011732-KK JAKARTA MAL CIPUTRA,KKJAKARTAG,
Branch,011733-KK JAKARTA MANDALA UTARA,KKJAKARTAI,
Branch,011734-KK JAKARTA MENARA CITICON,KKJAKMENCI,
Branch,011735-KK JAKARTA KAVLING POLRI,KKJAKKAVPO,
Branch,011736-KK JAKARTA SENTRA LATUMENTEN,KKJAKSENLA,
Branch,011737-KK JAKARTA TAMAN SURYA,KKJAKTAMSU,
Branch,011741-(DO NOT USE XXX),JKTDAMG,
Branch,011800-KC JAKARTA DAAN MOGOT,JKTDAANIDR,
Branch,011801-(DO NOT USE XXX),TGRMER,
Branch,011802-KCP JAKARTA CENGKARENG PASAR GAN,JKTKALIIDR,
Branch,011803-(DO NOT USE XXX),TGRYANI,
Branch,011804-(DO NOT USE XXX),TGRCLD,
Branch,011805-KCP JAKARTA GRENVIL - DON NOT US,JKTGVILIDR,
Branch,011806-(DO NOT USE XXX),TGRSAMA,
Branch,011807-KCP TANGERANG DAAN MOGOT,TNGDAANMGT,
Branch,011808-(DO NOT USE XXX),TGRCKKL,
Branch,011809-(DO NOT USE XXX),TGRBSD,
Branch,011810-KK JAKARTA TAMAN PALEM LESTARI,JKTTMPLIDR,
Branch,011811-(DO NOT USE XXX),JKTCIKP,
Branch,011812-(DO NOT USE XXX),JKTPNKR,
Branch,011813-(DO NOT USE XXX),JKTGDSP,
Branch,011814-(DO NOT USE XXX),JTKALS,
Branch,011815-(DO NOT USE XXX),JKTBSD,
Branch,011816-(DO NOT USE XXX),TNGBSD,
Branch,011817-KK JAKARTA MUTIARA TAMAN PALEM,KKJAKARTAH,
Branch,011818-KCP JAKARTA TANJUNGDUREN,JKTTJDRIDR,
Branch,011819-KCP JAKARTA KEPA DURI,JKTKEPAIDR,
Branch,011820-KCP JAKARTA PURI INDAH,JKTPURIIDR,
Branch,011821-KCP JAKARTA KEDOYA,JKTDOYAIDR,
Branch,011822-(DO NOT USE XXX),JKTKMDR,
Branch,011823-KK JAKARTA TAMAN KEDOYA BARU,JKTTMKDIDR,
Branch,011824-KK JAKARTA MAL PURI INDAH,JKTDAMGIDR,
Branch,011825-KK JAKARTA PURI KENCANA,JKTPRKCIDR,
Branch,011826-KK JAKARTA MAL TAMAN ANGGREK,JKTMALAIDR,
Branch,011827-KK JAKARTA GALERIA NIAGAMEDITERA,JKTGNMIDR,
Branch,011828-KCP JAKARTA CITRA GARDEN,KCPJAKARTG,
Branch,011829-KC JAKARTA DURI KOSAMBI,KCJAKARTAD,
Branch,011830-KC JAKARTA MEDITERANIA TANJUNG D,JAKARTAMED,
Branch,011831-KK JAKARTA TMAN SEMANAN INDAH,JKTTSIIDR,
Branch,011832-KC JAKARTA PETA BARAT,JAKARTAPET,
Branch,011833-KC JAKARTA TAMAN KENCANA,JAKARTATKE,
Branch,011834-KC JAKARTA PODOMORO CITY,JAKARTAPOD,
Branch,011835-KC JAKARTA TANJUNG DUREN RAYA,JAKARTATDU,
Branch,011836-KC JAKARTA SUNRISE GARDEN,JAKARTASUN,
Branch,011837-KC JAKARTA JALAN ARJUNA,KCJAKARTAJ,
Branch,011838-KC JAKARTA TAMAN RATU,JAKARTATRA,
Branch,011839-KC JAKARTA PALEM CITY,JAKARTAPAL,
Branch,011841-KK JAKARTA DAAN MOGOT BARU,JKTDMBIDR,
Branch,011843-KCP JAKARTA BLUEGREEN,KCPJKTBLUE,
Branch,011844-KK JAKARTA PERMATA TAMAN PALEM,KKJAKARTAK,
Branch,011845-KCP JAKARTA POS PENGUMBEN,KCPJAKARTK,
Branch,011846-KCP JAKARTA BOTANICAL GARDEN,KCPJAKARTL,
Branch,011847-KK JAKARTA TAMAN PERMATA BUANA,KKJAKARTAM,
Branch,011848-KK JAKARTA CITRA 2 EXTENTION,KKJAKARTAN,
Branch,011849-KK JAKARTA POS PENGUMBEN RAYA,KKJAKARTAO,
Branch,011850-KK JAKARTA CITY PARK,KKJAKCITPA,
Branch,011851-KK JAKARTA ST MORITZ,JKTSTMORIT,
Branch,011875-KCP JAKARTA PASAR CENGKARENG,KCPJAKPSCE,
Branch,011876-KCP JAKARTA PASAR MERUYA KEMBANG,KCPJKTMERK,
Branch,011877-KCP JAKARTA RAYA KOSAMBI,KCPJKTKSMB,
Branch,011900-KC JAKARTA GAMBIR,JKTGMBRIDR,
Branch,011901-(DO NOT USE XXX),JKTTOMIDR2,
Branch,011902-KCP JAKARTA JUANDA,JKTJUANIDR,
Branch,011903-KCP JAKARTA ANGKASA,JKTANGKASA,
Branch,011904-KCP JAKARTA GUNUNG SAHARI,JKTGNSRIDR,
Branch,011905-KCP JAKARTA KP PERTAMINA,JKTPERTIDR,
Branch,011906-KCP JAKARTA KREKOT,JKTKREKIDR,
Branch,011907-KCP JAKARTA PASAR BARU,JKTPSBRIDR,
Branch,011908-(DO NOT USE XXX),JKTANCL,
Branch,011909-(DO NOT USE XXX),JKTPSA,
Branch,011910-KK JAKARTA KPKN II,JKTKPKNIDR,
Branch,011911-(DO NOT USE XXX),JKTHANK,
Branch,011912-KK JAKARTA KREKOT BUNDER,JKTKRKTBUN,
Branch,011913-KK JAKARTA PADEMANGAN,JKTPADEMAN,
Branch,011914-(DO NOT USE XXX),JKTTAS,
Branch,011915-(DO NOT USE XXX),JKTUPMS,
Branch,011916-KK JAKARTA BATU CEPER,JKTBATUCPR,
Branch,011918-DO NOT USE (GANTI JD 011538),JKTPINIDR,
Branch,011919-KCP JAKARTA MANGGA BESAR,JKTMGBSIDR,
Branch,011920-KK JAKARTA KP BPKP,JKTBPKPIDR,
Branch,011921-(DO NOT USE XXX),JKTPLUM,
Branch,011922-KK JAKARTA DEPARTEMEN KEUANGAN,JKTDPKUIDR,
Branch,011923-KK JAKARTA PASAR MOBIL KEMAYORAN,JKTPMKIDR,
Branch,011924-KK JAKARTA GEDUNG ASKRINDO,JKTGDASIDR,
Branch,011925-KK JAKARTA HAYAM WURUK,JKTHWIDR,
Branch,011926-KC JAKARTA JUANDA III,JAKARTAJUA,
Branch,011928-KK JAKARTA GUNUNG SAHARI 2,KKJAKARTA2,
