INSTRUMENT,,,,,,,,,,,,,,,,/INSTRUMENT
CONTR_SIZE,CURR.INSID,GENERIC,INSID,INSTYPE,MTM_FROM_FEED,PAYTYPE,PAY_DAY_OFFSET,PAY_OFFSET_METHOD,QUOTATION_SEQNBR.NAME,SETTLEMENT,SPOT_BANKING_DAYS_OFFSET,STRIKE_CURR.INSID,UND_INSADDR.EXTERN_ID1,UND_INSADDR.INSID,UND_INSTYPE,
1000000,EUR,Yes,Future/ForwardDefault,Future/Forward,Yes,Future,2,Business Days,Pct of Nominal,Cash,0,EUR,EUR003M,EUR/EURIBOR/3M,RateIndex,
